t1,t2,t3,t4,t5,t6,t7,exp_ma,hour,slope1,slope2,curr_pred,actual
0,0,0,0,0,0,0,146.421336358,1,0,0,0,0
0,0,0,0,0,0,0,146.421336358,2,0,0,0,0
0,0,0,0,0,0,0,146.421336358,3,0,0,0,0
0,0,0,0,0,0,0,146.421336358,4,0,0,0,0
0,0,0,0,0,0,0,146.421336358,5,0,0.34,0,0
0.56,0.35,0.54,0.55,0.46,0.42,0.65,146.421336358,6,0.34,9.15,0.34,0.0
11.73,5.78,10.29,12.15,11.82,8.49,11.7,146.421336358,7,9.15,5.91,9.49,0.52
17.58,7.15,14.88,15.8,14.55,9.98,10.67,146.421336358,8,5.91,3.839999999999998,15.4,2.72
23.38,12.89,18.8,18.3,17.88,13.34,15.63,146.421336358,9,3.839999999999998,2.5700000000000003,19.24,5.17
25.17,15.93,16.07,20.36,16.47,18.35,15.84,146.421336358,10,2.5700000000000003,0.13000000000000256,21.81,7.09
23.34,15.15,14.47,21.17,20.17,18.18,18.43,146.421336358,11,0.13000000000000256,-3.610000000000003,21.94,8.85
19.06,16.22,18.51,17.86,20.67,23.39,15.16,146.421336358,12,-3.610000000000003,6.950000000000003,18.33,10.28
20.75,22.19,17.21,19.19,21.57,22.32,12.67,146.421336358,13,6.950000000000003,-4.27,25.28,11.86
15.9,20.74,14.8,18.25,20.2,19.57,10.18,146.421336358,14,-4.27,-5.120000000000001,21.01,11.42
14.25,12.66,13.62,20.62,15.5,19.44,8.2,146.421336358,15,-5.120000000000001,-1.42,15.89,8.42
8.05,5.95,7.98,13.18,8.67,11.25,3.81,146.421336358,16,-1.42,-14.31,14.47,4.36
0.14,0.09,0.15,0.23,0.16,0.23,0.1,146.421336358,17,-14.31,-0.16,0.16,0.15
0,0,0,0,0,0,0,146.421336358,18,-0.16,0,0,0
0,0,0,0,0,0,0,146.421336358,19,0,0,0,0
0,0,0,0,0,0,0,146.421336358,20,0,0,0,0
0,0,0,0,0,0,0,146.421336358,21,0,0,0,0
0,0,0,0,0,0,0,146.421336358,22,0,0,0,0
0,0,0,0,0,0,0,146.421336358,23,0,0,0,0
0,0,0,0,0,0,0,147.739554907,0,0,0,0,0
0,0,0,0,0,0,0,147.739554907,1,0,0,0,0
0,0,0,0,0,0,0,147.739554907,2,0,0,0,0
0,0,0,0,0,0,0,147.739554907,3,0,0,0,0
0,0,0,0,0,0,0,147.739554907,4,0,0,0,0
0,0,0,0,0,0,0,147.739554907,5,0,0.87,0,0
0.34,0.56,0.35,0.54,0.55,0.46,0.42,147.739554907,6,0.87,11.41,0.87,0.0
9.49,11.73,5.78,10.29,12.15,11.82,8.49,147.739554907,7,11.41,3.6500000000000004,12.28,5.63
15.4,17.58,7.15,14.88,15.8,14.55,9.98,147.739554907,8,3.6500000000000004,8.240000000000002,15.93,16.45
19.24,23.38,12.89,18.8,18.3,17.88,13.34,147.739554907,9,8.240000000000002,-1.9700000000000024,24.17,21.83
21.81,25.17,15.93,16.07,20.36,16.47,18.35,147.739554907,10,-1.9700000000000024,2.080000000000002,22.2,22.82
21.94,23.34,15.15,14.47,21.17,20.17,18.18,147.739554907,11,2.080000000000002,-2.8100000000000023,24.28,22.23
18.33,19.06,16.22,18.51,17.86,20.67,23.39,147.739554907,12,-2.8100000000000023,-1.1999999999999993,21.47,22.45
25.28,20.75,22.19,17.21,19.19,21.57,22.32,147.739554907,13,-1.1999999999999993,-2.259999999999998,20.27,21.93
21.01,15.9,20.74,14.8,18.25,20.2,19.57,147.739554907,14,-2.259999999999998,-1.0899999999999999,18.01,20.18
15.89,14.25,12.66,13.62,20.62,15.5,19.44,147.739554907,15,-1.0899999999999999,-8.310000000000002,16.92,18.61
14.47,8.05,5.95,7.98,13.18,8.67,11.25,147.739554907,16,-8.310000000000002,-8.5,8.61,13.53
0.16,0.14,0.09,0.15,0.23,0.16,0.23,147.739554907,17,-8.5,-0.11,0.11,0.54
0,0,0,0,0,0,0,147.739554907,18,-0.11,0,0,0
0,0,0,0,0,0,0,147.739554907,19,0,0,0,0
0,0,0,0,0,0,0,147.739554907,20,0,0,0,0
0,0,0,0,0,0,0,147.739554907,21,0,0,0,0
0,0,0,0,0,0,0,147.739554907,22,0,0,0,0
0,0,0,0,0,0,0,147.739554907,23,0,0,0,0
0,0,0,0,0,0,0,148.319674387,0,0,0,0,0
0,0,0,0,0,0,0,148.319674387,1,0,0,0,0
0,0,0,0,0,0,0,148.319674387,2,0,0,0,0
0,0,0,0,0,0,0,148.319674387,3,0,0,0,0
0,0,0,0,0,0,0,148.319674387,4,0,0,0,0
0,0,0,0,0,0,0,148.319674387,5,0,1.21,0,0
0.87,0.34,0.56,0.35,0.54,0.55,0.46,148.319674387,6,1.21,10.059999999999999,1.21,0.0
12.28,9.49,11.73,5.78,10.29,12.15,11.82,148.319674387,7,10.059999999999999,3.3499999999999996,11.27,6.02
15.93,15.4,17.58,7.15,14.88,15.8,14.55,148.319674387,8,3.3499999999999996,4.869999999999999,14.62,16.38
24.17,19.24,23.38,12.89,18.8,18.3,17.88,148.319674387,9,4.869999999999999,0.5400000000000027,19.49,21.77
22.2,21.81,25.17,15.93,16.07,20.36,16.47,148.319674387,10,0.5400000000000027,0.4399999999999977,20.03,23.79
24.28,21.94,23.34,15.15,14.47,21.17,20.17,148.319674387,11,0.4399999999999977,1.2300000000000004,20.47,24.41
21.47,18.33,19.06,16.22,18.51,17.86,20.67,148.319674387,12,1.2300000000000004,-3.7399999999999984,21.7,24.61
20.27,25.28,20.75,22.19,17.21,19.19,21.57,148.319674387,13,-3.7399999999999984,-1.2600000000000016,17.96,24.15
18.01,21.01,15.9,20.74,14.8,18.25,20.2,148.319674387,14,-1.2600000000000016,-2.8999999999999986,16.7,22.65
16.92,15.89,14.25,12.66,13.62,20.62,15.5,148.319674387,15,-2.8999999999999986,-6.3500000000000005,13.8,20.46
8.61,14.47,8.05,5.95,7.98,13.18,8.67,148.319674387,16,-6.3500000000000005,-7.38,7.45,13.68
0.11,0.16,0.14,0.09,0.15,0.23,0.16,148.319674387,17,-7.38,-0.07,0.07,0.57
0,0,0,0,0,0,0,148.319674387,18,-0.07,0,0,0
0,0,0,0,0,0,0,148.319674387,19,0,0,0,0
0,0,0,0,0,0,0,148.319674387,20,0,0,0,0
0,0,0,0,0,0,0,148.319674387,21,0,0,0,0
0,0,0,0,0,0,0,148.319674387,22,0,0,0,0
0,0,0,0,0,0,0,148.319674387,23,0,0,0,0
0,0,0,0,0,0,0,147.91977798,0,0,0,0,0
0,0,0,0,0,0,0,147.91977798,1,0,0,0,0
0,0,0,0,0,0,0,147.91977798,2,0,0,0,0
0,0,0,0,0,0,0,147.91977798,3,0,0,0,0
0,0,0,0,0,0,0,147.91977798,4,0,0,0,0
0,0,0,0,0,0,0,147.91977798,5,0,0.22,0,0
1.21,0.87,0.34,0.56,0.35,0.54,0.55,147.91977798,6,0.22,6.23,0.22,0.0
11.27,12.28,9.49,11.73,5.78,10.29,12.15,147.91977798,7,6.23,4.69,6.45,6.23
14.62,15.93,15.4,17.58,7.15,14.88,15.8,147.91977798,8,4.69,2.83,11.14,17.34
19.49,24.17,19.24,23.38,12.89,18.8,18.3,147.91977798,9,2.83,4.8199999999999985,13.97,22.22
20.03,22.2,21.81,25.17,15.93,16.07,20.36,147.91977798,10,4.8199999999999985,0.40000000000000213,18.79,22.93
20.47,24.28,21.94,23.34,15.15,14.47,21.17,147.91977798,11,0.40000000000000213,2.2300000000000004,19.19,21.84
21.7,21.47,18.33,19.06,16.22,18.51,17.86,147.91977798,12,2.2300000000000004,-2.0500000000000007,21.42,22.08
17.96,20.27,25.28,20.75,22.19,17.21,19.19,147.91977798,13,-2.0500000000000007,-6.920000000000002,19.37,21.55
16.7,18.01,21.01,15.9,20.74,14.8,18.25,147.91977798,14,-6.920000000000002,-3.3199999999999985,12.45,19.85
13.8,16.92,15.89,14.25,12.66,13.62,20.62,147.91977798,15,-3.3199999999999985,-4.700000000000001,9.13,18.39
7.45,8.61,14.47,8.05,5.95,7.98,13.18,147.91977798,16,-4.700000000000001,-4.41,4.43,13.57
0.07,0.11,0.16,0.14,0.09,0.15,0.23,147.91977798,17,-4.41,-0.02,0.02,0.61
0,0,0,0,0,0,0,147.91977798,18,-0.02,0,0,0
0,0,0,0,0,0,0,147.91977798,19,0,0,0,0
0,0,0,0,0,0,0,147.91977798,20,0,0,0,0
0,0,0,0,0,0,0,147.91977798,21,0,0,0,0
0,0,0,0,0,0,0,147.91977798,22,0,0,0,0
0,0,0,0,0,0,0,147.91977798,23,0,0,0,0
0,0,0,0,0,0,0,147.489561377,0,0,0,0,0
0,0,0,0,0,0,0,147.489561377,1,0,0,0,0
0,0,0,0,0,0,0,147.489561377,2,0,0,0,0
0,0,0,0,0,0,0,147.489561377,3,0,0,0,0
0,0,0,0,0,0,0,147.489561377,4,0,0,0,0
0,0,0,0,0,0,0,147.489561377,5,0,0.38,0,0
0.22,1.21,0.87,0.34,0.56,0.35,0.54,147.489561377,6,0.38,8.5,0.38,0.0
6.45,11.27,12.28,9.49,11.73,5.78,10.29,147.489561377,7,8.5,2.5699999999999985,8.88,5.64
11.14,14.62,15.93,15.4,17.58,7.15,14.88,147.489561377,8,2.5699999999999985,3.34,11.45,15.43
13.97,19.49,24.17,19.24,23.38,12.89,18.8,147.489561377,9,3.34,4.150000000000002,14.79,20.68
18.79,20.03,22.2,21.81,25.17,15.93,16.07,147.489561377,10,4.150000000000002,-0.360000000000003,18.94,23.38
19.19,20.47,24.28,21.94,23.34,15.15,14.47,147.489561377,11,-0.360000000000003,-0.6099999999999994,18.58,24.45
21.42,21.7,21.47,18.33,19.06,16.22,18.51,147.489561377,12,-0.6099999999999994,-0.3999999999999986,17.97,24.72
19.37,17.96,20.27,25.28,20.75,22.19,17.21,147.489561377,13,-0.3999999999999986,-4.48,17.57,24.43
12.45,16.7,18.01,21.01,15.9,20.74,14.8,147.489561377,14,-4.48,-3.4000000000000004,13.09,23.04
9.13,13.8,16.92,15.89,14.25,12.66,13.62,147.489561377,15,-3.4000000000000004,-5.76,9.69,19.94
4.43,7.45,8.61,14.47,8.05,5.95,7.98,147.489561377,16,-5.76,-3.91,3.93,12.61
0.02,0.07,0.11,0.16,0.14,0.09,0.15,147.489561377,17,-3.91,-0.02,0.02,0.6
0,0,0,0,0,0,0,147.489561377,18,-0.02,0,0,0
0,0,0,0,0,0,0,147.489561377,19,0,0,0,0
0,0,0,0,0,0,0,147.489561377,20,0,0,0,0
0,0,0,0,0,0,0,147.489561377,21,0,0,0,0
0,0,0,0,0,0,0,147.489561377,22,0,0,0,0
0,0,0,0,0,0,0,147.489561377,23,0,0,0,0
0,0,0,0,0,0,0,146.144401948,0,0,0,0,0
0,0,0,0,0,0,0,146.144401948,1,0,0,0,0
0,0,0,0,0,0,0,146.144401948,2,0,0,0,0
0,0,0,0,0,0,0,146.144401948,3,0,0,0,0
0,0,0,0,0,0,0,146.144401948,4,0,0,0,0
0,0,0,0,0,0,0,146.144401948,5,0,0.51,0,0
0.38,0.22,1.21,0.87,0.34,0.56,0.35,146.144401948,6,0.51,9.28,0.51,0.0
8.88,6.45,11.27,12.28,9.49,11.73,5.78,146.144401948,7,9.28,7.59,9.79,6.11
11.45,11.14,14.62,15.93,15.4,17.58,7.15,146.144401948,8,7.59,-0.05000000000000071,17.38,16.88
14.79,13.97,19.49,24.17,19.24,23.38,12.89,146.144401948,9,-0.05000000000000071,-1.4999999999999982,17.33,21.5
18.94,18.79,20.03,22.2,21.81,25.17,15.93,146.144401948,10,-1.4999999999999982,-0.2900000000000009,15.83,22.45
18.58,19.19,20.47,24.28,21.94,23.34,15.15,146.144401948,11,-0.2900000000000009,-3.8499999999999996,15.54,21.91
17.97,21.42,21.7,21.47,18.33,19.06,16.22,146.144401948,12,-3.8499999999999996,-2.039999999999999,11.69,23.61
17.57,19.37,17.96,20.27,25.28,20.75,22.19,146.144401948,13,-2.039999999999999,-3.8500000000000005,9.65,24.57
13.09,12.45,16.7,18.01,21.01,15.9,20.74,146.144401948,14,-3.8500000000000005,-2.6199999999999997,5.8,24.29
9.69,9.13,13.8,16.92,15.89,14.25,12.66,146.144401948,15,-2.6199999999999997,-1.8800000000000001,3.18,21.51
3.93,4.43,7.45,8.61,14.47,8.05,5.95,146.144401948,16,-1.8800000000000001,-1.3,1.3,14.36
0.02,0.02,0.07,0.11,0.16,0.14,0.09,146.144401948,17,-1.3,0.0,0.0,0.94
0,0,0,0,0,0,0,146.144401948,18,0.0,0,0,0
0,0,0,0,0,0,0,146.144401948,19,0,0,0,0
0,0,0,0,0,0,0,146.144401948,20,0,0,0,0
0,0,0,0,0,0,0,146.144401948,21,0,0,0,0
0,0,0,0,0,0,0,146.144401948,22,0,0,0,0
0,0,0,0,0,0,0,146.144401948,23,0,0,0,0
0,0,0,0,0,0,0,146.069993198,0,0,0,0,0
0,0,0,0,0,0,0,146.069993198,1,0,0,0,0
0,0,0,0,0,0,0,146.069993198,2,0,0,0,0
0,0,0,0,0,0,0,146.069993198,3,0,0,0,0
0,0,0,0,0,0,0,146.069993198,4,0,0,0,0
0,0,0,0,0,0,0,146.069993198,5,0,0.28,0,0
0.51,0.38,0.22,1.21,0.87,0.34,0.56,146.069993198,6,0.28,10.05,0.28,0.0
9.79,8.88,6.45,11.27,12.28,9.49,11.73,146.069993198,7,10.05,5.869999999999999,10.33,6.01
17.38,11.45,11.14,14.62,15.93,15.4,17.58,146.069993198,8,5.869999999999999,-0.5899999999999999,16.2,16.85
17.33,14.79,13.97,19.49,24.17,19.24,23.38,146.069993198,9,-0.5899999999999999,3.5,15.61,22.12
15.83,18.94,18.79,20.03,22.2,21.81,25.17,146.069993198,10,3.5,-0.4299999999999997,19.11,23.9
15.54,18.58,19.19,20.47,24.28,21.94,23.34,146.069993198,11,-0.4299999999999997,-1.0,18.68,24.38
11.69,17.97,21.42,21.7,21.47,18.33,19.06,146.069993198,12,-1.0,-0.7300000000000004,17.68,24.46
9.65,17.57,19.37,17.96,20.27,25.28,20.75,146.069993198,13,-0.7300000000000004,-4.529999999999999,16.95,24.0
5.8,13.09,12.45,16.7,18.01,21.01,15.9,146.069993198,14,-4.529999999999999,-0.5399999999999991,12.42,22.5
3.18,9.69,9.13,13.8,16.92,15.89,14.25,146.069993198,15,-0.5399999999999991,-7.1000000000000005,11.88,19.53
1.3,3.93,4.43,7.45,8.61,14.47,8.05,146.069993198,16,-7.1000000000000005,-4.74,4.78,12.33
0.0,0.02,0.02,0.07,0.11,0.16,0.14,146.069993198,17,-4.74,-0.04,0.04,0.72
0,0,0,0,0,0,0,146.069993198,18,-0.04,0,0,0
0,0,0,0,0,0,0,146.069993198,19,0,0,0,0
0,0,0,0,0,0,0,146.069993198,20,0,0,0,0
0,0,0,0,0,0,0,146.069993198,21,0,0,0,0
0,0,0,0,0,0,0,146.069993198,22,0,0,0,0
0,0,0,0,0,0,0,146.069993198,23,0,0,0,0
0,0,0,0,0,0,0,144.900928239,0,0,0,0,0
0,0,0,0,0,0,0,144.900928239,1,0,0,0,0
0,0,0,0,0,0,0,144.900928239,2,0,0,0,0
0,0,0,0,0,0,0,144.900928239,3,0,0,0,0
0,0,0,0,0,0,0,144.900928239,4,0,0,0,0
0,0,0,0,0,0,0,144.900928239,5,0,0.08,0,0
0.28,0.51,0.38,0.22,1.21,0.87,0.34,144.900928239,6,0.08,3.02,0.08,0.0
10.33,9.79,8.88,6.45,11.27,12.28,9.49,144.900928239,7,3.02,4.5,3.1,0.7
16.2,17.38,11.45,11.14,14.62,15.93,15.4,144.900928239,8,4.5,4.17,7.6,2.75
15.61,17.33,14.79,13.97,19.49,24.17,19.24,144.900928239,9,4.17,0.25,11.77,5.24
19.11,15.83,18.94,18.79,20.03,22.2,21.81,144.900928239,10,0.25,2.1500000000000004,12.02,7.2
18.68,15.54,18.58,19.19,20.47,24.28,21.94,144.900928239,11,2.1500000000000004,0.75,14.17,8.39
17.68,11.69,17.97,21.42,21.7,21.47,18.33,144.900928239,12,0.75,2.389999999999999,14.92,10.49
16.95,9.65,17.57,19.37,17.96,20.27,25.28,144.900928239,13,2.389999999999999,-2.7799999999999994,17.31,12.12
12.42,5.8,13.09,12.45,16.7,18.01,21.01,144.900928239,14,-2.7799999999999994,-4.479999999999999,14.53,11.79
11.88,3.18,9.69,9.13,13.8,16.92,15.89,144.900928239,15,-4.479999999999999,-3.880000000000001,10.05,8.84
4.78,1.3,3.93,4.43,7.45,8.61,14.47,144.900928239,16,-3.880000000000001,-6.14,6.17,4.86
0.04,0.0,0.02,0.02,0.07,0.11,0.16,144.900928239,17,-6.14,-0.03,0.03,0.24
0,0,0,0,0,0,0,144.900928239,18,-0.03,0,0,0
0,0,0,0,0,0,0,144.900928239,19,0,0,0,0
0,0,0,0,0,0,0,144.900928239,20,0,0,0,0
0,0,0,0,0,0,0,144.900928239,21,0,0,0,0
0,0,0,0,0,0,0,144.900928239,22,0,0,0,0
0,0,0,0,0,0,0,144.900928239,23,0,0,0,0
0,0,0,0,0,0,0,145.904753006,0,0,0,0,0
0,0,0,0,0,0,0,145.904753006,1,0,0,0,0
0,0,0,0,0,0,0,145.904753006,2,0,0,0,0
0,0,0,0,0,0,0,145.904753006,3,0,0,0,0
0,0,0,0,0,0,0,145.904753006,4,0,0,0,0
0,0,0,0,0,0,0,145.904753006,5,0,0.57,0,0
0.08,0.28,0.51,0.38,0.22,1.21,0.87,145.904753006,6,0.57,11.459999999999999,0.57,0.0
3.1,10.33,9.79,8.88,6.45,11.27,12.28,145.904753006,7,11.459999999999999,1.4400000000000013,12.03,4.95
7.6,16.2,17.38,11.45,11.14,14.62,15.93,145.904753006,8,1.4400000000000013,4.709999999999999,13.47,12.52
11.77,15.61,17.33,14.79,13.97,19.49,24.17,145.904753006,9,4.709999999999999,2.91,18.18,16.96
12.02,19.11,15.83,18.94,18.79,20.03,22.2,145.904753006,10,2.91,1.4800000000000004,21.09,19.09
14.17,18.68,15.54,18.58,19.19,20.47,24.28,145.904753006,11,1.4800000000000004,2.759999999999998,22.57,19.98
14.92,17.68,11.69,17.97,21.42,21.7,21.47,145.904753006,12,2.759999999999998,-5.299999999999997,25.33,19.75
17.31,16.95,9.65,17.57,19.37,17.96,20.27,145.904753006,13,-5.299999999999997,-0.21000000000000085,20.03,18.31
14.53,12.42,5.8,13.09,12.45,16.7,18.01,145.904753006,14,-0.21000000000000085,-6.630000000000001,19.82,16.14
10.05,11.88,3.18,9.69,9.13,13.8,16.92,145.904753006,15,-6.630000000000001,-5.129999999999999,13.19,11.93
6.17,4.78,1.3,3.93,4.43,7.45,8.61,145.904753006,16,-5.129999999999999,-8.030000000000001,8.06,5.74
0.03,0.04,0.0,0.02,0.02,0.07,0.11,145.904753006,17,-8.030000000000001,-0.03,0.03,0.24
0,0,0,0,0,0,0,145.904753006,18,-0.03,0,0,0
0,0,0,0,0,0,0,145.904753006,19,0,0,0,0
0,0,0,0,0,0,0,145.904753006,20,0,0,0,0
0,0,0,0,0,0,0,145.904753006,21,0,0,0,0
0,0,0,0,0,0,0,145.904753006,22,0,0,0,0
0,0,0,0,0,0,0,145.904753006,23,0,0,0,0
0,0,0,0,0,0,0,143.52285922,0,0,0,0,0
0,0,0,0,0,0,0,143.52285922,1,0,0,0,0
0,0,0,0,0,0,0,143.52285922,2,0,0,0,0
0,0,0,0,0,0,0,143.52285922,3,0,0,0,0
0,0,0,0,0,0,0,143.52285922,4,0,0,0,0
0,0,0,0,0,0,0,143.52285922,5,0,0.23,0,0
0.57,0.08,0.28,0.51,0.38,0.22,1.21,143.52285922,6,0.23,4.109999999999999,0.23,0.0
12.03,3.1,10.33,9.79,8.88,6.45,11.27,143.52285922,7,4.109999999999999,3.0700000000000003,4.34,1.89
13.47,7.6,16.2,17.38,11.45,11.14,14.62,143.52285922,8,3.0700000000000003,3.3200000000000003,7.41,5.28
18.18,11.77,15.61,17.33,14.79,13.97,19.49,143.52285922,9,3.3200000000000003,-2.130000000000001,10.73,12.11
21.09,12.02,19.11,15.83,18.94,18.79,20.03,143.52285922,10,-2.130000000000001,0.030000000000001137,8.6,15.77
22.57,14.17,18.68,15.54,18.58,19.19,20.47,143.52285922,11,0.030000000000001137,1.049999999999999,8.63,19.03
25.33,14.92,17.68,11.69,17.97,21.42,21.7,143.52285922,12,1.049999999999999,0.5899999999999999,9.68,19.27
20.03,17.31,16.95,9.65,17.57,19.37,17.96,143.52285922,13,0.5899999999999999,-2.25,10.27,18.6
19.82,14.53,12.42,5.8,13.09,12.45,16.7,143.52285922,14,-2.25,-1.9399999999999995,8.02,15.63
13.19,10.05,11.88,3.18,9.69,9.13,13.8,143.52285922,15,-1.9399999999999995,-4.09,6.08,13.35
8.06,6.17,4.78,1.3,3.93,4.43,7.45,143.52285922,16,-4.09,-1.99,1.99,9.44
0.03,0.03,0.04,0.0,0.02,0.02,0.07,143.52285922,17,-1.99,0.0,0.0,0.66
0,0,0,0,0,0,0,143.52285922,18,0.0,0,0,0
0,0,0,0,0,0,0,143.52285922,19,0,0,0,0
0,0,0,0,0,0,0,143.52285922,20,0,0,0,0
0,0,0,0,0,0,0,143.52285922,21,0,0,0,0
0,0,0,0,0,0,0,143.52285922,22,0,0,0,0
0,0,0,0,0,0,0,143.52285922,23,0,0,0,0
0,0,0,0,0,0,0,140.610999221,0,0,0,0,0
0,0,0,0,0,0,0,140.610999221,1,0,0,0,0
0,0,0,0,0,0,0,140.610999221,2,0,0,0,0
0,0,0,0,0,0,0,140.610999221,3,0,0,0,0
0,0,0,0,0,0,0,140.610999221,4,0,0,0,0
0,0,0,0,0,0,0,140.610999221,5,0,0.33,0,0
0.23,0.57,0.08,0.28,0.51,0.38,0.22,140.610999221,6,0.33,4.86,0.33,0.0
4.34,12.03,3.1,10.33,9.79,8.88,6.45,140.610999221,7,4.86,-1.3800000000000003,5.19,4.84
7.41,13.47,7.6,16.2,17.38,11.45,11.14,140.610999221,8,-1.3800000000000003,2.2399999999999998,3.81,13.47
10.73,18.18,11.77,15.61,17.33,14.79,13.97,140.610999221,9,2.2399999999999998,0.9699999999999998,6.05,18.72
8.6,21.09,12.02,19.11,15.83,18.94,18.79,140.610999221,10,0.9699999999999998,2.3000000000000007,7.02,21.11
8.63,22.57,14.17,18.68,15.54,18.58,19.19,140.610999221,11,2.3000000000000007,-1.5300000000000002,9.32,22.06
9.68,25.33,14.92,17.68,11.69,17.97,21.42,140.610999221,12,-1.5300000000000002,-1.2300000000000004,7.79,20.89
10.27,20.03,17.31,16.95,9.65,17.57,19.37,140.610999221,13,-1.2300000000000004,-1.7299999999999995,6.56,18.38
8.02,19.82,14.53,12.42,5.8,13.09,12.45,140.610999221,14,-1.7299999999999995,0.4399999999999995,4.83,14.3
6.08,13.19,10.05,11.88,3.18,9.69,9.13,140.610999221,15,0.4399999999999995,-3.3999999999999995,5.27,8.99
1.99,8.06,6.17,4.78,1.3,3.93,4.43,140.610999221,16,-3.3999999999999995,-1.87,1.87,3.05
0.0,0.03,0.03,0.04,0.0,0.02,0.02,140.610999221,17,-1.87,0.0,0.0,0.12
0,0,0,0,0,0,0,140.610999221,18,0.0,0,0,0
0,0,0,0,0,0,0,140.610999221,19,0,0,0,0
0,0,0,0,0,0,0,140.610999221,20,0,0,0,0
0,0,0,0,0,0,0,140.610999221,21,0,0,0,0
0,0,0,0,0,0,0,140.610999221,22,0,0,0,0
0,0,0,0,0,0,0,140.610999221,23,0,0,0,0
0,0,0,0,0,0,0,140.962842906,0,0,0,0,0
0,0,0,0,0,0,0,140.962842906,1,0,0,0,0
0,0,0,0,0,0,0,140.962842906,2,0,0,0,0
0,0,0,0,0,0,0,140.962842906,3,0,0,0,0
0,0,0,0,0,0,0,140.962842906,4,0,0,0,0
0,0,0,0,0,0,0,140.962842906,5,0,0.23,0,0
0.33,0.23,0.57,0.08,0.28,0.51,0.38,140.962842906,6,0.23,9.62,0.23,0.0
5.19,4.34,12.03,3.1,10.33,9.79,8.88,140.962842906,7,9.62,8.680000000000001,9.85,5.43
3.81,7.41,13.47,7.6,16.2,17.38,11.45,140.962842906,8,8.680000000000001,0.21999999999999886,18.53,13.32
6.05,10.73,18.18,11.77,15.61,17.33,14.79,140.962842906,9,0.21999999999999886,4.41,18.75,17.48
7.02,8.6,21.09,12.02,19.11,15.83,18.94,140.962842906,10,4.41,-1.3399999999999999,23.16,19.35
9.32,8.63,22.57,14.17,18.68,15.54,18.58,140.962842906,11,-1.3399999999999999,-2.9800000000000004,21.82,20.41
7.79,9.68,25.33,14.92,17.68,11.69,17.97,140.962842906,12,-2.9800000000000004,0.3000000000000007,18.84,20.01
6.56,10.27,20.03,17.31,16.95,9.65,17.57,140.962842906,13,0.3000000000000007,-9.620000000000001,19.14,19.07
4.83,8.02,19.82,14.53,12.42,5.8,13.09,140.962842906,14,-9.620000000000001,-1.2799999999999994,9.52,15.89
5.27,6.08,13.19,10.05,11.88,3.18,9.69,140.962842906,15,-1.2799999999999994,-5.380000000000001,8.24,13.02
1.87,1.99,8.06,6.17,4.78,1.3,3.93,140.962842906,16,-5.380000000000001,-2.86,2.86,8.88
0.0,0.0,0.03,0.03,0.04,0.0,0.02,140.962842906,17,-2.86,0.0,0.0,0.63
0,0,0,0,0,0,0,140.962842906,18,0.0,0,0,0
0,0,0,0,0,0,0,140.962842906,19,0,0,0,0
0,0,0,0,0,0,0,140.962842906,20,0,0,0,0
0,0,0,0,0,0,0,140.962842906,21,0,0,0,0
0,0,0,0,0,0,0,140.962842906,22,0,0,0,0
0,0,0,0,0,0,0,140.962842906,23,0,0,0,0
0,0,0,0,0,0,0,139.288516632,0,0,0,0,0
0,0,0,0,0,0,0,139.288516632,1,0,0,0,0
0,0,0,0,0,0,0,139.288516632,2,0,0,0,0
0,0,0,0,0,0,0,139.288516632,3,0,0,0,0
0,0,0,0,0,0,0,139.288516632,4,0,0,0,0
0,0,0,0,0,0,0,139.288516632,5,0,0.15,0,0
0.23,0.33,0.23,0.57,0.08,0.28,0.51,139.288516632,6,0.15,4.26,0.15,0.0
9.85,5.19,4.34,12.03,3.1,10.33,9.79,139.288516632,7,4.26,4.17,4.41,5.93
18.53,3.81,7.41,13.47,7.6,16.2,17.38,139.288516632,8,4.17,1.4399999999999995,8.58,16.06
18.75,6.05,10.73,18.18,11.77,15.61,17.33,139.288516632,9,1.4399999999999995,1.7300000000000004,10.02,21.8
23.16,7.02,8.6,21.09,12.02,19.11,15.83,139.288516632,10,1.7300000000000004,2.2699999999999996,11.75,23.95
21.82,9.32,8.63,22.57,14.17,18.68,15.54,139.288516632,11,2.2699999999999996,-1.8599999999999994,14.02,24.9
18.84,7.79,9.68,25.33,14.92,17.68,11.69,139.288516632,12,-1.8599999999999994,-0.6999999999999993,12.16,25.14
19.14,6.56,10.27,20.03,17.31,16.95,9.65,139.288516632,13,-0.6999999999999993,-2.620000000000001,11.46,24.64
9.52,4.83,8.02,19.82,14.53,12.42,5.8,139.288516632,14,-2.620000000000001,-1.5700000000000003,8.84,22.7
8.24,5.27,6.08,13.19,10.05,11.88,3.18,139.288516632,15,-1.5700000000000003,-4.119999999999999,7.27,19.72
2.86,1.87,1.99,8.06,6.17,4.78,1.3,139.288516632,16,-4.119999999999999,-3.15,3.15,12.77
0.0,0.0,0.0,0.03,0.03,0.04,0.0,139.288516632,17,-3.15,0.0,0.0,1.61
0,0,0,0,0,0,0,139.288516632,18,0.0,0,0,0
0,0,0,0,0,0,0,139.288516632,19,0,0,0,0
0,0,0,0,0,0,0,139.288516632,20,0,0,0,0
0,0,0,0,0,0,0,139.288516632,21,0,0,0,0
0,0,0,0,0,0,0,139.288516632,22,0,0,0,0
0,0,0,0,0,0,0,139.288516632,23,0,0,0,0
