day,demand_d+1,demand_d+2,demand_d-1,demand_d-2,demand_t+1,demand_t+2,demand_t-1,demand_t-2,demand_td0,hour_of_day
15,170.87,177.88,81.21,120.05,78.39,100.19,109.15,108.99,89.75,11
15,115.0,113.3,74.87,101.13,100.19,40.6,89.75,109.15,78.39,12
15,79.4,79.8,87.64,80.04,40.6,39.78,78.39,89.75,100.19,13
15,96.47,82.87,66.59,78.84,39.78,81.42,100.19,78.39,40.6,14
15,81.44,114.3,24.74,138.46,81.42,61.65,40.6,100.19,39.78,15
15,39.56,52.12,29.99,106.14,61.65,21.68,39.78,40.6,81.42,16
15,18.12,32.81,22.7,24.39,21.68,29.46,81.42,39.78,61.65,17
15,19.91,59.78,26.25,30.03,29.46,91.75,61.65,81.42,21.68,18
15,23.65,55.76,69.39,41.56,91.75,132.39,21.68,61.65,29.46,19
15,17.74,92.3,97.5,69.66,132.39,140.41,29.46,21.68,91.75,20
15,22.16,167.5,90.09,123.38,140.41,103.3,91.75,29.46,132.39,21
15,199.75,156.56,59.76,176.54,103.3,70.52,132.39,91.75,140.41,22
15,33.63,66.77,58.21,121.28,70.52,69.26,140.41,132.39,103.3,23
15,29.25,22.59,23.38,37.62,69.26,116.96,103.3,140.41,70.52,24
16,22.29,21.7,18.26,19.68,116.96,72.35,70.52,103.3,69.26,1
16,34.05,22.81,20.65,21.94,72.35,54.19,69.26,70.52,116.96,2
16,23.04,26.37,23.56,21.61,54.19,20.45,116.96,69.26,72.35,3
16,24.84,21.88,18.64,32.42,20.45,21.07,72.35,116.96,54.19,4
16,19.18,19.17,63.49,39.85,21.07,20.42,54.19,72.35,20.45,5
16,21.73,51.19,22.3,21.75,20.42,18.4,20.45,54.19,21.07,6
16,59.56,33.01,76.42,30.29,18.4,26.82,21.07,20.45,20.42,7
16,31.69,96.37,140.9,72.51,26.82,137.6,20.42,21.07,18.4,8
16,29.16,96.83,108.99,89.89,137.6,170.87,18.4,20.42,26.82,9
16,42.01,70.73,109.15,73.55,170.87,115.0,26.82,18.4,137.6,10
16,177.88,95.61,89.75,81.21,115.0,79.4,137.6,26.82,170.87,11
16,113.3,87.37,78.39,74.87,79.4,96.47,170.87,137.6,115.0,12
16,79.8,64.53,100.19,87.64,96.47,81.44,115.0,170.87,79.4,13
16,82.87,22.79,40.6,66.59,81.44,39.56,79.4,115.0,96.47,14
16,114.3,33.99,39.78,24.74,39.56,18.12,96.47,79.4,81.44,15
16,52.12,25.74,81.42,29.99,18.12,19.91,81.44,96.47,39.56,16
16,32.81,28.82,61.65,22.7,19.91,23.65,39.56,81.44,18.12,17
16,59.78,25.01,21.68,26.25,23.65,17.74,18.12,39.56,19.91,18
16,55.76,26.74,29.46,69.39,17.74,22.16,19.91,18.12,23.65,19
16,92.3,60.67,91.75,97.5,22.16,199.75,23.65,19.91,17.74,20
16,167.5,142.54,132.39,90.09,199.75,33.63,17.74,23.65,22.16,21
16,156.56,156.0,140.41,59.76,33.63,29.25,22.16,17.74,199.75,22
16,66.77,90.29,103.3,58.21,29.25,22.29,199.75,22.16,33.63,23
16,22.59,93.44,70.52,23.38,22.29,34.05,33.63,199.75,29.25,24
17,21.7,91.94,69.26,18.26,34.05,23.04,29.25,33.63,22.29,1
17,22.81,98.27,116.96,20.65,23.04,24.84,22.29,29.25,34.05,2
17,26.37,97.58,72.35,23.56,24.84,19.18,34.05,22.29,23.04,3
17,21.88,23.2,54.19,18.64,19.18,21.73,23.04,34.05,24.84,4
17,19.17,25.19,20.45,63.49,21.73,59.56,24.84,23.04,19.18,5
17,51.19,18.02,21.07,22.3,59.56,31.69,19.18,24.84,21.73,6
17,33.01,41.41,20.42,76.42,31.69,29.16,21.73,19.18,59.56,7
17,96.37,129.64,18.4,140.9,29.16,42.01,59.56,21.73,31.69,8
17,96.83,146.67,26.82,108.99,42.01,177.88,31.69,59.56,29.16,9
17,70.73,103.64,137.6,109.15,177.88,113.3,29.16,31.69,42.01,10
17,95.61,91.66,170.87,89.75,113.3,79.8,42.01,29.16,177.88,11
17,87.37,101.77,115.0,78.39,79.8,82.87,177.88,42.01,113.3,12
17,64.53,65.38,79.4,100.19,82.87,114.3,113.3,177.88,79.8,13
17,22.79,57.85,96.47,40.6,114.3,52.12,79.8,113.3,82.87,14
17,33.99,31.71,81.44,39.78,52.12,32.81,82.87,79.8,114.3,15
17,25.74,31.07,39.56,81.42,32.81,59.78,114.3,82.87,52.12,16
17,28.82,40.4,18.12,61.65,59.78,55.76,52.12,114.3,32.81,17
17,25.01,60.67,19.91,21.68,55.76,92.3,32.81,52.12,59.78,18
17,26.74,70.15,23.65,29.46,92.3,167.5,59.78,32.81,55.76,19
17,60.67,113.73,17.74,91.75,167.5,156.56,55.76,59.78,92.3,20
17,142.54,56.03,22.16,132.39,156.56,66.77,92.3,55.76,167.5,21
17,156.0,38.15,199.75,140.41,66.77,22.59,167.5,92.3,156.56,22
17,90.29,29.52,33.63,103.3,22.59,21.7,156.56,167.5,66.77,23
17,93.44,32.56,29.25,70.52,21.7,22.81,66.77,156.56,22.59,24
18,91.94,17.1,22.29,69.26,22.81,26.37,22.59,66.77,21.7,1
18,98.27,61.89,34.05,116.96,26.37,21.88,21.7,22.59,22.81,2
18,97.58,29.42,23.04,72.35,21.88,19.17,22.81,21.7,26.37,3
18,23.2,22.59,24.84,54.19,19.17,51.19,26.37,22.81,21.88,4
18,25.19,19.43,19.18,20.45,51.19,33.01,21.88,26.37,19.17,5
18,18.02,17.9,21.73,21.07,33.01,96.37,19.17,21.88,51.19,6
18,41.41,54.81,59.56,20.42,96.37,96.83,51.19,19.17,33.01,7
18,129.64,149.64,31.69,18.4,96.83,70.73,33.01,51.19,96.37,8
18,146.67,115.31,29.16,26.82,70.73,95.61,96.37,33.01,96.83,9
18,103.64,88.23,42.01,137.6,95.61,87.37,96.83,96.37,70.73,10
18,91.66,93.54,177.88,170.87,87.37,64.53,70.73,96.83,95.61,11
18,101.77,112.42,113.3,115.0,64.53,22.79,95.61,70.73,87.37,12
18,65.38,102.25,79.8,79.4,22.79,33.99,87.37,95.61,64.53,13
18,57.85,96.13,82.87,96.47,33.99,25.74,64.53,87.37,22.79,14
18,31.71,155.16,114.3,81.44,25.74,28.82,22.79,64.53,33.99,15
18,31.07,112.4,52.12,39.56,28.82,25.01,33.99,22.79,25.74,16
18,40.4,90.13,32.81,18.12,25.01,26.74,25.74,33.99,28.82,17
18,60.67,184.16,59.78,19.91,26.74,60.67,28.82,25.74,25.01,18
18,70.15,38.89,55.76,23.65,60.67,142.54,25.01,28.82,26.74,19
18,113.73,33.74,92.3,17.74,142.54,156.0,26.74,25.01,60.67,20
18,56.03,107.95,167.5,22.16,156.0,90.29,60.67,26.74,142.54,21
18,38.15,91.93,156.56,199.75,90.29,93.44,142.54,60.67,156.0,22
18,29.52,87.76,66.77,33.63,93.44,91.94,156.0,142.54,90.29,23
18,32.56,93.51,22.59,29.25,91.94,98.27,90.29,156.0,93.44,24
19,17.1,20.2,21.7,22.29,98.27,97.58,93.44,90.29,91.94,1
19,61.89,21.65,22.81,34.05,97.58,23.2,91.94,93.44,98.27,2
19,29.42,17.83,26.37,23.04,23.2,25.19,98.27,91.94,97.58,3
19,22.59,19.59,21.88,24.84,25.19,18.02,97.58,98.27,23.2,4
19,19.43,22.83,19.17,19.18,18.02,41.41,23.2,97.58,25.19,5
19,17.9,19.72,51.19,21.73,41.41,129.64,25.19,23.2,18.02,6
19,54.81,25.37,33.01,59.56,129.64,146.67,18.02,25.19,41.41,7
19,149.64,19.93,96.37,31.69,146.67,103.64,41.41,18.02,129.64,8
19,115.31,98.19,96.83,29.16,103.64,91.66,129.64,41.41,146.67,9
19,88.23,19.19,70.73,42.01,91.66,101.77,146.67,129.64,103.64,10
19,93.54,94.71,95.61,177.88,101.77,65.38,103.64,146.67,91.66,11
19,112.42,117.73,87.37,113.3,65.38,57.85,91.66,103.64,101.77,12
19,102.25,104.3,64.53,79.8,57.85,31.71,101.77,91.66,65.38,13
19,96.13,81.55,22.79,82.87,31.71,31.07,65.38,101.77,57.85,14
19,155.16,92.24,33.99,114.3,31.07,40.4,57.85,65.38,31.71,15
19,112.4,55.36,25.74,52.12,40.4,60.67,31.71,57.85,31.07,16
19,90.13,42.5,28.82,32.81,60.67,70.15,31.07,31.71,40.4,17
19,184.16,55.96,25.01,59.78,70.15,113.73,40.4,31.07,60.67,18
19,38.89,161.81,26.74,55.76,113.73,56.03,60.67,40.4,70.15,19
19,33.74,84.88,60.67,92.3,56.03,38.15,70.15,60.67,113.73,20
19,107.95,108.59,142.54,167.5,38.15,29.52,113.73,70.15,56.03,21
19,91.93,114.82,156.0,156.56,29.52,32.56,56.03,113.73,38.15,22
19,87.76,108.49,90.29,66.77,32.56,17.1,38.15,56.03,29.52,23
19,93.51,27.4,93.44,22.59,17.1,61.89,29.52,38.15,32.56,24
20,20.2,24.58,91.94,21.7,61.89,29.42,32.56,29.52,17.1,1
20,21.65,22.1,98.27,22.81,29.42,22.59,17.1,32.56,61.89,2
20,17.83,26.37,97.58,26.37,22.59,19.43,61.89,17.1,29.42,3
20,19.59,20.91,23.2,21.88,19.43,17.9,29.42,61.89,22.59,4
20,22.83,22.54,25.19,19.17,17.9,54.81,22.59,29.42,19.43,5
20,19.72,21.91,18.02,51.19,54.81,149.64,19.43,22.59,17.9,6
20,25.37,62.14,41.41,33.01,149.64,115.31,17.9,19.43,54.81,7
20,19.93,99.63,129.64,96.37,115.31,88.23,54.81,17.9,149.64,8
20,98.19,118.44,146.67,96.83,88.23,93.54,149.64,54.81,115.31,9
20,19.19,131.0,103.64,70.73,93.54,112.42,115.31,149.64,88.23,10
20,94.71,94.38,91.66,95.61,112.42,102.25,88.23,115.31,93.54,11
20,117.73,94.18,101.77,87.37,102.25,96.13,93.54,88.23,112.42,12
20,104.3,95.99,65.38,64.53,96.13,155.16,112.42,93.54,102.25,13
20,81.55,92.25,57.85,22.79,155.16,112.4,102.25,112.42,96.13,14
20,92.24,99.45,31.71,33.99,112.4,90.13,96.13,102.25,155.16,15
20,55.36,91.05,31.07,25.74,90.13,184.16,155.16,96.13,112.4,16
20,42.5,87.91,40.4,28.82,184.16,38.89,112.4,155.16,90.13,17
20,55.96,108.09,60.67,25.01,38.89,33.74,90.13,112.4,184.16,18
20,161.81,112.33,70.15,26.74,33.74,107.95,184.16,90.13,38.89,19
20,84.88,124.22,113.73,60.67,107.95,91.93,38.89,184.16,33.74,20
20,108.59,97.79,56.03,142.54,91.93,87.76,33.74,38.89,107.95,21
20,114.82,39.88,38.15,156.0,87.76,93.51,107.95,33.74,91.93,22
20,108.49,25.32,29.52,90.29,93.51,20.2,91.93,107.95,87.76,23
20,27.4,26.64,32.56,93.44,20.2,21.65,87.76,91.93,93.51,24
21,24.58,21.34,17.1,91.94,21.65,17.83,93.51,87.76,20.2,1
21,22.1,21.84,61.89,98.27,17.83,19.59,20.2,93.51,21.65,2
21,26.37,22.99,29.42,97.58,19.59,22.83,21.65,20.2,17.83,3
21,20.91,19.52,22.59,23.2,22.83,19.72,17.83,21.65,19.59,4
21,22.54,20.74,19.43,25.19,19.72,25.37,19.59,17.83,22.83,5
21,21.91,63.73,17.9,18.02,25.37,19.93,22.83,19.59,19.72,6
21,62.14,39.47,54.81,41.41,19.93,98.19,19.72,22.83,25.37,7
21,99.63,114.55,149.64,129.64,98.19,19.19,25.37,19.72,19.93,8
21,118.44,113.87,115.31,146.67,19.19,94.71,19.93,25.37,98.19,9
21,131.0,117.94,88.23,103.64,94.71,117.73,98.19,19.93,19.19,10
21,94.38,71.73,93.54,91.66,117.73,104.3,19.19,98.19,94.71,11
21,94.18,27.03,112.42,101.77,104.3,81.55,94.71,19.19,117.73,12
21,95.99,53.83,102.25,65.38,81.55,92.24,117.73,94.71,104.3,13
21,92.25,105.23,96.13,57.85,92.24,55.36,104.3,117.73,81.55,14
21,99.45,47.36,155.16,31.71,55.36,42.5,81.55,104.3,92.24,15
21,91.05,30.43,112.4,31.07,42.5,55.96,92.24,81.55,55.36,16
21,87.91,34.17,90.13,40.4,55.96,161.81,55.36,92.24,42.5,17
21,108.09,35.55,184.16,60.67,161.81,84.88,42.5,55.36,55.96,18
21,112.33,48.3,38.89,70.15,84.88,108.59,55.96,42.5,161.81,19
21,124.22,135.1,33.74,113.73,108.59,114.82,161.81,55.96,84.88,20
21,97.79,201.75,107.95,56.03,114.82,108.49,84.88,161.81,108.59,21
21,39.88,240.8,91.93,38.15,108.49,27.4,108.59,84.88,114.82,22
21,25.32,170.22,87.76,29.52,27.4,24.58,114.82,108.59,108.49,23
21,26.64,196.6,93.51,32.56,24.58,22.1,108.49,114.82,27.4,24
22,21.34,116.66,20.2,17.1,22.1,26.37,27.4,108.49,24.58,1
22,21.84,96.24,21.65,61.89,26.37,20.91,24.58,27.4,22.1,2
22,22.99,102.96,17.83,29.42,20.91,22.54,22.1,24.58,26.37,3
22,19.52,90.12,19.59,22.59,22.54,21.91,26.37,22.1,20.91,4
22,20.74,22.46,22.83,19.43,21.91,62.14,20.91,26.37,22.54,5
22,63.73,22.01,19.72,17.9,62.14,99.63,22.54,20.91,21.91,6
22,39.47,18.84,25.37,54.81,99.63,118.44,21.91,22.54,62.14,7
22,114.55,20.46,19.93,149.64,118.44,131.0,62.14,21.91,99.63,8
22,113.87,28.41,98.19,115.31,131.0,94.38,99.63,62.14,118.44,9
22,117.94,116.09,19.19,88.23,94.38,94.18,118.44,99.63,131.0,10
22,71.73,89.59,94.71,93.54,94.18,95.99,131.0,118.44,94.38,11
22,27.03,37.14,117.73,112.42,95.99,92.25,94.38,131.0,94.18,12
22,53.83,44.86,104.3,102.25,92.25,99.45,94.18,94.38,95.99,13
22,105.23,118.39,81.55,96.13,99.45,91.05,95.99,94.18,92.25,14
22,47.36,221.34,92.24,155.16,91.05,87.91,92.25,95.99,99.45,15
22,30.43,79.81,55.36,112.4,87.91,108.09,99.45,92.25,91.05,16
22,34.17,25.82,42.5,90.13,108.09,112.33,91.05,99.45,87.91,17
22,35.55,34.25,55.96,184.16,112.33,124.22,87.91,91.05,108.09,18
22,48.3,57.88,161.81,38.89,124.22,97.79,108.09,87.91,112.33,19
22,135.1,171.07,84.88,33.74,97.79,39.88,112.33,108.09,124.22,20
22,201.75,161.07,108.59,107.95,39.88,25.32,124.22,112.33,97.79,21
22,240.8,149.54,114.82,91.93,25.32,26.64,97.79,124.22,39.88,22
22,170.22,151.34,108.49,87.76,26.64,21.34,39.88,97.79,25.32,23
22,196.6,105.96,27.4,93.51,21.34,21.84,25.32,39.88,26.64,24
23,116.66,53.67,24.58,20.2,21.84,22.99,26.64,25.32,21.34,1
23,96.24,24.06,22.1,21.65,22.99,19.52,21.34,26.64,21.84,2
23,102.96,25.91,26.37,17.83,19.52,20.74,21.84,21.34,22.99,3
23,90.12,17.54,20.91,19.59,20.74,63.73,22.99,21.84,19.52,4
23,22.46,24.13,22.54,22.83,63.73,39.47,19.52,22.99,20.74,5
23,22.01,18.61,21.91,19.72,39.47,114.55,20.74,19.52,63.73,6
23,18.84,53.48,62.14,25.37,114.55,113.87,63.73,20.74,39.47,7
23,20.46,117.53,99.63,19.93,113.87,117.94,39.47,63.73,114.55,8
23,28.41,87.82,118.44,98.19,117.94,71.73,114.55,39.47,113.87,9
23,116.09,89.62,131.0,19.19,71.73,27.03,113.87,114.55,117.94,10
23,89.59,87.32,94.38,94.71,27.03,53.83,117.94,113.87,71.73,11
23,37.14,74.76,94.18,117.73,53.83,105.23,71.73,117.94,27.03,12
23,44.86,99.89,95.99,104.3,105.23,47.36,27.03,71.73,53.83,13
23,118.39,100.57,92.25,81.55,47.36,30.43,53.83,27.03,105.23,14
23,221.34,96.64,99.45,92.24,30.43,34.17,105.23,53.83,47.36,15
23,79.81,81.89,91.05,55.36,34.17,35.55,47.36,105.23,30.43,16
23,25.82,92.33,87.91,42.5,35.55,48.3,30.43,47.36,34.17,17
23,34.25,92.51,108.09,55.96,48.3,135.1,34.17,30.43,35.55,18
23,57.88,38.74,112.33,161.81,135.1,201.75,35.55,34.17,48.3,19
23,171.07,45.93,124.22,84.88,201.75,240.8,48.3,35.55,135.1,20
23,161.07,109.19,97.79,108.59,240.8,170.22,135.1,48.3,201.75,21
23,149.54,99.11,39.88,114.82,170.22,196.6,201.75,135.1,240.8,22
23,151.34,71.64,25.32,108.49,196.6,116.66,240.8,201.75,170.22,23
23,105.96,28.42,26.64,27.4,116.66,96.24,170.22,240.8,196.6,24
24,53.67,22.13,21.34,24.58,96.24,102.96,196.6,170.22,116.66,1
24,24.06,25.77,21.84,22.1,102.96,90.12,116.66,196.6,96.24,2
24,25.91,22.5,22.99,26.37,90.12,22.46,96.24,116.66,102.96,3
24,17.54,21.82,19.52,20.91,22.46,22.01,102.96,96.24,90.12,4
24,24.13,61.55,20.74,22.54,22.01,18.84,90.12,102.96,22.46,5
24,18.61,27.57,63.73,21.91,18.84,20.46,22.46,90.12,22.01,6
24,53.48,44.17,39.47,62.14,20.46,28.41,22.01,22.46,18.84,7
24,117.53,99.68,114.55,99.63,28.41,116.09,18.84,22.01,20.46,8
24,87.82,82.05,113.87,118.44,116.09,89.59,20.46,18.84,28.41,9
24,89.62,89.77,117.94,131.0,89.59,37.14,28.41,20.46,116.09,10
24,87.32,89.23,71.73,94.38,37.14,44.86,116.09,28.41,89.59,11
24,74.76,82.08,27.03,94.18,44.86,118.39,89.59,116.09,37.14,12
24,99.89,95.17,53.83,95.99,118.39,221.34,37.14,89.59,44.86,13
24,100.57,100.49,105.23,92.25,221.34,79.81,44.86,37.14,118.39,14
24,96.64,70.24,47.36,99.45,79.81,25.82,118.39,44.86,221.34,15
24,81.89,39.08,30.43,91.05,25.82,34.25,221.34,118.39,79.81,16
24,92.33,46.84,34.17,87.91,34.25,57.88,79.81,221.34,25.82,17
24,92.51,37.46,35.55,108.09,57.88,171.07,25.82,79.81,34.25,18
24,38.74,39.42,48.3,112.33,171.07,161.07,34.25,25.82,57.88,19
24,45.93,57.82,135.1,124.22,161.07,149.54,57.88,34.25,171.07,20
24,109.19,115.08,201.75,97.79,149.54,151.34,171.07,57.88,161.07,21
24,99.11,67.09,240.8,39.88,151.34,105.96,161.07,171.07,149.54,22
24,71.64,47.12,170.22,25.32,105.96,53.67,149.54,161.07,151.34,23
24,28.42,29.01,196.6,26.64,53.67,24.06,151.34,149.54,105.96,24
25,22.13,32.0,116.66,21.34,24.06,25.91,105.96,151.34,53.67,1
25,25.77,52.45,96.24,21.84,25.91,17.54,53.67,105.96,24.06,2
25,22.5,44.96,102.96,22.99,17.54,24.13,24.06,53.67,25.91,3
25,21.82,28.57,90.12,19.52,24.13,18.61,25.91,24.06,17.54,4
25,61.55,23.62,22.46,20.74,18.61,53.48,17.54,25.91,24.13,5
25,27.57,31.58,22.01,63.73,53.48,117.53,24.13,17.54,18.61,6
25,44.17,37.37,18.84,39.47,117.53,87.82,18.61,24.13,53.48,7
25,99.68,80.57,20.46,114.55,87.82,89.62,53.48,18.61,117.53,8
25,82.05,113.59,28.41,113.87,89.62,87.32,117.53,53.48,87.82,9
25,89.77,108.68,116.09,117.94,87.32,74.76,87.82,117.53,89.62,10
25,89.23,95.22,89.59,71.73,74.76,99.89,89.62,87.82,87.32,11
25,82.08,118.21,37.14,27.03,99.89,100.57,87.32,89.62,74.76,12
25,95.17,80.25,44.86,53.83,100.57,96.64,74.76,87.32,99.89,13
25,100.49,17.6,118.39,105.23,96.64,81.89,99.89,74.76,100.57,14
25,70.24,54.56,221.34,47.36,81.89,92.33,100.57,99.89,96.64,15
25,39.08,51.58,79.81,30.43,92.33,92.51,96.64,100.57,81.89,16
25,46.84,22.74,25.82,34.17,92.51,38.74,81.89,96.64,92.33,17
25,37.46,22.2,34.25,35.55,38.74,45.93,92.33,81.89,92.51,18
25,39.42,31.26,57.88,48.3,45.93,109.19,92.51,92.33,38.74,19
25,57.82,62.1,171.07,135.1,109.19,99.11,38.74,92.51,45.93,20
25,115.08,132.96,161.07,201.75,99.11,71.64,45.93,38.74,109.19,21
25,67.09,66.47,149.54,240.8,71.64,28.42,109.19,45.93,99.11,22
25,47.12,51.43,151.34,170.22,28.42,22.13,99.11,109.19,71.64,23
25,29.01,74.14,105.96,196.6,22.13,25.77,71.64,99.11,28.42,24
26,32.0,22.16,53.67,116.66,25.77,22.5,28.42,71.64,22.13,1
26,52.45,43.74,24.06,96.24,22.5,21.82,22.13,28.42,25.77,2
26,44.96,42.29,25.91,102.96,21.82,61.55,25.77,22.13,22.5,3
26,28.57,22.52,17.54,90.12,61.55,27.57,22.5,25.77,21.82,4
26,23.62,21.45,24.13,22.46,27.57,44.17,21.82,22.5,61.55,5
26,31.58,23.83,18.61,22.01,44.17,99.68,61.55,21.82,27.57,6
26,37.37,25.3,53.48,18.84,99.68,82.05,27.57,61.55,44.17,7
26,80.57,93.01,117.53,20.46,82.05,89.77,44.17,27.57,99.68,8
26,113.59,121.9,87.82,28.41,89.77,89.23,99.68,44.17,82.05,9
26,108.68,103.46,89.62,116.09,89.23,82.08,82.05,99.68,89.77,10
26,95.22,104.37,87.32,89.59,82.08,95.17,89.77,82.05,89.23,11
26,118.21,96.47,74.76,37.14,95.17,100.49,89.23,89.77,82.08,12
26,80.25,43.21,99.89,44.86,100.49,70.24,82.08,89.23,95.17,13
26,17.6,23.54,100.57,118.39,70.24,39.08,95.17,82.08,100.49,14
26,54.56,43.6,96.64,221.34,39.08,46.84,100.49,95.17,70.24,15
26,51.58,82.43,81.89,79.81,46.84,37.46,70.24,100.49,39.08,16
26,22.74,33.36,92.33,25.82,37.46,39.42,39.08,70.24,46.84,17
26,22.2,19.08,92.51,34.25,39.42,57.82,46.84,39.08,37.46,18
26,31.26,30.8,38.74,57.88,57.82,115.08,37.46,46.84,39.42,19
26,62.1,55.18,45.93,171.07,115.08,67.09,39.42,37.46,57.82,20
26,132.96,118.24,109.19,161.07,67.09,47.12,57.82,39.42,115.08,21
26,66.47,51.7,99.11,149.54,47.12,29.01,115.08,57.82,67.09,22
26,51.43,58.01,71.64,151.34,29.01,32.0,67.09,115.08,47.12,23
26,74.14,30.0,28.42,105.96,32.0,52.45,47.12,67.09,29.01,24
27,22.16,24.02,22.13,53.67,52.45,44.96,29.01,47.12,32.0,1
27,43.74,29.59,25.77,24.06,44.96,28.57,32.0,29.01,52.45,2
27,42.29,61.85,22.5,25.91,28.57,23.62,52.45,32.0,44.96,3
27,22.52,37.5,21.82,17.54,23.62,31.58,44.96,52.45,28.57,4
27,21.45,24.59,61.55,24.13,31.58,37.37,28.57,44.96,23.62,5
27,23.83,28.82,27.57,18.61,37.37,80.57,23.62,28.57,31.58,6
27,25.3,45.89,44.17,53.48,80.57,113.59,31.58,23.62,37.37,7
27,93.01,96.69,99.68,117.53,113.59,108.68,37.37,31.58,80.57,8
27,121.9,119.64,82.05,87.82,108.68,95.22,80.57,37.37,113.59,9
27,103.46,106.33,89.77,89.62,95.22,118.21,113.59,80.57,108.68,10
27,104.37,124.48,89.23,87.32,118.21,80.25,108.68,113.59,95.22,11
27,96.47,179.97,82.08,74.76,80.25,17.6,95.22,108.68,118.21,12
27,43.21,180.25,95.17,99.89,17.6,54.56,118.21,95.22,80.25,13
27,23.54,83.72,100.49,100.57,54.56,51.58,80.25,118.21,17.6,14
27,43.6,94.73,70.24,96.64,51.58,22.74,17.6,80.25,54.56,15
27,82.43,94.22,39.08,81.89,22.74,22.2,54.56,17.6,51.58,16
27,33.36,104.68,46.84,92.33,22.2,31.26,51.58,54.56,22.74,17
27,19.08,80.06,37.46,92.51,31.26,62.1,22.74,51.58,22.2,18
27,30.8,37.37,39.42,38.74,62.1,132.96,22.2,22.74,31.26,19
27,55.18,100.87,57.82,45.93,132.96,66.47,31.26,22.2,62.1,20
27,118.24,155.31,115.08,109.19,66.47,51.43,62.1,31.26,132.96,21
27,51.7,126.22,67.09,99.11,51.43,74.14,132.96,62.1,66.47,22
27,58.01,111.95,47.12,71.64,74.14,22.16,66.47,132.96,51.43,23
27,30.0,36.04,29.01,28.42,22.16,43.74,51.43,66.47,74.14,24
28,24.02,35.38,32.0,22.13,43.74,42.29,74.14,51.43,22.16,1
28,29.59,31.83,52.45,25.77,42.29,22.52,22.16,74.14,43.74,2
28,61.85,24.31,44.96,22.5,22.52,21.45,43.74,22.16,42.29,3
28,37.5,27.95,28.57,21.82,21.45,23.83,42.29,43.74,22.52,4
28,24.59,24.39,23.62,61.55,23.83,25.3,22.52,42.29,21.45,5
28,28.82,58.23,31.58,27.57,25.3,93.01,21.45,22.52,23.83,6
28,45.89,26.94,37.37,44.17,93.01,121.9,23.83,21.45,25.3,7
28,96.69,39.28,80.57,99.68,121.9,103.46,25.3,23.83,93.01,8
28,119.64,36.86,113.59,82.05,103.46,104.37,93.01,25.3,121.9,9
28,106.33,113.91,108.68,89.77,104.37,96.47,121.9,93.01,103.46,10
28,124.48,74.52,95.22,89.23,96.47,43.21,103.46,121.9,104.37,11
28,179.97,86.24,118.21,82.08,43.21,23.54,104.37,103.46,96.47,12
28,180.25,38.16,80.25,95.17,23.54,43.6,96.47,104.37,43.21,13
28,83.72,77.08,17.6,100.49,43.6,82.43,43.21,96.47,23.54,14
28,94.73,103.54,54.56,70.24,82.43,33.36,23.54,43.21,43.6,15
28,94.22,104.8,51.58,39.08,33.36,19.08,43.6,23.54,82.43,16
28,104.68,105.92,22.74,46.84,19.08,30.8,82.43,43.6,33.36,17
28,80.06,62.79,22.2,37.46,30.8,55.18,33.36,82.43,19.08,18
28,37.37,38.16,31.26,39.42,55.18,118.24,19.08,33.36,30.8,19
28,100.87,45.25,62.1,57.82,118.24,51.7,30.8,19.08,55.18,20
28,155.31,45.64,132.96,115.08,51.7,58.01,55.18,30.8,118.24,21
28,126.22,127.37,66.47,67.09,58.01,30.0,118.24,55.18,51.7,22
28,111.95,83.42,51.43,47.12,30.0,24.02,51.7,118.24,58.01,23
28,36.04,61.22,74.14,29.01,24.02,29.59,58.01,51.7,30.0,24
29,35.38,25.61,22.16,32.0,29.59,61.85,30.0,58.01,24.02,1
29,31.83,28.42,43.74,52.45,61.85,37.5,24.02,30.0,29.59,2
29,24.31,29.18,42.29,44.96,37.5,24.59,29.59,24.02,61.85,3
29,27.95,23.71,22.52,28.57,24.59,28.82,61.85,29.59,37.5,4
29,24.39,24.58,21.45,23.62,28.82,45.89,37.5,61.85,24.59,5
29,58.23,25.24,23.83,31.58,45.89,96.69,24.59,37.5,28.82,6
29,26.94,70.88,25.3,37.37,96.69,119.64,28.82,24.59,45.89,7
29,39.28,35.7,93.01,80.57,119.64,106.33,45.89,28.82,96.69,8
29,36.86,51.11,121.9,113.59,106.33,124.48,96.69,45.89,119.64,9
29,113.91,34.63,103.46,108.68,124.48,179.97,119.64,96.69,106.33,10
29,74.52,72.22,104.37,95.22,179.97,180.25,106.33,119.64,124.48,11
29,86.24,31.77,96.47,118.21,180.25,83.72,124.48,106.33,179.97,12
29,38.16,96.86,43.21,80.25,83.72,94.73,179.97,124.48,180.25,13
29,77.08,32.19,23.54,17.6,94.73,94.22,180.25,179.97,83.72,14
29,103.54,26.4,43.6,54.56,94.22,104.68,83.72,180.25,94.73,15
29,104.8,25.32,82.43,51.58,104.68,80.06,94.73,83.72,94.22,16
29,105.92,60.69,33.36,22.74,80.06,37.37,94.22,94.73,104.68,17
29,62.79,88.41,19.08,22.2,37.37,100.87,104.68,94.22,80.06,18
29,38.16,89.44,30.8,31.26,100.87,155.31,80.06,104.68,37.37,19
29,45.25,79.78,55.18,62.1,155.31,126.22,37.37,80.06,100.87,20
29,45.64,137.72,118.24,132.96,126.22,111.95,100.87,37.37,155.31,21
29,127.37,160.7,51.7,66.47,111.95,36.04,155.31,100.87,126.22,22
