day,hour_of_day,price_d+1,price_d+2,price_d+3,price_d+4,price_d+5,price_d-1,price_d-2,price_d-3,price_d-4,price_d-5,price_t+1,price_t+2,price_t+3,price_t+4,price_t+5,price_t-1,price_t-2,price_t-3,price_t-4,price_t-5,price_td0,solar_d+1,solar_d+2,solar_d+3,solar_d+4,solar_d+5,solar_d-1,solar_d-2,solar_d-3,solar_d-4,solar_d-5,solar_t+1,solar_t+2,solar_t+3,solar_t+4,solar_t+5,solar_t-1,solar_t-2,solar_t-3,solar_t-4,solar_t-5,solar_td0
27,2,1.31,1.12,1.04,1.2,1.85,1.53,0.54,1.81,2.02,1.76,1.22,1.45,1.58,1.84,3.83,1.1,0.84,2.08,2.12,2.68,1.16,1.31,1.12,1.04,1.2,1.85,1.53,0.54,1.81,2.02,1.76,0.0,0.0,0.0,0.0,0.21,0.0,0.0,0.0,0.0,0.0,0.0
27,3,1.12,1.28,1.15,1.25,1.43,1.13,0.55,1.56,1.89,2.05,1.45,1.58,1.84,3.83,3.78,1.16,1.1,0.84,2.08,2.12,1.22,1.12,1.28,1.15,1.25,1.43,1.13,0.55,1.56,1.89,2.05,0.0,0.0,0.0,0.21,3.99,0.0,0.0,0.0,0.0,0.0,0.0
27,4,1.39,1.31,1.12,1.03,1.68,0.98,0.48,1.55,1.66,1.8,1.58,1.84,3.83,3.78,3.66,1.22,1.16,1.1,0.84,2.08,1.45,1.39,1.31,1.12,1.03,1.68,0.98,0.48,1.55,1.66,1.8,0.0,0.0,0.21,3.99,7.04,0.0,0.0,0.0,0.0,0.0,0.0
27,5,1.23,1.32,1.23,1.68,1.88,1.84,0.54,1.56,1.63,1.61,1.84,3.83,3.78,3.66,4.53,1.45,1.22,1.16,1.1,0.84,1.58,1.23,1.32,1.23,1.68,1.88,1.84,0.54,1.56,1.63,1.61,0.0,0.21,3.99,7.04,8.69,0.0,0.0,0.0,0.0,0.0,0.0
27,6,2.06,1.91,1.78,2.03,1.84,1.62,1.13,1.93,2.21,2.49,3.83,3.78,3.66,4.53,3.58,1.58,1.45,1.22,1.16,1.1,1.84,2.06,1.91,1.78,2.03,1.84,1.62,1.13,1.93,2.21,2.49,0.21,3.99,7.04,8.69,9.64,0.0,0.0,0.0,0.0,0.0,0.0
27,7,2.82,4.03,3.57,3.73,3.29,2.93,3.4,3.2,2.47,5.02,3.78,3.66,4.53,3.58,3.72,1.84,1.58,1.45,1.22,1.16,3.83,2.82,4.03,3.57,3.73,3.29,2.93,3.4,3.2,2.47,5.02,3.99,7.04,8.69,9.64,7.58,0.0,0.0,0.0,0.0,0.0,0.21
27,8,3.37,5.2,5.48,5.29,5.68,3.58,3.28,3.66,3.23,4.82,3.66,4.53,3.58,3.72,3.14,3.83,1.84,1.58,1.45,1.22,3.78,3.37,5.2,5.48,5.29,5.68,3.58,3.28,3.66,3.23,4.82,7.04,8.69,9.64,7.58,10.63,0.21,0.0,0.0,0.0,0.0,3.99
27,9,4.07,5.91,5.35,6.02,4.32,2.86,3.56,4.56,2.89,4.82,4.53,3.58,3.72,3.14,3.24,3.78,3.83,1.84,1.58,1.45,3.66,4.07,5.91,5.35,6.02,4.32,2.86,3.56,4.56,2.89,4.82,8.69,9.64,7.58,10.63,14.33,3.99,0.21,0.0,0.0,0.0,7.04
27,10,3.4,5.52,5.3,5.05,4.02,3.44,3.57,4.51,4.09,8.11,3.58,3.72,3.14,3.24,2.69,3.66,3.78,3.83,1.84,1.58,4.53,3.4,5.52,5.3,5.05,4.02,3.44,3.57,4.51,4.09,8.11,9.64,7.58,10.63,14.33,16.1,7.04,3.99,0.21,0.0,0.0,8.69
27,11,3.13,4.63,4.53,3.92,3.95,3.19,3.06,3.88,4.01,4.74,3.72,3.14,3.24,2.69,2.98,4.53,3.66,3.78,3.83,1.84,3.58,3.13,4.63,4.53,3.92,3.95,3.19,3.06,3.88,4.01,4.74,7.58,10.63,14.33,16.1,11.39,8.69,7.04,3.99,0.21,0.0,9.64
27,12,2.52,4.07,4.6,4.22,3.58,2.39,2.56,3.33,2.99,5.29,3.14,3.24,2.69,2.98,2.18,3.58,4.53,3.66,3.78,3.83,3.72,2.52,4.07,4.6,4.22,3.58,2.39,2.56,3.33,2.99,5.29,10.63,14.33,16.1,11.39,5.96,9.64,8.69,7.04,3.99,0.21,7.58
27,13,2.42,4.93,3.9,3.84,3.56,1.58,1.81,3.19,2.99,4.27,3.24,2.69,2.98,2.18,3.14,3.72,3.58,4.53,3.66,3.78,3.14,2.42,4.93,3.9,3.84,3.56,1.58,1.81,3.19,2.99,4.27,14.33,16.1,11.39,5.96,0.75,7.58,9.64,8.69,7.04,3.99,10.63
27,14,2.02,4.32,4.0,3.94,2.57,1.94,1.74,2.72,3.22,3.57,2.69,2.98,2.18,3.14,3.39,3.14,3.72,3.58,4.53,3.66,3.24,2.02,4.32,4.0,3.94,2.57,1.94,1.74,2.72,3.22,3.57,16.1,11.39,5.96,0.75,0.0,10.63,7.58,9.64,8.69,7.04,14.33
27,15,2.66,4.03,3.58,3.02,2.16,1.85,1.89,3.09,2.98,3.53,2.98,2.18,3.14,3.39,3.56,3.24,3.14,3.72,3.58,4.53,2.69,2.66,4.03,3.58,3.02,2.16,1.85,1.89,3.09,2.98,3.53,11.39,5.96,0.75,0.0,0.0,14.33,10.63,7.58,9.64,8.69,16.1
27,16,2.47,3.63,2.94,3.31,2.7,2.71,2.54,2.42,2.98,3.14,2.18,3.14,3.39,3.56,3.26,2.69,3.24,3.14,3.72,3.58,2.98,2.47,3.63,2.94,3.31,2.7,2.71,2.54,2.42,2.98,3.14,5.96,0.75,0.0,0.0,0.0,16.1,14.33,10.63,7.58,9.64,11.39
27,17,2.33,3.16,3.95,3.3,2.39,2.69,2.32,2.37,3.13,3.89,3.14,3.39,3.56,3.26,2.78,2.98,2.69,3.24,3.14,3.72,2.18,2.33,3.16,3.95,3.3,2.39,2.69,2.32,2.37,3.13,3.89,0.75,0.0,0.0,0.0,0.0,11.39,16.1,14.33,10.63,7.58,5.96
27,18,2.68,3.13,3.3,3.83,2.45,2.18,2.88,2.6,2.79,3.75,3.39,3.56,3.26,2.78,2.24,2.18,2.98,2.69,3.24,3.14,3.14,2.68,3.13,3.3,3.83,2.45,2.18,2.88,2.6,2.79,3.75,0.0,0.0,0.0,0.0,0.0,5.96,11.39,16.1,14.33,10.63,0.75
27,19,2.84,4.2,3.7,3.15,2.37,2.49,3.3,2.83,2.43,3.71,3.56,3.26,2.78,2.24,1.56,3.14,2.18,2.98,2.69,3.24,3.39,2.84,4.2,3.7,3.15,2.37,2.49,3.3,2.83,2.43,3.71,0.0,0.0,0.0,0.0,0.0,0.75,5.96,11.39,16.1,14.33,0.0
27,20,3.05,3.6,3.67,3.66,2.75,2.22,2.94,2.66,2.52,3.3,3.26,2.78,2.24,1.56,1.3,3.39,3.14,2.18,2.98,2.69,3.56,3.05,3.6,3.67,3.66,2.75,2.22,2.94,2.66,2.52,3.3,0.0,0.0,0.0,0.0,0.0,0.0,0.75,5.96,11.39,16.1,0.0
27,21,2.99,2.93,3.68,3.1,2.97,2.68,2.56,2.72,2.96,2.83,2.78,2.24,1.56,1.3,1.31,3.56,3.39,3.14,2.18,2.98,3.26,2.99,2.93,3.68,3.1,2.97,2.68,2.56,2.72,2.96,2.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,5.96,11.39,0.0
27,22,2.77,3.5,3.03,3.19,2.81,2.12,1.38,2.67,2.44,2.51,2.24,1.56,1.3,1.31,1.12,3.26,3.56,3.39,3.14,2.18,2.78,2.77,3.5,3.03,3.19,2.81,2.12,1.38,2.67,2.44,2.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,5.96,0.0
27,23,2.24,3.56,2.84,2.27,2.23,2.08,1.24,2.11,1.97,2.33,1.56,1.3,1.31,1.12,1.39,2.78,3.26,3.56,3.39,3.14,2.24,2.24,3.56,2.84,2.27,2.23,2.08,1.24,2.11,1.97,2.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.0
27,24,1.39,1.52,1.53,1.35,1.87,0.84,0.79,1.5,1.82,1.83,1.3,1.31,1.12,1.39,1.23,2.24,2.78,3.26,3.56,3.39,1.56,1.39,1.52,1.53,1.35,1.87,0.84,0.79,1.5,1.82,1.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28,1,1.43,1.42,1.25,1.74,1.16,1.1,1.85,0.7,1.9,2.03,1.31,1.12,1.39,1.23,2.06,1.56,2.24,2.78,3.26,3.56,1.3,1.43,1.42,1.25,1.74,1.16,1.1,1.85,0.7,1.9,2.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28,2,1.12,1.04,1.2,1.85,1.41,1.16,1.53,0.54,1.81,2.02,1.12,1.39,1.23,2.06,2.82,1.3,1.56,2.24,2.78,3.26,1.31,1.12,1.04,1.2,1.85,1.41,1.16,1.53,0.54,1.81,2.02,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0
28,3,1.28,1.15,1.25,1.43,1.53,1.22,1.13,0.55,1.56,1.89,1.39,1.23,2.06,2.82,3.37,1.31,1.3,1.56,2.24,2.78,1.12,1.28,1.15,1.25,1.43,1.53,1.22,1.13,0.55,1.56,1.89,0.0,0.0,0.0,0.25,2.04,0.0,0.0,0.0,0.0,0.0,0.0
28,4,1.31,1.12,1.03,1.68,1.43,1.45,0.98,0.48,1.55,1.66,1.23,2.06,2.82,3.37,4.07,1.12,1.31,1.3,1.56,2.24,1.39,1.31,1.12,1.03,1.68,1.43,1.45,0.98,0.48,1.55,1.66,0.0,0.0,0.25,2.04,3.72,0.0,0.0,0.0,0.0,0.0,0.0
28,5,1.32,1.23,1.68,1.88,1.25,1.58,1.84,0.54,1.56,1.63,2.06,2.82,3.37,4.07,3.4,1.39,1.12,1.31,1.3,1.56,1.23,1.32,1.23,1.68,1.88,1.25,1.58,1.84,0.54,1.56,1.63,0.0,0.25,2.04,3.72,7.12,0.0,0.0,0.0,0.0,0.0,0.0
28,6,1.91,1.78,2.03,1.84,1.42,1.84,1.62,1.13,1.93,2.21,2.82,3.37,4.07,3.4,3.13,1.23,1.39,1.12,1.31,1.3,2.06,1.91,1.78,2.03,1.84,1.42,1.84,1.62,1.13,1.93,2.21,0.25,2.04,3.72,7.12,9.29,0.0,0.0,0.0,0.0,0.0,0.0
28,7,4.03,3.57,3.73,3.29,1.95,3.83,2.93,3.4,3.2,2.47,3.37,4.07,3.4,3.13,2.52,2.06,1.23,1.39,1.12,1.31,2.82,4.03,3.57,3.73,3.29,1.95,3.83,2.93,3.4,3.2,2.47,2.04,3.72,7.12,9.29,9.77,0.0,0.0,0.0,0.0,0.0,0.25
28,8,5.2,5.48,5.29,5.68,2.88,3.78,3.58,3.28,3.66,3.23,4.07,3.4,3.13,2.52,2.42,2.82,2.06,1.23,1.39,1.12,3.37,5.2,5.48,5.29,5.68,2.88,3.78,3.58,3.28,3.66,3.23,3.72,7.12,9.29,9.77,11.45,0.25,0.0,0.0,0.0,0.0,2.04
28,9,5.91,5.35,6.02,4.32,2.64,3.66,2.86,3.56,4.56,2.89,3.4,3.13,2.52,2.42,2.02,3.37,2.82,2.06,1.23,1.39,4.07,5.91,5.35,6.02,4.32,2.64,3.66,2.86,3.56,4.56,2.89,7.12,9.29,9.77,11.45,13.16,2.04,0.25,0.0,0.0,0.0,3.72
28,10,5.52,5.3,5.05,4.02,2.33,4.53,3.44,3.57,4.51,4.09,3.13,2.52,2.42,2.02,2.66,4.07,3.37,2.82,2.06,1.23,3.4,5.52,5.3,5.05,4.02,2.33,4.53,3.44,3.57,4.51,4.09,9.29,9.77,11.45,13.16,11.33,3.72,2.04,0.25,0.0,0.0,7.12
28,11,4.63,4.53,3.92,3.95,2.61,3.58,3.19,3.06,3.88,4.01,2.52,2.42,2.02,2.66,2.47,3.4,4.07,3.37,2.82,2.06,3.13,4.63,4.53,3.92,3.95,2.61,3.58,3.19,3.06,3.88,4.01,9.77,11.45,13.16,11.33,11.88,7.12,3.72,2.04,0.25,0.0,9.29
28,12,4.07,4.6,4.22,3.58,3.14,3.72,2.39,2.56,3.33,2.99,2.42,2.02,2.66,2.47,2.33,3.13,3.4,4.07,3.37,2.82,2.52,4.07,4.6,4.22,3.58,3.14,3.72,2.39,2.56,3.33,2.99,11.45,13.16,11.33,11.88,6.75,9.29,7.12,3.72,2.04,0.25,9.77
28,13,4.93,3.9,3.84,3.56,2.99,3.14,1.58,1.81,3.19,2.99,2.02,2.66,2.47,2.33,2.68,2.52,3.13,3.4,4.07,3.37,2.42,4.93,3.9,3.84,3.56,2.99,3.14,1.58,1.81,3.19,2.99,13.16,11.33,11.88,6.75,4.28,9.77,9.29,7.12,3.72,2.04,11.45
28,14,4.32,4.0,3.94,2.57,1.5,3.24,1.94,1.74,2.72,3.22,2.66,2.47,2.33,2.68,2.84,2.42,2.52,3.13,3.4,4.07,2.02,4.32,4.0,3.94,2.57,1.5,3.24,1.94,1.74,2.72,3.22,11.33,11.88,6.75,4.28,0.0,11.45,9.77,9.29,7.12,3.72,13.16
28,15,4.03,3.58,3.02,2.16,1.81,2.69,1.85,1.89,3.09,2.98,2.47,2.33,2.68,2.84,3.05,2.02,2.42,2.52,3.13,3.4,2.66,4.03,3.58,3.02,2.16,1.81,2.69,1.85,1.89,3.09,2.98,11.88,6.75,4.28,0.0,0.0,13.16,11.45,9.77,9.29,7.12,11.33
28,16,3.63,2.94,3.31,2.7,2.39,2.98,2.71,2.54,2.42,2.98,2.33,2.68,2.84,3.05,2.99,2.66,2.02,2.42,2.52,3.13,2.47,3.63,2.94,3.31,2.7,2.39,2.98,2.71,2.54,2.42,2.98,6.75,4.28,0.0,0.0,0.0,11.33,13.16,11.45,9.77,9.29,11.88
28,17,3.16,3.95,3.3,2.39,2.43,2.18,2.69,2.32,2.37,3.13,2.68,2.84,3.05,2.99,2.77,2.47,2.66,2.02,2.42,2.52,2.33,3.16,3.95,3.3,2.39,2.43,2.18,2.69,2.32,2.37,3.13,4.28,0.0,0.0,0.0,0.0,11.88,11.33,13.16,11.45,9.77,6.75
28,18,3.13,3.3,3.83,2.45,2.3,3.14,2.18,2.88,2.6,2.79,2.84,3.05,2.99,2.77,2.24,2.33,2.47,2.66,2.02,2.42,2.68,3.13,3.3,3.83,2.45,2.3,3.14,2.18,2.88,2.6,2.79,0.0,0.0,0.0,0.0,0.0,6.75,11.88,11.33,13.16,11.45,4.28
28,19,4.2,3.7,3.15,2.37,2.98,3.39,2.49,3.3,2.83,2.43,3.05,2.99,2.77,2.24,1.39,2.68,2.33,2.47,2.66,2.02,2.84,4.2,3.7,3.15,2.37,2.98,3.39,2.49,3.3,2.83,2.43,0.0,0.0,0.0,0.0,0.0,4.28,6.75,11.88,11.33,13.16,0.0
28,20,3.6,3.67,3.66,2.75,2.61,3.56,2.22,2.94,2.66,2.52,2.99,2.77,2.24,1.39,1.43,2.84,2.68,2.33,2.47,2.66,3.05,3.6,3.67,3.66,2.75,2.61,3.56,2.22,2.94,2.66,2.52,0.0,0.0,0.0,0.0,0.0,0.0,4.28,6.75,11.88,11.33,0.0
28,21,2.93,3.68,3.1,2.97,2.33,3.26,2.68,2.56,2.72,2.96,2.77,2.24,1.39,1.43,1.12,3.05,2.84,2.68,2.33,2.47,2.99,2.93,3.68,3.1,2.97,2.33,3.26,2.68,2.56,2.72,2.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.28,6.75,11.88,0.0
28,22,3.5,3.03,3.19,2.81,2.84,2.78,2.12,1.38,2.67,2.44,2.24,1.39,1.43,1.12,1.28,2.99,3.05,2.84,2.68,2.33,2.77,3.5,3.03,3.19,2.81,2.84,2.78,2.12,1.38,2.67,2.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.28,6.75,0.0
28,23,3.56,2.84,2.27,2.23,2.03,2.24,2.08,1.24,2.11,1.97,1.39,1.43,1.12,1.28,1.31,2.77,2.99,3.05,2.84,2.68,2.24,3.56,2.84,2.27,2.23,2.03,2.24,2.08,1.24,2.11,1.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.28,0.0
28,24,1.52,1.53,1.35,1.87,1.38,1.56,0.84,0.79,1.5,1.82,1.43,1.12,1.28,1.31,1.32,2.24,2.77,2.99,3.05,2.84,1.39,1.52,1.53,1.35,1.87,1.38,1.56,0.84,0.79,1.5,1.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29,1,1.42,1.25,1.74,1.16,1.51,1.3,1.1,1.85,0.7,1.9,1.12,1.28,1.31,1.32,1.91,1.39,2.24,2.77,2.99,3.05,1.43,1.42,1.25,1.74,1.16,1.51,1.3,1.1,1.85,0.7,1.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29,2,1.04,1.2,1.85,1.41,1.9,1.31,1.16,1.53,0.54,1.81,1.28,1.31,1.32,1.91,4.03,1.43,1.39,2.24,2.77,2.99,1.12,1.04,1.2,1.85,1.41,1.9,1.31,1.16,1.53,0.54,1.81,0.0,0.0,0.0,0.0,0.49,0.0,0.0,0.0,0.0,0.0,0.0
29,3,1.15,1.25,1.43,1.53,1.63,1.12,1.22,1.13,0.55,1.56,1.31,1.32,1.91,4.03,5.2,1.12,1.43,1.39,2.24,2.77,1.28,1.15,1.25,1.43,1.53,1.63,1.12,1.22,1.13,0.55,1.56,0.0,0.0,0.0,0.49,6.91,0.0,0.0,0.0,0.0,0.0,0.0
29,4,1.12,1.03,1.68,1.43,1.16,1.39,1.45,0.98,0.48,1.55,1.32,1.91,4.03,5.2,5.91,1.28,1.12,1.43,1.39,2.24,1.31,1.12,1.03,1.68,1.43,1.16,1.39,1.45,0.98,0.48,1.55,0.0,0.0,0.49,6.91,10.17,0.0,0.0,0.0,0.0,0.0,0.0
29,5,1.23,1.68,1.88,1.25,1.57,1.23,1.58,1.84,0.54,1.56,1.91,4.03,5.2,5.91,5.52,1.31,1.28,1.12,1.43,1.39,1.32,1.23,1.68,1.88,1.25,1.57,1.23,1.58,1.84,0.54,1.56,0.0,0.49,6.91,10.17,12.66,0.0,0.0,0.0,0.0,0.0,0.0
29,6,1.78,2.03,1.84,1.42,1.81,2.06,1.84,1.62,1.13,1.93,4.03,5.2,5.91,5.52,4.63,1.32,1.31,1.28,1.12,1.43,1.91,1.78,2.03,1.84,1.42,1.81,2.06,1.84,1.62,1.13,1.93,0.49,6.91,10.17,12.66,16.14,0.0,0.0,0.0,0.0,0.0,0.0
29,7,3.57,3.73,3.29,1.95,2.32,2.82,3.83,2.93,3.4,3.2,5.2,5.91,5.52,4.63,4.07,1.91,1.32,1.31,1.28,1.12,4.03,3.57,3.73,3.29,1.95,2.32,2.82,3.83,2.93,3.4,3.2,6.91,10.17,12.66,16.14,16.73,0.0,0.0,0.0,0.0,0.0,0.49
29,8,5.48,5.29,5.68,2.88,3.11,3.37,3.78,3.58,3.28,3.66,5.91,5.52,4.63,4.07,4.93,4.03,1.91,1.32,1.31,1.28,5.2,5.48,5.29,5.68,2.88,3.11,3.37,3.78,3.58,3.28,3.66,10.17,12.66,16.14,16.73,13.83,0.49,0.0,0.0,0.0,0.0,6.91
29,9,5.35,6.02,4.32,2.64,3.58,4.07,3.66,2.86,3.56,4.56,5.52,4.63,4.07,4.93,4.32,5.2,4.03,1.91,1.32,1.31,5.91,5.35,6.02,4.32,2.64,3.58,4.07,3.66,2.86,3.56,4.56,12.66,16.14,16.73,13.83,11.51,6.91,0.49,0.0,0.0,0.0,10.17
29,10,5.3,5.05,4.02,2.33,3.6,3.4,4.53,3.44,3.57,4.51,4.63,4.07,4.93,4.32,4.03,5.91,5.2,4.03,1.91,1.32,5.52,5.3,5.05,4.02,2.33,3.6,3.4,4.53,3.44,3.57,4.51,16.14,16.73,13.83,11.51,12.94,10.17,6.91,0.49,0.0,0.0,12.66
29,11,4.53,3.92,3.95,2.61,2.92,3.13,3.58,3.19,3.06,3.88,4.07,4.93,4.32,4.03,3.63,5.52,5.91,5.2,4.03,1.91,4.63,4.53,3.92,3.95,2.61,2.92,3.13,3.58,3.19,3.06,3.88,16.73,13.83,11.51,12.94,9.8,12.66,10.17,6.91,0.49,0.0,16.14
29,12,4.6,4.22,3.58,3.14,2.73,2.52,3.72,2.39,2.56,3.33,4.93,4.32,4.03,3.63,3.16,4.63,5.52,5.91,5.2,4.03,4.07,4.6,4.22,3.58,3.14,2.73,2.52,3.72,2.39,2.56,3.33,13.83,11.51,12.94,9.8,6.34,16.14,12.66,10.17,6.91,0.49,16.73
29,13,3.9,3.84,3.56,2.99,2.56,2.42,3.14,1.58,1.81,3.19,4.32,4.03,3.63,3.16,3.13,4.07,4.63,5.52,5.91,5.2,4.93,3.9,3.84,3.56,2.99,2.56,2.42,3.14,1.58,1.81,3.19,11.51,12.94,9.8,6.34,1.72,16.73,16.14,12.66,10.17,6.91,13.83
29,14,4.0,3.94,2.57,1.5,2.43,2.02,3.24,1.94,1.74,2.72,4.03,3.63,3.16,3.13,4.2,4.93,4.07,4.63,5.52,5.91,4.32,4.0,3.94,2.57,1.5,2.43,2.02,3.24,1.94,1.74,2.72,12.94,9.8,6.34,1.72,0.0,13.83,16.73,16.14,12.66,10.17,11.51
29,15,3.58,3.02,2.16,1.81,2.25,2.66,2.69,1.85,1.89,3.09,3.63,3.16,3.13,4.2,3.6,4.32,4.93,4.07,4.63,5.52,4.03,3.58,3.02,2.16,1.81,2.25,2.66,2.69,1.85,1.89,3.09,9.8,6.34,1.72,0.0,0.0,11.51,13.83,16.73,16.14,12.66,12.94
29,16,2.94,3.31,2.7,2.39,2.06,2.47,2.98,2.71,2.54,2.42,3.16,3.13,4.2,3.6,2.93,4.03,4.32,4.93,4.07,4.63,3.63,2.94,3.31,2.7,2.39,2.06,2.47,2.98,2.71,2.54,2.42,6.34,1.72,0.0,0.0,0.0,12.94,11.51,13.83,16.73,16.14,9.8
29,17,3.95,3.3,2.39,2.43,2.77,2.33,2.18,2.69,2.32,2.37,3.13,4.2,3.6,2.93,3.5,3.63,4.03,4.32,4.93,4.07,3.16,3.95,3.3,2.39,2.43,2.77,2.33,2.18,2.69,2.32,2.37,1.72,0.0,0.0,0.0,0.0,9.8,12.94,11.51,13.83,16.73,6.34
29,18,3.3,3.83,2.45,2.3,2.55,2.68,3.14,2.18,2.88,2.6,4.2,3.6,2.93,3.5,3.56,3.16,3.63,4.03,4.32,4.93,3.13,3.3,3.83,2.45,2.3,2.55,2.68,3.14,2.18,2.88,2.6,0.0,0.0,0.0,0.0,0.0,6.34,9.8,12.94,11.51,13.83,1.72
29,19,3.7,3.15,2.37,2.98,2.38,2.84,3.39,2.49,3.3,2.83,3.6,2.93,3.5,3.56,1.52,3.13,3.16,3.63,4.03,4.32,4.2,3.7,3.15,2.37,2.98,2.38,2.84,3.39,2.49,3.3,2.83,0.0,0.0,0.0,0.0,0.0,1.72,6.34,9.8,12.94,11.51,0.0
29,20,3.67,3.66,2.75,2.61,3.07,3.05,3.56,2.22,2.94,2.66,2.93,3.5,3.56,1.52,1.42,4.2,3.13,3.16,3.63,4.03,3.6,3.67,3.66,2.75,2.61,3.07,3.05,3.56,2.22,2.94,2.66,0.0,0.0,0.0,0.0,0.0,0.0,1.72,6.34,9.8,12.94,0.0
29,21,3.68,3.1,2.97,2.33,2.9,2.99,3.26,2.68,2.56,2.72,3.5,3.56,1.52,1.42,1.04,3.6,4.2,3.13,3.16,3.63,2.93,3.68,3.1,2.97,2.33,2.9,2.99,3.26,2.68,2.56,2.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.72,6.34,9.8,0.0
29,22,3.03,3.19,2.81,2.84,2.43,2.77,2.78,2.12,1.38,2.67,3.56,1.52,1.42,1.04,1.15,2.93,3.6,4.2,3.13,3.16,3.5,3.03,3.19,2.81,2.84,2.43,2.77,2.78,2.12,1.38,2.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.72,6.34,0.0
29,23,2.84,2.27,2.23,2.03,1.89,2.24,2.24,2.08,1.24,2.11,1.52,1.42,1.04,1.15,1.12,3.5,2.93,3.6,4.2,3.13,3.56,2.84,2.27,2.23,2.03,1.89,2.24,2.24,2.08,1.24,2.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.72,0.0
29,24,1.53,1.35,1.87,1.38,1.83,1.39,1.56,0.84,0.79,1.5,1.42,1.04,1.15,1.12,1.23,3.56,3.5,2.93,3.6,4.2,1.52,1.53,1.35,1.87,1.38,1.83,1.39,1.56,0.84,0.79,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30,1,1.25,1.74,1.16,1.51,1.53,1.43,1.3,1.1,1.85,0.7,1.04,1.15,1.12,1.23,1.78,1.52,3.56,3.5,2.93,3.6,1.42,1.25,1.74,1.16,1.51,1.53,1.43,1.3,1.1,1.85,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30,2,1.2,1.85,1.41,1.9,1.65,1.12,1.31,1.16,1.53,0.54,1.15,1.12,1.23,1.78,3.57,1.42,1.52,3.56,3.5,2.93,1.04,1.2,1.85,1.41,1.9,1.65,1.12,1.31,1.16,1.53,0.54,0.0,0.0,0.0,0.0,0.43,0.0,0.0,0.0,0.0,0.0,0.0
30,3,1.25,1.43,1.53,1.63,1.51,1.28,1.12,1.22,1.13,0.55,1.12,1.23,1.78,3.57,5.48,1.04,1.42,1.52,3.56,3.5,1.15,1.25,1.43,1.53,1.63,1.51,1.28,1.12,1.22,1.13,0.55,0.0,0.0,0.0,0.43,10.41,0.0,0.0,0.0,0.0,0.0,0.0
30,4,1.03,1.68,1.43,1.16,1.22,1.31,1.39,1.45,0.98,0.48,1.23,1.78,3.57,5.48,5.35,1.15,1.04,1.42,1.52,3.56,1.12,1.03,1.68,1.43,1.16,1.22,1.31,1.39,1.45,0.98,0.48,0.0,0.0,0.43,10.41,20.02,0.0,0.0,0.0,0.0,0.0,0.0
30,5,1.68,1.88,1.25,1.57,1.77,1.32,1.23,1.58,1.84,0.54,1.78,3.57,5.48,5.35,5.3,1.12,1.15,1.04,1.42,1.52,1.23,1.68,1.88,1.25,1.57,1.77,1.32,1.23,1.58,1.84,0.54,0.0,0.43,10.41,20.02,21.17,0.0,0.0,0.0,0.0,0.0,0.0
30,6,2.03,1.84,1.42,1.81,1.66,1.91,2.06,1.84,1.62,1.13,3.57,5.48,5.35,5.3,4.53,1.23,1.12,1.15,1.04,1.42,1.78,2.03,1.84,1.42,1.81,1.66,1.91,2.06,1.84,1.62,1.13,0.43,10.41,20.02,21.17,19.77,0.0,0.0,0.0,0.0,0.0,0.0
30,7,3.73,3.29,1.95,2.32,2.73,4.03,2.82,3.83,2.93,3.4,5.48,5.35,5.3,4.53,4.6,1.78,1.23,1.12,1.15,1.04,3.57,3.73,3.29,1.95,2.32,2.73,4.03,2.82,3.83,2.93,3.4,10.41,20.02,21.17,19.77,21.56,0.0,0.0,0.0,0.0,0.0,0.43
30,8,5.29,5.68,2.88,3.11,2.37,5.2,3.37,3.78,3.58,3.28,5.35,5.3,4.53,4.6,3.9,3.57,1.78,1.23,1.12,1.15,5.48,5.29,5.68,2.88,3.11,2.37,5.2,3.37,3.78,3.58,3.28,20.02,21.17,19.77,21.56,20.54,0.43,0.0,0.0,0.0,0.0,10.41
