t1,t2,t3,t4,t5,t6,t7,exp_ma,hour,slope1,slope2,curr_pred,actual
0,0,0,0,0,0,0,177.10730252,20,0,0,0,0
0,0,0,0,0,0,0,177.10730252,21,0,0,0,0
0,0,0,0,0,0,0,177.10730252,22,0,0,0,0
0,0,0,0,0,0,0,177.10730252,23,0,0,0,0
0,0,0,0,0,0,0,175.577935575,0,0,0,0,0
0,0,0,0,0,0,0,175.577935575,1,0,0,0,0
0,0,0,0,0,0,0,175.577935575,2,0,0,0,0
0,0,0,0,0,0,0,175.577935575,3,0,0,0,0
0,0,0,0,0,0,0,175.577935575,4,0,0,0,0
0,0,0,0,0,0,0,175.577935575,5,0,0.26,0,0
2.04,0.26,2.17,2.0,2.8,1.57,1.88,175.577935575,6,0.26,3.87,0.26,0.0
12.29,3.38,10.47,9.79,10.8,9.31,8.85,175.577935575,7,3.87,5.250000000000001,4.13,0.52
19.93,8.84,11.37,13.5,18.14,14.1,16.39,175.577935575,8,5.250000000000001,0.6599999999999984,9.38,2.72
23.55,10.44,15.42,13.99,22.65,19.05,18.73,175.577935575,9,0.6599999999999984,2.91,10.04,5.17
18.3,14.03,19.26,16.5,20.98,23.37,17.82,175.577935575,10,2.91,1.9900000000000002,12.95,7.09
21.87,14.52,14.31,20.61,20.43,23.25,15.5,175.577935575,11,1.9900000000000002,0.4800000000000004,14.94,8.85
19.92,13.84,16.52,15.42,21.4,19.97,13.66,175.577935575,12,0.4800000000000004,1.9799999999999986,15.42,10.28
22.63,15.55,19.34,16.55,22.81,19.17,13.26,175.577935575,13,1.9799999999999986,0.22000000000000242,17.4,11.86
20.25,17.13,15.22,12.54,23.11,25.08,11.04,175.577935575,14,0.22000000000000242,-2.49,17.62,11.42
18.41,16.4,16.44,8.13,17.67,17.64,10.21,175.577935575,15,-2.49,-5.92,15.13,8.42
12.35,10.86,10.45,5.8,12.61,14.93,7.13,175.577935575,16,-5.92,-3.4800000000000004,9.21,4.36
3.23,5.38,2.55,1.45,4.97,5.07,3.02,175.577935575,17,-3.4800000000000004,-5.73,5.73,0.15
0,0,0,0,0,0,0,175.577935575,18,-5.73,0,0,0
0,0,0,0,0,0,0,175.577935575,19,0,0,0,0
0,0,0,0,0,0,0,175.577935575,20,0,0,0,0
0,0,0,0,0,0,0,175.577935575,21,0,0,0,0
0,0,0,0,0,0,0,175.577935575,22,0,0,0,0
0,0,0,0,0,0,0,175.577935575,23,0,0,0,0
0,0,0,0,0,0,0,171.858253015,0,0,0,0,0
0,0,0,0,0,0,0,171.858253015,1,0,0,0,0
0,0,0,0,0,0,0,171.858253015,2,0,0,0,0
0,0,0,0,0,0,0,171.858253015,3,0,0,0,0
0,0,0,0,0,0,0,171.858253015,4,0,0,0,0
0,0,0,0,0,0,0,171.858253015,5,0,0.34,0,0
0.26,2.04,0.26,2.17,2.0,2.8,1.57,171.858253015,6,0.34,2.0500000000000003,0.34,0.0
4.13,12.29,3.38,10.47,9.79,10.8,9.31,171.858253015,7,2.0500000000000003,1.1799999999999997,2.39,5.63
9.38,19.93,8.84,11.37,13.5,18.14,14.1,171.858253015,8,1.1799999999999997,2.52,3.57,16.45
10.04,23.55,10.44,15.42,13.99,22.65,19.05,171.858253015,9,2.52,4.08,6.09,21.83
12.95,18.3,14.03,19.26,16.5,20.98,23.37,171.858253015,10,4.08,-1.67,10.17,22.82
14.94,21.87,14.52,14.31,20.61,20.43,23.25,171.858253015,11,-1.67,1.6400000000000006,8.5,22.23
15.42,19.92,13.84,16.52,15.42,21.4,19.97,171.858253015,12,1.6400000000000006,-0.8300000000000001,10.14,22.45
17.4,22.63,15.55,19.34,16.55,22.81,19.17,171.858253015,13,-0.8300000000000001,-2.670000000000001,9.31,21.93
17.62,20.25,17.13,15.22,12.54,23.11,25.08,171.858253015,14,-2.670000000000001,-1.3399999999999999,6.64,20.18
15.13,18.41,16.4,16.44,8.13,17.67,17.64,171.858253015,15,-1.3399999999999999,-2.0999999999999996,5.3,18.61
9.21,12.35,10.86,10.45,5.8,12.61,14.93,171.858253015,16,-2.0999999999999996,-2.47,3.2,13.53
5.73,3.23,5.38,2.55,1.45,4.97,5.07,171.858253015,17,-2.47,-0.73,0.73,0.54
0,0,0,0,0,0,0,171.858253015,18,-0.73,0,0,0
0,0,0,0,0,0,0,171.858253015,19,0,0,0,0
0,0,0,0,0,0,0,171.858253015,20,0,0,0,0
0,0,0,0,0,0,0,171.858253015,21,0,0,0,0
0,0,0,0,0,0,0,171.858253015,22,0,0,0,0
0,0,0,0,0,0,0,171.858253015,23,0,0,0,0
0,0,0,0,0,0,0,168.76533119,0,0,0,0,0
0,0,0,0,0,0,0,168.76533119,1,0,0,0,0
0,0,0,0,0,0,0,168.76533119,2,0,0,0,0
0,0,0,0,0,0,0,168.76533119,3,0,0,0,0
0,0,0,0,0,0,0,168.76533119,4,0,0,0,0
0,0,0,0,0,0,0,168.76533119,5,0,0.18,0,0
0.34,0.26,2.04,0.26,2.17,2.0,2.8,168.76533119,6,0.18,1.6400000000000001,0.18,0.0
2.39,4.13,12.29,3.38,10.47,9.79,10.8,168.76533119,7,1.6400000000000001,2.58,1.82,6.02
3.57,9.38,19.93,8.84,11.37,13.5,18.14,168.76533119,8,2.58,4.26,4.4,16.38
6.09,10.04,23.55,10.44,15.42,13.99,22.65,168.76533119,9,4.26,3.66,8.66,21.77
10.17,12.95,18.3,14.03,19.26,16.5,20.98,168.76533119,10,3.66,1.2300000000000004,12.32,23.79
8.5,14.94,21.87,14.52,14.31,20.61,20.43,168.76533119,11,1.2300000000000004,1.1399999999999988,13.55,24.41
10.14,15.42,19.92,13.84,16.52,15.42,21.4,168.76533119,12,1.1399999999999988,-3.91,14.69,24.61
9.31,17.4,22.63,15.55,19.34,16.55,22.81,168.76533119,13,-3.91,-4.72,10.78,24.15
6.64,17.62,20.25,17.13,15.22,12.54,23.11,168.76533119,14,-4.72,-1.1799999999999997,6.06,22.65
5.3,15.13,18.41,16.4,16.44,8.13,17.67,168.76533119,15,-1.1799999999999997,-1.96,4.88,20.46
3.2,9.21,12.35,10.86,10.45,5.8,12.61,168.76533119,16,-1.96,-2.12,2.92,13.68
0.73,5.73,3.23,5.38,2.55,1.45,4.97,168.76533119,17,-2.12,-0.8,0.8,0.57
0,0,0,0,0,0,0,168.76533119,18,-0.8,0,0,0
0,0,0,0,0,0,0,168.76533119,19,0,0,0,0
0,0,0,0,0,0,0,168.76533119,20,0,0,0,0
0,0,0,0,0,0,0,168.76533119,21,0,0,0,0
0,0,0,0,0,0,0,168.76533119,22,0,0,0,0
0,0,0,0,0,0,0,168.76533119,23,0,0,0,0
0,0,0,0,0,0,0,165.249438099,0,0,0,0,0
0,0,0,0,0,0,0,165.249438099,1,0,0,0,0
0,0,0,0,0,0,0,165.249438099,2,0,0,0,0
0,0,0,0,0,0,0,165.249438099,3,0,0,0,0
0,0,0,0,0,0,0,165.249438099,4,0,0,0,0
0,0,0,0,0,0,0,165.249438099,5,0,0.8,0,0
0.18,0.34,0.26,2.04,0.26,2.17,2.0,165.249438099,6,0.8,3.6500000000000004,0.8,0.0
1.82,2.39,4.13,12.29,3.38,10.47,9.79,165.249438099,7,3.6500000000000004,-0.81,4.45,6.23
4.4,3.57,9.38,19.93,8.84,11.37,13.5,165.249438099,8,-0.81,1.9300000000000002,3.64,17.34
8.66,6.09,10.04,23.55,10.44,15.42,13.99,165.249438099,9,1.9300000000000002,3.789999999999999,5.57,22.22
12.32,10.17,12.95,18.3,14.03,19.26,16.5,165.249438099,10,3.789999999999999,-0.14999999999999858,9.36,22.93
13.55,8.5,14.94,21.87,14.52,14.31,20.61,165.249438099,11,-0.14999999999999858,0.33999999999999986,9.21,21.84
14.69,10.14,15.42,19.92,13.84,16.52,15.42,165.249438099,12,0.33999999999999986,-1.9700000000000006,9.55,22.08
10.78,9.31,17.4,22.63,15.55,19.34,16.55,165.249438099,13,-1.9700000000000006,-1.37,7.58,21.55
6.06,6.64,17.62,20.25,17.13,15.22,12.54,165.249438099,14,-1.37,-0.5999999999999996,6.21,19.85
4.88,5.3,15.13,18.41,16.4,16.44,8.13,165.249438099,15,-0.5999999999999996,-2.8200000000000003,5.61,18.39
2.92,3.2,9.21,12.35,10.86,10.45,5.8,165.249438099,16,-2.8200000000000003,-2.01,2.79,13.57
0.8,0.73,5.73,3.23,5.38,2.55,1.45,165.249438099,17,-2.01,-0.78,0.78,0.61
0,0,0,0,0,0,0,165.249438099,18,-0.78,0,0,0
0,0,0,0,0,0,0,165.249438099,19,0,0,0,0
0,0,0,0,0,0,0,165.249438099,20,0,0,0,0
0,0,0,0,0,0,0,165.249438099,21,0,0,0,0
0,0,0,0,0,0,0,165.249438099,22,0,0,0,0
0,0,0,0,0,0,0,165.249438099,23,0,0,0,0
0,0,0,0,0,0,0,162.141147253,0,0,0,0,0
0,0,0,0,0,0,0,162.141147253,1,0,0,0,0
0,0,0,0,0,0,0,162.141147253,2,0,0,0,0
0,0,0,0,0,0,0,162.141147253,3,0,0,0,0
0,0,0,0,0,0,0,162.141147253,4,0,0,0,0
0,0,0,0,0,0,0,162.141147253,5,0,0.14,0,0
0.8,0.18,0.34,0.26,2.04,0.26,2.17,162.141147253,6,0.14,1.62,0.14,0.0
4.45,1.82,2.39,4.13,12.29,3.38,10.47,162.141147253,7,1.62,1.7300000000000002,1.76,5.64
3.64,4.4,3.57,9.38,19.93,8.84,11.37,162.141147253,8,1.7300000000000002,5.119999999999999,3.49,15.43
5.57,8.66,6.09,10.04,23.55,10.44,15.42,162.141147253,9,5.119999999999999,1.3200000000000003,8.61,20.68
9.36,12.32,10.17,12.95,18.3,14.03,19.26,162.141147253,10,1.3200000000000003,3.1899999999999995,9.93,23.38
9.21,13.55,8.5,14.94,21.87,14.52,14.31,162.141147253,11,3.1899999999999995,-0.5999999999999996,13.12,24.45
9.55,14.69,10.14,15.42,19.92,13.84,16.52,162.141147253,12,-0.5999999999999996,-3.799999999999999,12.52,24.72
7.58,10.78,9.31,17.4,22.63,15.55,19.34,162.141147253,13,-3.799999999999999,-1.410000000000001,8.72,24.43
6.21,6.06,6.64,17.62,20.25,17.13,15.22,162.141147253,14,-1.410000000000001,-2.3499999999999996,7.31,23.04
5.61,4.88,5.3,15.13,18.41,16.4,16.44,162.141147253,15,-2.3499999999999996,-2.27,4.96,19.94
2.79,2.92,3.2,9.21,12.35,10.86,10.45,162.141147253,16,-2.27,-1.94,2.69,12.61
0.78,0.8,0.73,5.73,3.23,5.38,2.55,162.141147253,17,-1.94,-0.75,0.75,0.6
0,0,0,0,0,0,0,162.141147253,18,-0.75,0,0,0
0,0,0,0,0,0,0,162.141147253,19,0,0,0,0
0,0,0,0,0,0,0,162.141147253,20,0,0,0,0
0,0,0,0,0,0,0,162.141147253,21,0,0,0,0
0,0,0,0,0,0,0,162.141147253,22,0,0,0,0
0,0,0,0,0,0,0,162.141147253,23,0,0,0,0
0,0,0,0,0,0,0,158.701699305,0,0,0,0,0
0,0,0,0,0,0,0,158.701699305,1,0,0,0,0
0,0,0,0,0,0,0,158.701699305,2,0,0,0,0
0,0,0,0,0,0,0,158.701699305,3,0,0,0,0
0,0,0,0,0,0,0,158.701699305,4,0,0,0,0
0,0,0,0,0,0,0,158.701699305,5,0,0.14,0,0
0.14,0.8,0.18,0.34,0.26,2.04,0.26,158.701699305,6,0.14,1.5,0.14,0.0
1.76,4.45,1.82,2.39,4.13,12.29,3.38,158.701699305,7,1.5,2.17,1.64,6.11
3.49,3.64,4.4,3.57,9.38,19.93,8.84,158.701699305,8,2.17,2.5500000000000003,3.81,16.88
8.61,5.57,8.66,6.09,10.04,23.55,10.44,158.701699305,9,2.5500000000000003,2.2399999999999993,6.36,21.5
9.93,9.36,12.32,10.17,12.95,18.3,14.03,158.701699305,10,2.2399999999999993,0.2699999999999996,8.6,22.45
13.12,9.21,13.55,8.5,14.94,21.87,14.52,158.701699305,11,0.2699999999999996,-0.35999999999999943,8.87,21.91
12.52,9.55,14.69,10.14,15.42,19.92,13.84,158.701699305,12,-0.35999999999999943,-0.35999999999999943,8.51,23.61
8.72,7.58,10.78,9.31,17.4,22.63,15.55,158.701699305,13,-0.35999999999999943,-1.7000000000000002,8.15,24.57
7.31,6.21,6.06,6.64,17.62,20.25,17.13,158.701699305,14,-1.7000000000000002,-0.96,6.45,24.29
4.96,5.61,4.88,5.3,15.13,18.41,16.4,158.701699305,15,-0.96,-3.1,5.49,21.51
2.69,2.79,2.92,3.2,9.21,12.35,10.86,158.701699305,16,-3.1,-1.6300000000000001,2.39,14.36
0.75,0.78,0.8,0.73,5.73,3.23,5.38,158.701699305,17,-1.6300000000000001,-0.76,0.76,0.94
0,0,0,0,0,0,0,158.701699305,18,-0.76,0,0,0
0,0,0,0,0,0,0,158.701699305,19,0,0,0,0
0,0,0,0,0,0,0,158.701699305,20,0,0,0,0
0,0,0,0,0,0,0,158.701699305,21,0,0,0,0
0,0,0,0,0,0,0,158.701699305,22,0,0,0,0
0,0,0,0,0,0,0,158.701699305,23,0,0,0,0
0,0,0,0,0,0,0,155.532698101,0,0,0,0,0
0,0,0,0,0,0,0,155.532698101,1,0,0,0,0
0,0,0,0,0,0,0,155.532698101,2,0,0,0,0
0,0,0,0,0,0,0,155.532698101,3,0,0,0,0
0,0,0,0,0,0,0,155.532698101,4,0,0,0,0
0,0,0,0,0,0,0,155.532698101,5,0,0.19,0,0
0.14,0.14,0.8,0.18,0.34,0.26,2.04,155.532698101,6,0.19,1.8900000000000001,0.19,0.0
1.64,1.76,4.45,1.82,2.39,4.13,12.29,155.532698101,7,1.8900000000000001,2.6899999999999995,2.08,6.01
3.81,3.49,3.64,4.4,3.57,9.38,19.93,155.532698101,8,2.6899999999999995,1.7200000000000006,4.77,16.85
6.36,8.61,5.57,8.66,6.09,10.04,23.55,155.532698101,9,1.7200000000000006,2.3499999999999996,6.49,22.12
8.6,9.93,9.36,12.32,10.17,12.95,18.3,155.532698101,10,2.3499999999999996,0.7400000000000002,8.84,23.9
8.87,13.12,9.21,13.55,8.5,14.94,21.87,155.532698101,11,0.7400000000000002,-0.4499999999999993,9.58,24.38
8.51,12.52,9.55,14.69,10.14,15.42,19.92,155.532698101,12,-0.4499999999999993,-1.5200000000000005,9.13,24.46
8.15,8.72,7.58,10.78,9.31,17.4,22.63,155.532698101,13,-1.5200000000000005,0.05999999999999961,7.61,24.0
6.45,7.31,6.21,6.06,6.64,17.62,20.25,155.532698101,14,0.05999999999999961,-2.3200000000000003,7.67,22.5
5.49,4.96,5.61,4.88,5.3,15.13,18.41,155.532698101,15,-2.3200000000000003,-2.1199999999999997,5.35,19.53
2.39,2.69,2.79,2.92,3.2,9.21,12.35,155.532698101,16,-2.1199999999999997,-2.5,3.23,12.33
0.76,0.75,0.78,0.8,0.73,5.73,3.23,155.532698101,17,-2.5,-0.73,0.73,0.72
0,0,0,0,0,0,0,155.532698101,18,-0.73,0,0,0
0,0,0,0,0,0,0,155.532698101,19,0,0,0,0
0,0,0,0,0,0,0,155.532698101,20,0,0,0,0
0,0,0,0,0,0,0,155.532698101,21,0,0,0,0
0,0,0,0,0,0,0,155.532698101,22,0,0,0,0
0,0,0,0,0,0,0,155.532698101,23,0,0,0,0
0,0,0,0,0,0,0,153.962611594,0,0,0,0,0
0,0,0,0,0,0,0,153.962611594,1,0,0,0,0
0,0,0,0,0,0,0,153.962611594,2,0,0,0,0
0,0,0,0,0,0,0,153.962611594,3,0,0,0,0
0,0,0,0,0,0,0,153.962611594,4,0,0,0,0
0,0,0,0,0,0,0,153.962611594,5,0,0.3,0,0
0.19,0.14,0.14,0.8,0.18,0.34,0.26,153.962611594,6,0.3,5.99,0.3,0.0
2.08,1.64,1.76,4.45,1.82,2.39,4.13,153.962611594,7,5.99,6.930000000000001,6.29,0.7
4.77,3.81,3.49,3.64,4.4,3.57,9.38,153.962611594,8,6.930000000000001,1.9699999999999989,13.22,2.75
6.49,6.36,8.61,5.57,8.66,6.09,10.04,153.962611594,9,1.9699999999999989,0.7800000000000011,15.19,5.24
8.84,8.6,9.93,9.36,12.32,10.17,12.95,153.962611594,10,0.7800000000000011,-0.05000000000000071,15.97,7.2
9.58,8.87,13.12,9.21,13.55,8.5,14.94,153.962611594,11,-0.05000000000000071,-0.8200000000000003,15.92,8.39
9.13,8.51,12.52,9.55,14.69,10.14,15.42,153.962611594,12,-0.8200000000000003,-4.799999999999999,15.1,10.49
7.61,8.15,8.72,7.58,10.78,9.31,17.4,153.962611594,13,-4.799999999999999,-2.8100000000000005,10.3,12.12
7.67,6.45,7.31,6.21,6.06,6.64,17.62,153.962611594,14,-2.8100000000000005,-1.87,7.49,11.79
5.35,5.49,4.96,5.61,4.88,5.3,15.13,153.962611594,15,-1.87,-2.35,5.62,8.84
3.23,2.39,2.69,2.79,2.92,3.2,9.21,153.962611594,16,-2.35,-2.5,3.27,4.86
0.73,0.76,0.75,0.78,0.8,0.73,5.73,153.962611594,17,-2.5,-0.77,0.77,0.24
0,0,0,0,0,0,0,153.962611594,18,-0.77,0,0,0
0,0,0,0,0,0,0,153.962611594,19,0,0,0,0
0,0,0,0,0,0,0,153.962611594,20,0,0,0,0
0,0,0,0,0,0,0,153.962611594,21,0,0,0,0
0,0,0,0,0,0,0,153.962611594,22,0,0,0,0
0,0,0,0,0,0,0,153.962611594,23,0,0,0,0
0,0,0,0,0,0,0,153.695804089,0,0,0,0,0
0,0,0,0,0,0,0,153.695804089,1,0,0,0,0
0,0,0,0,0,0,0,153.695804089,2,0,0,0,0
0,0,0,0,0,0,0,153.695804089,3,0,0,0,0
0,0,0,0,0,0,0,153.695804089,4,0,0,0,0
0,0,0,0,0,0,0,153.695804089,5,0,0.38,0,0
0.3,0.19,0.14,0.14,0.8,0.18,0.34,153.695804089,6,0.38,5.07,0.38,0.0
6.29,2.08,1.64,1.76,4.45,1.82,2.39,153.695804089,7,5.07,1.9299999999999997,5.45,4.95
13.22,4.77,3.81,3.49,3.64,4.4,3.57,153.695804089,8,1.9299999999999997,3.7700000000000005,7.38,12.52
15.19,6.49,6.36,8.61,5.57,8.66,6.09,153.695804089,9,3.7700000000000005,3.289999999999999,11.15,16.96
15.97,8.84,8.6,9.93,9.36,12.32,10.17,153.695804089,10,3.289999999999999,2.3400000000000016,14.44,19.09
15.92,9.58,8.87,13.12,9.21,13.55,8.5,153.695804089,11,2.3400000000000016,2.4899999999999984,16.78,19.98
15.1,9.13,8.51,12.52,9.55,14.69,10.14,153.695804089,12,2.4899999999999984,-0.5399999999999991,19.27,19.75
10.3,7.61,8.15,8.72,7.58,10.78,9.31,153.695804089,13,-0.5399999999999991,-1.8399999999999999,18.73,18.31
7.49,7.67,6.45,7.31,6.21,6.06,6.64,153.695804089,14,-1.8399999999999999,-0.1700000000000017,16.89,16.14
5.62,5.35,5.49,4.96,5.61,4.88,5.3,153.695804089,15,-0.1700000000000017,-4.4399999999999995,16.72,11.93
3.27,3.23,2.39,2.69,2.79,2.92,3.2,153.695804089,16,-4.4399999999999995,-5.619999999999999,12.28,5.74
0.77,0.73,0.76,0.75,0.78,0.8,0.73,153.695804089,17,-5.619999999999999,-6.66,6.66,0.24
0,0,0,0,0,0,0,153.695804089,18,-6.66,0,0,0
0,0,0,0,0,0,0,153.695804089,19,0,0,0,0
0,0,0,0,0,0,0,153.695804089,20,0,0,0,0
0,0,0,0,0,0,0,153.695804089,21,0,0,0,0
0,0,0,0,0,0,0,153.695804089,22,0,0,0,0
0,0,0,0,0,0,0,153.695804089,23,0,0,0,0
0,0,0,0,0,0,0,152.192376575,0,0,0,0,0
0,0,0,0,0,0,0,152.192376575,1,0,0,0,0
0,0,0,0,0,0,0,152.192376575,2,0,0,0,0
0,0,0,0,0,0,0,152.192376575,3,0,0,0,0
0,0,0,0,0,0,0,152.192376575,4,0,0,0,0
0,0,0,0,0,0,0,152.192376575,5,0,0.42,0,0
0.38,0.3,0.19,0.14,0.14,0.8,0.18,152.192376575,6,0.42,4.88,0.42,0.0
5.45,6.29,2.08,1.64,1.76,4.45,1.82,152.192376575,7,4.88,4.06,5.3,1.89
7.38,13.22,4.77,3.81,3.49,3.64,4.4,152.192376575,8,4.06,1.2400000000000002,9.36,5.28
11.15,15.19,6.49,6.36,8.61,5.57,8.66,152.192376575,9,1.2400000000000002,3.25,10.6,12.11
14.44,15.97,8.84,8.6,9.93,9.36,12.32,152.192376575,10,3.25,0.9299999999999997,13.85,15.77
16.78,15.92,9.58,8.87,13.12,9.21,13.55,152.192376575,11,0.9299999999999997,-2.5,14.78,19.03
19.27,15.1,9.13,8.51,12.52,9.55,14.69,152.192376575,12,-2.5,2.01,12.28,19.27
18.73,10.3,7.61,8.15,8.72,7.58,10.78,152.192376575,13,2.01,-3.139999999999999,14.29,18.6
16.89,7.49,7.67,6.45,7.31,6.21,6.06,152.192376575,14,-3.139999999999999,-2.1500000000000004,11.15,15.63
16.72,5.62,5.35,5.49,4.96,5.61,4.88,152.192376575,15,-2.1500000000000004,-2.4000000000000004,9.0,13.35
12.28,3.27,3.23,2.39,2.69,2.79,2.92,152.192376575,16,-2.4000000000000004,-4.67,6.6,9.44
6.66,0.77,0.73,0.76,0.75,0.78,0.8,152.192376575,17,-4.67,-1.93,1.93,0.66
0,0,0,0,0,0,0,152.192376575,18,-1.93,0,0,0
0,0,0,0,0,0,0,152.192376575,19,0,0,0,0
0,0,0,0,0,0,0,152.192376575,20,0,0,0,0
0,0,0,0,0,0,0,152.192376575,21,0,0,0,0
0,0,0,0,0,0,0,152.192376575,22,0,0,0,0
0,0,0,0,0,0,0,152.192376575,23,0,0,0,0
0,0,0,0,0,0,0,152.845977468,0,0,0,0,0
0,0,0,0,0,0,0,152.845977468,1,0,0,0,0
0,0,0,0,0,0,0,152.845977468,2,0,0,0,0
0,0,0,0,0,0,0,152.845977468,3,0,0,0,0
0,0,0,0,0,0,0,152.845977468,4,0,0,0,0
0,0,0,0,0,0,0,152.845977468,5,0,0.33,0,0
0.42,0.38,0.3,0.19,0.14,0.14,0.8,152.845977468,6,0.33,5.27,0.33,0.0
5.3,5.45,6.29,2.08,1.64,1.76,4.45,152.845977468,7,5.27,5.23,5.6,4.84
9.36,7.38,13.22,4.77,3.81,3.49,3.64,152.845977468,8,5.23,5.229999999999999,10.83,13.47
10.6,11.15,15.19,6.49,6.36,8.61,5.57,152.845977468,9,5.229999999999999,0.13000000000000256,16.06,18.72
13.85,14.44,15.97,8.84,8.6,9.93,9.36,152.845977468,10,0.13000000000000256,0.0,16.19,21.11
14.78,16.78,15.92,9.58,8.87,13.12,9.21,152.845977468,11,0.0,3.9399999999999977,16.19,22.06
12.28,19.27,15.1,9.13,8.51,12.52,9.55,152.845977468,12,3.9399999999999977,4.760000000000002,20.13,20.89
14.29,18.73,10.3,7.61,8.15,8.72,7.58,152.845977468,13,4.760000000000002,-3.5700000000000003,24.89,18.38
11.15,16.89,7.49,7.67,6.45,7.31,6.21,152.845977468,14,-3.5700000000000003,-0.5399999999999991,21.32,14.3
9.0,16.72,5.62,5.35,5.49,4.96,5.61,152.845977468,15,-0.5399999999999991,-7.990000000000002,20.78,8.99
6.6,12.28,3.27,3.23,2.39,2.69,2.79,152.845977468,16,-7.990000000000002,-6.52,12.79,3.05
1.93,6.66,0.77,0.73,0.76,0.75,0.78,152.845977468,17,-6.52,-6.27,6.27,0.12
0,0,0,0,0,0,0,152.845977468,18,-6.27,0,0,0
0,0,0,0,0,0,0,152.845977468,19,0,0,0,0
0,0,0,0,0,0,0,152.845977468,20,0,0,0,0
0,0,0,0,0,0,0,152.845977468,21,0,0,0,0
0,0,0,0,0,0,0,152.845977468,22,0,0,0,0
0,0,0,0,0,0,0,152.845977468,23,0,0,0,0
0,0,0,0,0,0,0,154.036639795,0,0,0,0,0
0,0,0,0,0,0,0,154.036639795,1,0,0,0,0
0,0,0,0,0,0,0,154.036639795,2,0,0,0,0
0,0,0,0,0,0,0,154.036639795,3,0,0,0,0
0,0,0,0,0,0,0,154.036639795,4,0,0,0,0
0,0,0,0,0,0,0,154.036639795,5,0,1.48,0,0
0.33,0.42,0.38,0.3,0.19,0.14,0.14,154.036639795,6,1.48,8.36,1.48,0.0
5.6,5.3,5.45,6.29,2.08,1.64,1.76,154.036639795,7,8.36,10.18,9.84,5.43
10.83,9.36,7.38,13.22,4.77,3.81,3.49,154.036639795,8,10.18,1.1000000000000014,20.02,13.32
16.06,10.6,11.15,15.19,6.49,6.36,8.61,154.036639795,9,1.1000000000000014,0.259999999999998,21.12,17.48
16.19,13.85,14.44,15.97,8.84,8.6,9.93,154.036639795,10,0.259999999999998,-0.7300000000000004,21.38,19.35
16.19,14.78,16.78,15.92,9.58,8.87,13.12,154.036639795,11,-0.7300000000000004,-0.7899999999999991,20.65,20.41
20.13,12.28,19.27,15.1,9.13,8.51,12.52,154.036639795,12,-0.7899999999999991,0.9800000000000004,19.86,20.01
24.89,14.29,18.73,10.3,7.61,8.15,8.72,154.036639795,13,0.9800000000000004,-1.5700000000000003,20.84,19.07
21.32,11.15,16.89,7.49,7.67,6.45,7.31,154.036639795,14,-1.5700000000000003,-1.620000000000001,19.27,15.89
20.78,9.0,16.72,5.62,5.35,5.49,4.96,154.036639795,15,-1.620000000000001,-5.579999999999998,17.65,13.02
12.79,6.6,12.28,3.27,3.23,2.39,2.69,154.036639795,16,-5.579999999999998,-8.45,12.07,8.88
6.27,1.93,6.66,0.77,0.73,0.76,0.75,154.036639795,17,-8.45,-3.62,3.62,0.63
0,0,0,0,0,0,0,154.036639795,18,-3.62,0,0,0
0,0,0,0,0,0,0,154.036639795,19,0,0,0,0
0,0,0,0,0,0,0,154.036639795,20,0,0,0,0
0,0,0,0,0,0,0,154.036639795,21,0,0,0,0
0,0,0,0,0,0,0,154.036639795,22,0,0,0,0
0,0,0,0,0,0,0,154.036639795,23,0,0,0,0
0,0,0,0,0,0,0,151.898236986,0,0,0,0,0
0,0,0,0,0,0,0,151.898236986,1,0,0,0,0
0,0,0,0,0,0,0,151.898236986,2,0,0,0,0
0,0,0,0,0,0,0,151.898236986,3,0,0,0,0
0,0,0,0,0,0,0,151.898236986,4,0,0,0,0
0,0,0,0,0,0,0,151.898236986,5,0,0.37,0,0
1.48,0.33,0.42,0.38,0.3,0.19,0.14,151.898236986,6,0.37,4.29,0.37,0.0
9.84,5.6,5.3,5.45,6.29,2.08,1.64,151.898236986,7,4.29,2.4699999999999998,4.66,5.93
20.02,10.83,9.36,7.38,13.22,4.77,3.81,151.898236986,8,2.4699999999999998,3.250000000000001,7.13,16.06
21.12,16.06,10.6,11.15,15.19,6.49,6.36,151.898236986,9,3.250000000000001,1.6199999999999992,10.38,21.8
21.38,16.19,13.85,14.44,15.97,8.84,8.6,151.898236986,10,1.6199999999999992,0.16000000000000014,12.0,23.95
20.65,16.19,14.78,16.78,15.92,9.58,8.87,151.898236986,11,0.16000000000000014,2.0299999999999994,12.16,24.9
19.86,20.13,12.28,19.27,15.1,9.13,8.51,151.898236986,12,2.0299999999999994,-4.49,14.19,25.14
20.84,24.89,14.29,18.73,10.3,7.61,8.15,151.898236986,13,-4.49,-2.3199999999999994,9.7,24.64
19.27,21.32,11.15,16.89,7.49,7.67,6.45,151.898236986,14,-2.3199999999999994,0.13999999999999968,7.38,22.7
17.65,20.78,9.0,16.72,5.62,5.35,5.49,151.898236986,15,0.13999999999999968,-3.5699999999999994,7.52,19.72
12.07,12.79,6.6,12.28,3.27,3.23,2.39,151.898236986,16,-3.5699999999999994,-2.13,3.95,12.77
3.62,6.27,1.93,6.66,0.77,0.73,0.76,151.898236986,17,-2.13,-1.82,1.82,1.61
0,0,0,0,0,0,0,151.898236986,18,-1.82,0,0,0
0,0,0,0,0,0,0,151.898236986,19,0,0,0,0
