actual,pred,oracle
0.0,-0.000311068841256,0.0
0.0,0.00609975680709,0.0
22.2,22.7709064484,24.3
19.89,19.9541778564,21.49
21.1,22.8237819672,24.09
0.19,0.245150357485,0.19
0.0,-0.000311068841256,0.0
11.03,10.0117321014,9.44
12.93,13.5967197418,14.23
6.32,6.10859298706,6.78
20.06,20.386138916,21.9
0.28,0.3199403584,0.25
0.0,-0.00325292907655,0.0
0.0,0.00419568829238,0.0
0.0,-0.0012977400329,0.0
0.0,0.0302591249347,0.0
0.0,-0.0012977400329,0.0
0.0,0.0149688720703,0.0
9.93,10.0820980072,9.93
0.0,-0.00135105161462,0.0
24.57,23.6633396149,24.57
0.0,0.000197828951059,0.0
0.0,-0.000311068841256,0.0
0.0,-0.0012977400329,0.0
0.0,-0.0012977400329,0.0
0.0,-0.00135105161462,0.0
0.0,-0.0012977400329,0.0
11.69,12.0185146332,11.11
23.42,22.9022407532,23.52
0.0,-0.000311068841256,0.0
0.0,-0.000311068841256,0.0
0.0,-0.00036438042298,0.0
6.68,7.34592151642,7.58
0.0,-0.00036438042298,0.0
22.31,22.1993598938,24.55
0.0,-0.00036438042298,0.0
15.62,14.7305269241,13.57
20.44,20.021905899,21.43
17.17,15.217007637,16.66
0.0,-0.00325292907655,0.0
0.0,-0.00967360660434,0.0
10.91,9.83947753906,9.68
0.0,-0.00325292907655,0.0
22.58,21.6367797852,20.48
21.7,21.0770740509,20.16
0.0,-0.00036438042298,0.0
6.54,6.2808508873,6.7
2.69,2.78391003609,2.71
0.0,0.00609975680709,0.0
19.27,19.2061958313,18.67
2.35,2.08825993538,2.1
0.0,-0.00036438042298,0.0
0.0,-0.00036438042298,0.0
0.0,-0.00036438042298,0.0
3.06,3.06698679924,3.14
0.0,0.0315102487803,0.0
9.53,10.4094381332,10.47
21.98,22.2099227905,23.61
0.0,-0.00036438042298,0.0
0.0,-0.00036438042298,0.0
0.0,0.000197828951059,0.0
0.0,-0.00135105161462,0.0
14.83,16.2105331421,14.8
8.19,8.46355438232,8.28
18.52,20.856716156,20.46
0.0,-0.00803384184837,0.0
0.0,-0.0012977400329,0.0
0.0,-0.00135105161462,0.0
0.0,0.000197828951059,0.0
19.77,20.0512237549,21.8
19.41,19.1077194214,19.06
0.0,-0.00704716751352,0.0
0.02,0.0525103062391,0.02
25.69,25.3496112823,27.4
0.0,0.0150221837685,0.0
6.62,7.16071987152,7.42
0.0,0.0303124375641,0.0
17.03,17.5010719299,18.95
0.0,0.000197828951059,0.0
13.5,13.2148914337,12.7
19.97,20.1359577179,18.8
0.0,0.0355624482036,0.0
0.0,0.00138199538924,0.0
0.0,-0.00704716751352,0.0
0.0,-0.00423959875479,0.0
14.08,13.0696582794,13.27
0.0,-0.0012977400329,0.0
5.64,5.58455085754,5.42
0.0,-0.00135105161462,0.0
0.0,-0.0012977400329,0.0
0.0,0.00511308573186,0.0
0.0,-0.0012977400329,0.0
0.0,0.000197828951059,0.0
0.0,-0.00036438042298,0.0
15.55,17.3412952423,17.34
1.31,1.12222397327,1.2
17.34,18.0390892029,19.66
0.0,-0.00036438042298,0.0
0.0,-0.0012977400329,0.0
0.0,0.00511308573186,0.0
0.0,0.0321878045797,0.0
0.0,-0.00135105161462,0.0
2.58,2.61244320869,2.61
0.0,-0.00135105161462,0.0
20.07,20.7265262604,18.79
0.0,-0.00036438042298,0.0
18.59,17.4185428619,16.01
22.74,24.0802898407,24.57
0.0,-0.00135105161462,0.0
23.75,23.5004081726,23.87
0.0,0.00118449970614,0.0
0.0,-0.000311068841256,0.0
18.33,18.4887180328,19.15
21.16,20.9247493744,18.51
0.0,-0.00423959875479,0.0
0.0,-0.00704716751352,0.0
24.14,24.9849910736,25.47
0.0,-0.00036438042298,0.0
23.92,23.357711792,21.83
24.53,25.3512153625,27.46
0.0,-0.00704716751352,0.0
24.63,24.1223678589,21.12
0.0,0.00511308573186,0.0
0.0,-0.00135105161462,0.0
16.63,15.7422533035,14.59
19.64,20.8753299713,21.88
0.0,0.000197828951059,0.0
0.0,-0.00803384184837,0.0
0.0,-0.00135105161462,0.0
20.86,21.741191864,23.87
0.35,0.361625283957,0.3
0.0,-0.00704716751352,0.0
24.62,23.3795948029,25.1
0.0,-0.00803384184837,0.0
0.0,-0.00036438042298,0.0
2.71,2.97877669334,3.12
3.36,3.79429030418,3.77
0.0,-0.00036438042298,0.0
23.2,21.3362751007,19.96
0.0,-0.00135105161462,0.0
0.0,0.000197828951059,0.0
14.53,13.5425710678,12.36
6.58,6.32148790359,6.68
0.0,-0.00135105161462,0.0
16.16,17.3864421844,18.1
0.0,-0.000311068841256,0.0
8.19,9.60526752472,9.33
9.17,8.43595027924,8.85
0.0,0.00165892043151,0.0
0.0,0.000197828951059,0.0
0.0,-0.00135105161462,0.0
0.0,-0.00135105161462,0.0
18.82,19.1178150177,17.28
18.19,18.9452228546,19.87
0.0,-0.00036438042298,0.0
0.0,0.0235763341188,0.0
17.69,21.3649940491,18.7
18.32,18.2700843811,17.47
7.98,8.26948261261,7.84
0.0,0.0150221837685,0.0
0.0,0.0169921834022,0.0
2.84,2.78312730789,2.65
0.0,-0.00704716751352,0.0
0.0,-0.00704716751352,0.0
0.0,0.000197828951059,0.0
20.39,20.8773860931,21.06
6.61,6.03246068954,5.95
12.5,13.0751409531,13.32
20.18,20.4783115387,17.55
0.0,0.0169921834022,0.0
0.0,0.00118449970614,0.0
0.0,-0.000311068841256,0.0
0.0,-0.00135105161462,0.0
0.0,-0.0012977400329,0.0
18.08,18.2467536926,18.85
16.46,17.2485580444,16.82
15.48,15.7843570709,16.78
17.2,18.5321655273,19.62
11.76,11.5395736694,11.26
0.0,-0.00135105161462,0.0
0.0,-0.000311068841256,0.0
0.0,0.000197828951059,0.0
0.0,-0.00803384184837,0.0
0.0,0.00118449970614,0.0
16.94,15.3926925659,15.26
0.0,-0.000311068841256,0.0
0.0,-0.00803384184837,0.0
0.09,0.109687909484,0.09
0.0,-0.00861288513988,0.0
22.34,21.5615596771,23.86
3.4,3.62286734581,3.5
18.12,20.1403560638,18.68
7.47,8.61133384705,8.03
0.0,-0.00036438042298,0.0
0.0,0.00118449970614,0.0
11.51,12.3163890839,12.7
0.0,-0.000311068841256,0.0
13.85,14.0876865387,15.37
21.24,20.8323898315,18.48
16.73,15.5353965759,14.34
12.0,11.4965925217,11.25
14.45,15.6066513062,15.28
15.57,16.6185474396,17.9
0.0,-0.00036438042298,0.0
0.0,-0.000311068841256,0.0
0.0,-0.00036438042298,0.0
0.0,0.000672249880154,0.0
4.73,4.4602971077,4.23
0.21,0.27957841754,0.23
7.14,7.83963060379,7.87
0.0,0.0318941809237,0.0
0.0,-0.00135105161462,0.0
0.0,-0.0012977400329,0.0
0.0,0.0368094332516,0.0
0.0,-0.000311068841256,0.0
0.0,-0.00036438042298,0.0
10.4,10.4390573502,10.46
16.8,16.7336711884,17.27
0.0,-0.00704716751352,0.0
0.0,-0.0012977400329,0.0
0.0,0.000672249880154,0.0
17.14,19.1290626526,18.44
0.0,-0.00135105161462,0.0
11.63,11.7770500183,12.47
0.0,-0.0012977400329,0.0
22.15,23.1176013947,23.99
0.0,-0.00704716751352,0.0
19.54,19.4072170258,20.49
0.0,-0.00423959875479,0.0
21.33,20.2742557526,22.2
0.0,-0.00704716751352,0.0
7.06,6.58667135239,6.76
7.93,7.13841724396,6.75
0.0,-0.00135105161462,0.0
15.67,16.3477592468,16.32
0.0,-0.00135105161462,0.0
0.0,-0.0012977400329,0.0
22.83,21.863740921,20.35
0.0,-0.0012977400329,0.0
0.0,-0.00135105161462,0.0
0.0,-0.0012977400329,0.0
14.22,15.4776248932,13.91
6.69,6.40517473221,5.93
17.71,18.1857738495,18.55
0.0,-0.00036438042298,0.0
0.0,0.00165892043151,0.0
0.0,-0.00036438042298,0.0
0.0,0.00165892043151,0.0
21.82,22.0356998444,23.18
1.9,1.96748495102,2.0
0.0,0.000672249880154,0.0
0.0,-0.000311068841256,0.0
0.0,-0.00036438042298,0.0
0.0,0.00609975680709,0.0
0.0,-0.00135105161462,0.0
0.0,-0.00135105161462,0.0
10.83,11.2412166595,11.78
20.77,20.1331539154,18.84
0.0,-0.00861288513988,0.0
15.34,15.1799697876,15.06
16.52,16.2074794769,17.06
0.0,0.0102586746216,0.0
0.0,-0.0012977400329,0.0
20.45,19.1291980743,20.92
0.0,0.0322824269533,0.0
0.0,-0.00346243241802,0.0
0.0,-0.00036438042298,0.0
0.0,0.00182951171882,0.0
18.37,18.076795578,16.14
0.0,0.0201503224671,0.0
0.0,-0.00423959875479,0.0
0.0,-0.00036438042298,0.0
21.2,20.4191265106,21.73
20.91,19.817276001,18.42
0.0,-0.00036438042298,0.0
0.0,-0.00135105161462,0.0
0.0,-0.0012977400329,0.0
0.02,0.0358053818345,0.02
18.37,17.5228404999,16.76
0.0,-0.00036438042298,0.0
21.65,22.2452278137,24.08
24.08,24.1339435577,22.81
0.0,-0.00803384184837,0.0
0.0,-0.00135105161462,0.0
9.29,9.08522224426,8.55
0.0,-0.00803384184837,0.0
18.48,17.3855171204,19.57
0.28,0.333499103785,0.32
0.0,-0.00325292907655,0.0
0.0,-0.000311068841256,0.0
11.37,11.3641777039,12.74
22.1,22.4949798584,23.52
0.0,-0.00135105161462,0.0
0.0,-0.0012977400329,0.0
2.38,2.40795111656,2.26
0.0,-0.000311068841256,0.0
0.0,-0.0012977400329,0.0
0.0,-0.00135105161462,0.0
25.33,24.3238925934,26.79
0.0,0.00118449970614,0.0
0.0,-0.00704716751352,0.0
24.61,23.476436615,21.11
7.09,7.12761688232,6.5
25.08,24.4328708649,27.87
0.0,-0.00036438042298,0.0
24.06,23.9586315155,27.41
16.93,16.0983104706,16.83
0.19,0.171748623252,0.16
15.86,17.180316925,18.13
22.96,23.1719226837,26.0
0.0,0.00609975680709,0.0
18.23,17.6619873047,19.6
2.08,2.23905014992,2.16
23.46,21.3770847321,22.18
21.85,23.5861377716,23.53
12.45,12.6330337524,11.98
12.17,11.5662727356,10.67
9.3,8.62342262268,8.56
0.0,-0.000311068841256,0.0
9.83,9.42799568176,9.09
13.13,13.2830686569,12.89
0.0,-0.000311068841256,0.0
0.0,-0.00036438042298,0.0
0.0,-0.00803384184837,0.0
7.19,6.7254114151,6.54
21.02,21.0290622711,22.91
21.33,20.6226654053,19.19
6.56,5.63679695129,5.72
22.4,22.2664775848,24.95
13.7,12.8555746078,12.23
0.0,-0.011146793142,0.0
0.43,0.468575835228,0.44
0.0,0.0223080478609,0.0
23.64,22.8096656799,21.14
0.0,-0.000311068841256,0.0
17.4,16.9629211426,15.25
23.65,23.2228431702,25.15
0.0,0.0610486976802,0.0
0.0,-0.00135105161462,0.0
0.0,0.0232785809785,0.0
0.0,0.00511308573186,0.0
0.0,0.00165892043151,0.0
0.0,0.0150221837685,0.0
20.23,18.6446342468,17.84
14.79,14.6289606094,15.7
0.0,0.000672249880154,0.0
0.0,0.00609975680709,0.0
0.0,0.00165892043151,0.0
24.43,23.6173057556,21.68
0.0,0.0149688720703,0.0
21.59,21.5870857239,21.87
0.0,-0.000311068841256,0.0
0.0,-0.00036438042298,0.0
22.98,22.0162696838,22.62
22.94,23.3542728424,25.93
0.0,-0.0501226298511,0.0
0.0,-0.0012977400329,0.0
14.37,13.6469697952,12.88
14.81,15.554476738,16.59
0.0,-0.0012977400329,0.0
0.0,-0.00135105161462,0.0
11.24,11.9692277908,12.42
0.0,0.00118449970614,0.0
21.09,21.8924407959,22.39
0.0,-0.00755646033213,0.0
9.03,9.25026416779,8.82
0.0,-0.00704716751352,0.0
0.0,-0.00036438042298,0.0
0.0,-0.00803384184837,0.0
0.0,-0.000311068841256,0.0
0.0,-0.000311068841256,0.0
0.0,0.0610486976802,0.0
15.47,16.3332862854,16.23
0.0,0.00118449970614,0.0
0.0,-0.000311068841256,0.0
16.38,16.6398620605,15.4
0.0,-0.00803384184837,0.0
0.0,-0.00135105161462,0.0
0.0,0.00165892043151,0.0
24.37,24.0235595703,27.39
0.0,-0.00036438042298,0.0
0.0,-0.00135105161462,0.0
0.0,0.0609953887761,0.0
22.02,23.0861663818,21.17
0.0,0.00511308573186,0.0
23.39,22.1398296356,24.34
0.0,-0.00325292907655,0.0
24.67,22.6561279297,23.68
9.6,9.64649772644,9.92
0.0,-0.00803384184837,0.0
0.0,-0.000311068841256,0.0
13.65,13.0957536697,14.11
0.0,-0.00135105161462,0.0
0.0,0.00118449970614,0.0
0.0,-0.00036438042298,0.0
0.0,-0.00135105161462,0.0
3.0,2.81618380547,2.86
0.0,-0.0012977400329,0.0
0.0,-0.000311068841256,0.0
15.31,14.111322403,13.85
0.0,-0.00036438042298,0.0
20.35,18.1866035461,18.69
0.0,-0.000311068841256,0.0
21.51,20.2978744507,19.43
15.58,17.3628349304,16.89
0.0,-0.0012977400329,0.0
0.0,-0.00036438042298,0.0
16.75,16.7795829773,16.04
0.0,-0.00036438042298,0.0
0.0,-0.000311068841256,0.0
0.0,-0.00036438042298,0.0
18.39,17.8663520813,17.58
0.0,0.0338971763849,0.0
0.0,0.0149688720703,0.0
0.0,0.00511308573186,0.0
0.0,-0.00135105161462,0.0
21.66,21.6881713867,24.13
0.0,-0.00803384184837,0.0
0.0,-0.00135105161462,0.0
0.0,0.020883563906,0.0
3.22,3.07214808464,3.09
0.0,0.000197828951059,0.0
0.0,0.000672249880154,0.0
0.0,-0.00423959875479,0.0
6.6,6.53514528275,6.5
0.0,-0.0012977400329,0.0
0.0,-0.00803384184837,0.0
0.0,0.00511308573186,0.0
0.0,-0.00803384184837,0.0
19.72,18.204990387,16.78
0.0,-0.00325292907655,0.0
0.0,-0.0012977400329,0.0
8.01,7.61828374863,7.6
0.0,-0.00325292907655,0.0
22.59,22.9268989563,23.63
25.14,24.5923366547,23.51
6.33,6.56082105637,6.91
0.0,-0.00704716751352,0.0
10.0,10.6432504654,10.8
10.19,10.2427558899,9.7
3.19,3.3832051754,3.42
0.0,-0.00423959875479,0.0
19.65,19.0683040619,21.03
0.0,-0.00423959875479,0.0
0.0,0.00806478224695,0.0
0.0,-0.00325292907655,0.0
0.0,-0.00135105161462,0.0
0.0,-0.00135105161462,0.0
12.69,14.897233963,14.47
0.0,-0.00036438042298,0.0
0.0,-0.0012977400329,0.0
0.0,-0.011146793142,0.0
0.19,0.180293828249,0.17
8.16,8.44885158539,7.93
0.0,0.00609975680709,0.0
8.79,8.2931137085,8.17
0.0,-0.00423959875479,0.0
0.04,0.0416659191251,0.03
0.0,-0.00135105161462,0.0
0.0,-0.0012977400329,0.0
0.0,-0.00423959875479,0.0
22.16,21.1644039154,20.06
0.0,-0.00036438042298,0.0
15.81,15.3173952103,14.11
0.0,0.00138199538924,0.0
6.6,6.07939434052,5.91
0.0,-0.00036438042298,0.0
23.31,21.8840961456,22.29
22.87,22.6429195404,21.75
0.0,-0.00704716751352,0.0
11.03,10.001534462,10.24
0.0,0.0273705758154,0.0
17.23,17.4701480865,16.99
0.0,0.00511308573186,0.0
4.25,5.11004781723,4.85
0.0,-0.00036438042298,0.0
18.58,18.9368171692,18.2
8.65,7.95160484314,7.55
0.0,-0.00135105161462,0.0
17.56,17.8605461121,17.21
0.0,-0.0012977400329,0.0
22.01,21.8643398285,19.64
0.0,-0.00036438042298,0.0
24.34,23.5996952057,25.5
0.11,0.122441254556,0.1
0.0,0.0338971763849,0.0
7.99,7.25061941147,7.09
12.94,13.4076728821,14.0
0.0,-0.000311068841256,0.0
0.0,-0.0012977400329,0.0
22.68,23.2501525879,25.71
0.0,-0.00704716751352,0.0
22.69,22.7454605103,21.64
23.5,23.486082077,20.94
0.0,-0.00036438042298,0.0
0.0,-0.00135105161462,0.0
0.0,-0.00423959875479,0.0
0.0,-0.00135105161462,0.0
18.97,19.9905948639,21.58
20.68,21.1626796722,20.3
11.12,11.6551856995,11.74
13.36,14.2047615051,13.56
0.0,-0.00135105161462,0.0
0.0,-0.00803384184837,0.0
0.0,-0.0012977400329,0.0
10.86,13.0160913467,12.29
25.08,24.0611228943,24.51
0.0,-0.0012977400329,0.0
0.0,0.00811809394509,0.0
12.28,11.766245842,13.03
20.2,19.8608531952,21.55
24.35,24.631816864,22.4
25.51,22.733915329,25.49
22.29,22.6088676453,24.41
0.0,0.00511308573186,0.0
16.53,17.1175785065,16.78
22.19,22.6841430664,23.13
5.46,5.99087285995,5.58
0.0,-0.0012977400329,0.0
0.0,-0.00325292907655,0.0
0.0,0.00511308573186,0.0
12.7,13.043639183,12.11
0.0,-0.00135105161462,0.0
13.57,14.6809120178,15.43
13.95,12.9218358994,12.21
0.0,-0.00704716751352,0.0
0.0,-0.00036438042298,0.0
20.45,20.7838592529,22.1
11.88,10.5698328018,10.41
0.0,0.000197828951059,0.0
8.5,8.70187664032,8.05
22.21,22.1373634338,20.87
22.89,23.3476219177,25.11
18.4,19.0352077484,21.09
15.93,15.9458732605,16.43
0.0,-0.0101601220667,0.0
0.0,-0.00423959875479,0.0
0.0,-0.00036438042298,0.0
24.63,23.2240810394,21.27
0.0,-0.00423959875479,0.0
0.0,0.0297818500549,0.0
3.1,2.90859079361,2.92
17.9,18.4721546173,20.47
12.83,13.7218704224,12.94
23.46,23.6162757874,22.81
19.22,19.7326583862,21.06
0.0,-0.0012977400329,0.0
12.8,12.8349847794,11.55
15.57,16.1053256989,17.1
0.0,0.000672249880154,0.0
20.68,21.0118331909,19.47
0.0,-0.00325292907655,0.0
23.01,21.9488544464,21.97
11.31,12.0998888016,12.63
13.18,13.8668670654,14.94
0.0,0.0155719481409,0.0
12.36,12.4937639236,12.13
17.01,19.3123893738,19.33
10.25,10.8086042404,10.47
0.0,-0.00036438042298,0.0
0.0,-0.000311068841256,0.0
0.0,-0.00803384184837,0.0
0.6,0.626745045185,0.58
7.68,8.46802520752,7.94
12.4,12.4024600983,12.7
3.06,3.59214568138,3.5
18.01,17.4094314575,16.41
17.03,18.2440509796,17.19
0.0,0.000842840352561,0.0
15.97,14.9179019928,14.03
0.0,0.0149688720703,0.0
19.53,19.2247905731,17.83
1.67,1.83347642422,1.71
18.89,20.0500488281,21.41
14.73,16.1789188385,16.54
22.57,22.6542892456,22.3
7.99,8.95655250549,8.9
0.0,-0.00423959875479,0.0
18.51,20.2342777252,20.31
21.24,22.54804039,24.08
0.0,0.00118449970614,0.0
14.65,13.3003168106,13.04
0.0,-0.00704716751352,0.0
0.0,-0.00036438042298,0.0
0.0,0.00165892043151,0.0
21.63,21.9805774689,24.74
12.72,12.5808067322,12.65
0.0,-0.00704716751352,0.0
18.18,18.4004440308,20.22
0.0,-0.00704716751352,0.0
0.0,0.00165892043151,0.0
15.61,16.3683490753,16.0
0.0,-0.00704716751352,0.0
0.0,0.00609975680709,0.0
15.78,14.5339202881,13.52
0.0,0.000672249880154,0.0
10.15,10.6037044525,10.01
0.0,0.0422452352941,0.0
0.0,-0.000311068841256,0.0
0.0,-0.000311068841256,0.0
0.0,-0.00803384184837,0.0
0.0,-0.00868693366647,0.0
19.74,20.4950122833,22.02
0.0,-0.00704716751352,0.0
17.35,16.8720703125,16.54
0.0,-0.00036438042298,0.0
0.09,0.114209584892,0.1
0.0,-0.00803384184837,0.0
0.0,-0.000311068841256,0.0
0.0,-0.00704716751352,0.0
23.42,22.1399822235,19.99
4.4,4.11196947098,4.04
8.56,8.55876255035,8.28
20.87,20.3476982117,18.77
8.7,8.96744728088,8.58
0.0,0.00165892043151,0.0
14.46,14.0697603226,12.91
0.0,0.00165892043151,0.0
12.43,11.7286109924,11.02
18.82,19.2510414124,20.12
0.0,0.00453404337168,0.0
18.63,20.5168972015,18.79
9.15,8.50080776215,7.89
0.0,-0.00803384184837,0.0
21.58,22.2944831848,22.78
9.09,9.45452404022,9.3
15.92,17.3430213928,17.82
16.78,16.2400550842,15.02
23.13,24.0702438354,26.48
24.42,22.932559967,25.12
0.0,-0.0012977400329,0.0
3.35,3.08220028877,3.01
0.0,-0.00423959875479,0.0
3.36,3.54095745087,3.63
8.5,8.14881515503,7.83
0.0,0.000672249880154,0.0
0.0,-0.00135105161462,0.0
0.0,-0.00135105161462,0.0
20.81,19.6036663055,20.61
16.17,14.7824497223,13.96
0.0,-0.00704716751352,0.0
22.07,20.9644908905,20.63
0.0,0.0273540206254,0.0
10.17,9.62560176849,9.72
11.04,10.0475664139,10.23
0.0,-0.00135105161462,0.0
20.91,21.8321609497,19.82
0.0,0.020883563906,0.0
0.0,0.00609975680709,0.0
4.33,3.84606361389,3.7
0.0,-0.00704716751352,0.0
0.0,0.00118449970614,0.0
0.0,-0.00135105161462,0.0
0.75,0.787028610706,0.75
0.0,0.00118449970614,0.0
0.0,-0.0012977400329,0.0
0.0,-0.00193574104924,0.0
0.0,-0.000311068841256,0.0
6.35,6.8903169632,7.04
0.0,0.00118449970614,0.0
0.0,-0.00423959875479,0.0
0.0,-0.00135105161462,0.0
0.0,-0.00704716751352,0.0
0.0,-0.00704716751352,0.0
0.0,-0.000311068841256,0.0
0.0,0.0411587618291,0.0
8.02,7.10996580124,6.97
0.0,-0.00036438042298,0.0
0.0,-0.00704716751352,0.0
0.0,-0.0012977400329,0.0
0.0,-0.00135105161462,0.0
19.41,18.9200210571,18.49
0.0,-0.00036438042298,0.0
15.61,14.9307785034,15.36
9.58,9.49906730652,9.59
21.31,20.0043773651,19.36
0.03,0.0603352859616,0.03
23.87,23.2412528992,24.15
0.0,0.0296596232802,0.0
0.0,0.00118449970614,0.0
3.94,4.4249958992,4.37
0.0,-0.000311068841256,0.0
11.6,12.0704526901,11.09
0.0,0.0413451641798,0.0
0.0,-0.00325292907655,0.0
0.0,-0.000311068841256,0.0
18.43,16.7419204712,16.02
19.46,22.0544185638,22.35
0.0,0.0235763341188,0.0
10.53,10.6782360077,10.54
0.0,0.000197828951059,0.0
18.93,17.2480583191,16.37
23.1,23.4643230438,25.67
0.0,-0.00036438042298,0.0
21.4,21.5864143372,20.33
0.0,-0.0012977400329,0.0
0.0,-0.00803384184837,0.0
0.0,-0.00036438042298,0.0
0.0,-0.0012977400329,0.0
0.0,-0.00325292907655,0.0
0.0,-0.00036438042298,0.0
14.23,11.9835662842,12.48
0.0,-0.00036438042298,0.0
0.0,-0.00135105161462,0.0
0.0,-0.00036438042298,0.0
0.0,-0.00803384184837,0.0
0.0,-0.00803384184837,0.0
0.0,-0.00704716751352,0.0
0.0,0.0459919348359,0.0
0.0,-0.00135105161462,0.0
0.0,0.000672249880154,0.0
0.0,0.00165892043151,0.0
0.0,-0.00036438042298,0.0
25.13,23.4735679626,25.42
18.46,17.8829669952,16.0
0.0,0.0297818500549,0.0
5.53,5.5396323204,5.64
12.28,13.4405260086,13.37
16.04,16.6687335968,18.03
0.0,-0.00325292907655,0.0
0.0,-0.00036438042298,0.0
11.43,10.5503168106,10.06
0.0,0.00165892043151,0.0
20.96,19.5511436462,17.99
0.0,-0.000311068841256,0.0
0.0,0.00609975680709,0.0
0.0,-0.0012977400329,0.0
0.0,-0.00803384184837,0.0
0.0,-0.00135105161462,0.0
0.0,-0.00036438042298,0.0
11.35,10.5372915268,9.84
8.49,7.70558357239,7.52
0.0,-0.000311068841256,0.0
0.0,-0.0012977400329,0.0
0.0,0.00118449970614,0.0
23.89,23.2857551575,22.03
0.0,-0.00036438042298,0.0
0.0,-0.00036438042298,0.0
0.0,-0.000311068841256,0.0
5.39,5.92097806931,6.19
13.39,12.614979744,11.81
13.68,12.9951467514,12.3
11.92,11.2162628174,10.36
0.0,-0.00135105161462,0.0
0.0,-0.00325292907655,0.0
21.95,21.3752040863,23.51
23.32,22.175535202,22.92
0.0,-0.00036438042298,0.0
0.0,-0.00036438042298,0.0
0.0,-0.00036438042298,0.0
12.3,12.6264705658,13.89
0.0,-0.00135105161462,0.0
0.0,-0.00135105161462,0.0
13.74,15.4330730438,14.83
0.0,-0.00135105161462,0.0
22.5,22.301197052,21.83
19.19,20.1139011383,18.08
23.74,23.8286209106,25.79
0.0,0.000672249880154,0.0
0.0,0.00320901698433,0.0
0.0,-0.00704716751352,0.0
0.0,0.000672249880154,0.0
0.0,0.0175190977752,0.0
15.48,16.0011615753,14.62
0.0,-0.00135105161462,0.0
19.89,21.466299057,20.72
18.08,18.6336898804,18.41
22.19,21.4017944336,19.57
0.63,0.671127438545,0.68
17.06,19.6182441711,18.96
20.52,20.6964206696,20.09
20.17,21.6394920349,21.59
0.06,0.0692741051316,0.06
0.0,-0.000311068841256,0.0
0.0,-0.00135105161462,0.0
0.0,-0.00247576204129,0.0
0.0,0.00165892043151,0.0
0.0,-0.00036438042298,0.0
0.0,-0.000311068841256,0.0
8.6,8.81007194519,8.41
0.0,-0.00135105161462,0.0
0.11,0.136899828911,0.1
2.74,2.8597445488,2.79
7.99,8.85848522186,8.81
21.66,22.252035141,21.5
0.0,-0.00803384184837,0.0
6.46,6.71601295471,6.8
22.24,22.3519210815,20.71
0.0,-0.00135105161462,0.0
4.24,4.55867242813,4.27
22.3,22.8026885986,21.77
20.58,19.7260417938,20.35
5.97,5.43621492386,5.07
1.47,1.34403336048,1.26
0.0,-0.0012977400329,0.0
0.0,-0.00036438042298,0.0
2.4,2.38799548149,2.31
17.31,16.7247066498,15.74
16.73,16.9566383362,17.57
11.55,11.7336683273,11.57
17.31,15.989938736,16.73
0.0,-0.000311068841256,0.0
0.0,-0.00135105161462,0.0
17.82,17.3627376556,16.6
0.0,-0.000311068841256,0.0
0.0,-0.0012977400329,0.0
0.0,-0.00036438042298,0.0
13.21,13.2373046875,12.18
20.62,18.9700603485,20.81
21.04,22.4907054901,23.2
6.59,6.83340597153,6.84
21.26,20.329416275,21.58
0.0,-0.0101601220667,0.0
15.21,15.7335281372,14.94
7.94,8.54647731781,8.47
0.0,-0.00135105161462,0.0
19.07,18.1364154816,17.4
2.0,2.23135852814,2.19
0.0,-0.0012977400329,0.0
20.96,20.9959163666,22.71
0.0,0.0315102487803,0.0
0.0,-0.000311068841256,0.0
17.08,17.7160511017,19.24
22.35,21.5627479553,21.68
0.0,-0.00135105161462,0.0
0.0,-0.00135105161462,0.0
0.0,-0.0012977400329,0.0
0.0,0.000197828951059,0.0
16.43,16.5218200684,14.91
0.0,0.00118449970614,0.0
11.43,11.0783367157,10.62
0.0,-0.00135105161462,0.0
0.0,-0.00325292907655,0.0
0.0,-0.00036438042298,0.0
0.0,-0.000311068841256,0.0
23.46,23.3689060211,25.78
19.71,17.9024677277,17.73
23.0,22.4297122955,24.84
0.0,0.000197828951059,0.0
0.0,-0.00036438042298,0.0
24.07,22.7938251495,25.53
0.0,-0.00036438042298,0.0
21.54,21.0626354218,21.5
0.0,0.030295882374,0.0
0.0,0.0159796830267,0.0
0.0,-0.00325292907655,0.0
0.0,0.00165892043151,0.0
0.0,-0.000311068841256,0.0
0.0,-0.00135105161462,0.0
21.64,21.6994171143,20.17
0.02,0.0477381758392,0.02
15.01,15.5947990417,15.28
0.0,-0.00036438042298,0.0
0.0,-0.00135105161462,0.0
6.11,6.31735897064,6.55
0.0,-0.000311068841256,0.0
0.0,-0.00325292907655,0.0
23.44,22.5510578156,25.0
0.0,-0.00803384184837,0.0
0.0,-0.00036438042298,0.0
0.0,0.020883563906,0.0
0.0,-0.00135105161462,0.0
0.0,0.00789917632937,0.0
0.0,-0.00704716751352,0.0
20.09,21.234746933,19.93
0.0,-0.00135105161462,0.0
19.83,20.4913845062,21.74
18.82,20.3191585541,19.11
0.0,-0.000311068841256,0.0
17.78,19.9060134888,19.97
17.67,19.3805847168,18.07
0.0,-0.00036438042298,0.0
0.0,-0.00135105161462,0.0
14.56,16.5665969849,15.23
0.55,0.595755934715,0.58
0.0,0.00609975680709,0.0
0.02,0.0541921779513,0.02
24.22,22.4950294495,21.93
6.54,5.8309264183,6.06
0.0,-0.00036438042298,0.0
