day,demand_act,demand_pred,hour,hourofday,price_act,price_pred,solar_act,solar_pred
223,83.3,73.58,5338,10,5.21,5.64,10.62,9.46
223,80.21,70.97,5339,11,4.51,4.56,16.04,17.95
223,81.55,81.84,5340,12,3.69,3.94,19.58,20.39
223,152.23,135.8,5341,13,3.65,3.17,19.46,20.27
223,209.69,223.98,5342,14,3.67,3.86,18.86,20.06
223,138.68,148.2,5343,15,3.9,4.03,17.3,15.9
223,76.37,85.28,5344,16,3.84,3.27,13.71,12.16
223,51.76,50.87,5345,17,4.21,3.76,9.76,8.58
223,100.83,99.3,5346,18,4.03,3.94,3.1,3.53
223,78.02,85.3,5347,19,5.04,4.33,0.0,0.0
223,78.12,74.29,5348,20,3.61,3.47,0.0,0.0
223,42.15,41.45,5349,21,3.46,3.79,0.0,0.0
223,18.46,17.45,5350,22,3.33,3.07,0.0,0.0
223,24.52,24.55,5351,23,2.56,2.29,0.0,0.0
223,55.71,60.26,5352,24,2.2,1.99,0.0,0.0
224,21.51,22.24,5353,1,2.07,2.23,0.0,0.0
224,16.22,17.33,5354,2,2.03,2.0,0.0,0.0
224,19.35,19.93,5355,3,2.02,2.12,0.0,0.0
224,54.11,58.69,5356,4,2.08,2.32,0.0,0.0
224,16.89,16.19,5357,5,2.69,2.57,0.0,0.0
224,18.21,16.08,5358,6,3.29,3.58,0.0,0.0
224,17.15,16.13,5359,7,4.67,4.7,0.14,0.16
224,71.65,71.06,5360,8,4.96,5.01,5.25,4.52
224,157.86,178.14,5361,9,5.42,5.15,12.62,12.28
224,117.7,104.1,5362,10,5.37,6.1,15.87,15.8
224,107.35,122.47,5363,11,4.57,4.83,18.49,16.05
224,108.24,113.22,5364,12,4.02,4.3,19.22,18.06
224,121.54,136.2,5365,13,3.77,3.27,19.2,18.97
224,51.41,55.05,5366,14,3.58,3.64,18.64,20.26
224,44.8,38.45,5367,15,3.94,3.96,17.18,16.02
224,137.6,142.25,5368,16,4.06,4.5,13.61,13.7
224,81.84,74.22,5369,17,4.2,3.66,9.7,9.37
224,78.49,86.17,5370,18,4.14,3.71,3.02,3.27
224,233.72,225.22,5371,19,5.01,5.1,0.0,0.0
224,200.7,187.79,5372,20,3.77,3.39,0.0,0.0
224,312.78,321.29,5373,21,3.36,3.76,0.0,0.0
224,96.21,82.19,5374,22,3.34,3.78,0.0,0.0
224,88.58,84.66,5375,23,2.44,2.39,0.0,0.0
224,39.47,36.06,5376,24,2.04,1.96,0.0,0.0
225,24.06,22.64,5377,1,1.87,2.15,0.0,0.0
225,21.9,20.33,5378,2,1.97,1.77,0.0,0.0
225,35.49,35.37,5379,3,1.95,2.15,0.0,0.0
225,18.4,20.07,5380,4,1.89,1.81,0.0,0.0
225,16.86,16.19,5381,5,1.83,1.76,0.0,0.0
225,18.93,18.68,5382,6,3.09,3.23,0.0,0.0
225,17.61,17.2,5383,7,4.52,4.31,0.21,0.21
225,52.25,46.7,5384,8,5.28,5.36,6.01,6.28
225,45.48,51.5,5385,9,5.44,6.23,12.58,12.78
225,24.45,27.46,5386,10,7.18,6.92,13.81,14.53
225,52.86,50.24,5387,11,5.31,5.04,12.75,13.04
225,122.27,111.07,5388,12,4.74,4.25,10.22,9.51
225,35.91,35.16,5389,13,4.25,3.86,10.55,11.39
225,102.74,97.79,5390,14,4.04,3.83,9.9,10.72
225,143.61,158.59,5391,15,4.14,4.71,8.46,9.05
225,120.15,134.51,5392,16,3.65,3.33,5.67,5.6
225,288.49,272.34,5393,17,3.72,4.18,2.95,3.14
225,233.89,237.63,5394,18,3.88,3.41,0.63,0.68
225,252.31,218.1,5395,19,4.05,3.47,0.0,0.0
225,276.67,308.04,5396,20,3.25,3.44,0.0,0.0
225,218.99,233.67,5397,21,2.85,3.15,0.0,0.0
225,96.0,90.52,5398,22,2.59,2.76,0.0,0.0
225,37.67,41.17,5399,23,2.1,1.87,0.0,0.0
225,17.61,17.46,5400,24,1.72,1.67,0.0,0.0
226,17.61,19.19,5401,1,1.86,1.85,0.0,0.0
226,17.72,15.1,5402,2,1.75,1.79,0.0,0.0
226,17.1,19.08,5403,3,1.71,1.63,0.0,0.0
226,18.57,16.24,5404,4,1.68,1.75,0.0,0.0
226,44.62,46.0,5405,5,1.69,1.63,0.0,0.0
226,18.42,19.05,5406,6,2.12,2.26,0.0,0.0
226,48.14,49.81,5407,7,2.48,2.75,0.09,0.1
226,192.98,169.34,5408,8,3.26,3.48,3.01,2.85
226,108.73,123.4,5409,9,3.49,3.87,8.73,7.48
226,91.21,85.49,5410,10,3.66,3.43,11.94,11.62
226,91.33,88.61,5411,11,3.6,3.15,14.19,16.22
226,91.37,86.15,5412,12,3.13,2.72,15.57,16.43
226,61.96,59.58,5413,13,3.23,3.36,14.09,15.24
226,27.99,30.39,5414,14,2.96,3.37,11.64,11.48
226,27.25,29.72,5415,15,3.02,2.63,7.91,6.83
226,28.18,29.04,5416,16,2.86,3.19,8.85,9.38
226,27.32,26.54,5417,17,2.87,2.59,7.29,7.74
226,84.39,86.18,5418,18,2.77,3.14,2.96,2.97
226,189.24,170.63,5419,19,2.88,3.07,0.0,0.0
226,137.93,156.36,5420,20,2.71,2.98,0.0,0.0
226,155.07,150.93,5421,21,2.67,2.55,0.0,0.0
226,183.87,167.51,5422,22,2.48,2.55,0.0,0.0
226,53.63,61.59,5423,23,2.36,2.05,0.0,0.0
226,24.13,21.17,5424,24,1.91,1.85,0.0,0.0
227,17.17,18.31,5425,1,1.72,1.81,0.0,0.0
227,17.76,15.95,5426,2,1.78,1.61,0.0,0.0
227,15.75,17.28,5427,3,1.67,1.62,0.0,0.0
227,19.11,21.52,5428,4,1.65,1.77,0.0,0.0
227,52.88,57.88,5429,5,1.7,1.69,0.0,0.0
227,16.65,16.84,5430,6,2.03,1.86,0.0,0.0
227,36.96,40.53,5431,7,3.28,3.35,0.09,0.09
227,90.88,83.41,5432,8,3.59,3.54,3.02,2.91
227,147.33,168.25,5433,9,4.45,4.22,8.71,10.01
227,90.62,101.8,5434,10,4.67,4.11,7.04,8.03
227,90.19,87.71,5435,11,4.22,4.55,9.36,10.38
227,90.49,98.05,5436,12,3.4,3.42,10.4,10.46
227,89.59,95.04,5437,13,3.28,3.71,10.56,9.43
227,194.4,187.47,5438,14,2.99,2.81,9.88,8.55
227,175.34,189.15,5439,15,2.92,3.17,8.39,9.07
227,97.09,96.07,5440,16,2.87,3.07,7.55,7.84
227,126.58,125.04,5441,17,2.74,2.88,4.57,4.3
227,141.59,148.38,5442,18,2.85,3.11,1.28,1.36
227,142.6,147.49,5443,19,2.99,2.56,0.0,0.0
227,159.74,180.7,5444,20,2.73,3.05,0.0,0.0
227,181.76,180.76,5445,21,2.71,2.57,0.0,0.0
227,155.43,135.84,5446,22,2.41,2.33,0.0,0.0
227,109.94,123.03,5447,23,1.96,1.68,0.0,0.0
227,45.28,43.68,5448,24,1.74,1.84,0.0,0.0
228,16.11,13.8,5449,1,0.75,0.67,0.0,0.0
228,17.44,17.93,5450,2,0.53,0.6,0.0,0.0
228,16.1,17.01,5451,3,0.52,0.46,0.0,0.0
228,17.4,15.06,5452,4,0.54,0.51,0.0,0.0
228,16.29,18.32,5453,5,0.64,0.65,0.0,0.0
228,16.65,15.47,5454,6,1.14,1.26,0.0,0.0
228,57.96,56.6,5455,7,3.32,2.85,0.26,0.23
228,146.99,160.24,5456,8,3.46,3.73,4.43,3.94
228,102.15,96.29,5457,9,3.45,3.8,4.51,3.93
228,95.73,88.02,5458,10,3.38,3.16,9.15,9.87
228,76.18,85.65,5459,11,2.82,3.21,12.86,13.85
228,31.81,33.19,5460,12,2.29,2.31,15.71,16.93
228,32.94,30.7,5461,13,1.98,2.01,17.19,18.52
228,39.67,35.89,5462,14,1.76,1.52,17.66,19.37
228,61.76,66.9,5463,15,1.78,1.95,17.54,16.29
228,65.83,66.92,5464,16,2.34,2.44,13.83,14.66
228,92.68,92.05,5465,17,2.52,2.85,9.75,10.16
228,53.15,49.2,5466,18,2.63,2.46,2.87,3.01
228,144.42,146.0,5467,19,2.91,3.13,0.0,0.0
228,177.56,167.5,5468,20,2.61,2.4,0.0,0.0
228,113.81,102.1,5469,21,2.35,2.29,0.0,0.0
228,123.61,132.38,5470,22,1.7,1.53,0.0,0.0
228,55.07,57.19,5471,23,1.27,1.12,0.0,0.0
228,16.76,16.17,5472,24,0.87,0.75,0.0,0.0
229,19.49,17.86,5473,1,1.78,1.67,0.0,0.0
229,15.47,14.59,5474,2,1.7,1.72,0.0,0.0
229,18.11,18.86,5475,3,1.22,1.3,0.0,0.0
229,17.36,18.47,5476,4,1.0,0.88,0.0,0.0
229,16.71,14.89,5477,5,1.66,1.58,0.0,0.0
229,44.52,50.99,5478,6,1.71,1.79,0.0,0.0
229,36.99,41.93,5479,7,3.34,3.75,0.27,0.23
229,106.25,119.17,5480,8,3.31,3.21,8.84,8.56
229,145.44,139.44,5481,9,3.43,2.98,15.76,14.63
229,117.57,127.15,5482,10,3.78,3.54,20.05,17.51
229,86.03,82.05,5483,11,3.21,2.74,21.82,21.27
229,92.05,105.48,5484,12,2.21,2.01,22.53,23.29
229,90.38,87.7,5485,13,1.61,1.54,22.73,21.02
229,94.12,85.6,5486,14,1.73,1.77,22.69,24.68
229,29.34,31.06,5487,15,1.79,1.88,21.97,24.36
229,34.44,29.94,5488,16,2.62,2.39,17.25,19.5
229,29.66,26.23,5489,17,2.52,2.23,9.82,8.43
229,68.45,77.39,5490,18,2.37,2.05,1.24,1.37
229,115.99,103.98,5491,19,3.04,3.08,0.0,0.0
229,160.24,176.38,5492,20,2.58,2.37,0.0,0.0
229,248.56,229.6,5493,21,2.43,2.68,0.0,0.0
229,162.02,151.63,5494,22,2.57,2.83,0.0,0.0
229,68.34,77.02,5495,23,2.08,1.8,0.0,0.0
229,30.23,32.49,5496,24,1.02,0.91,0.0,0.0
230,19.95,18.03,5497,1,1.32,1.26,0.0,0.0
230,17.82,16.16,5498,2,1.36,1.33,0.0,0.0
230,18.36,17.0,5499,3,1.33,1.22,0.0,0.0
230,16.83,16.44,5500,4,1.32,1.49,0.0,0.0
230,27.08,26.68,5501,5,1.43,1.24,0.0,0.0
230,48.76,54.53,5502,6,2.21,2.47,0.0,0.0
230,48.7,48.84,5503,7,3.52,4.03,0.05,0.05
230,157.83,154.23,5504,8,4.06,3.51,1.76,1.6
230,122.51,122.62,5505,9,4.31,4.06,4.48,4.6
230,81.46,73.8,5506,10,4.53,4.31,7.05,7.3
230,81.1,79.9,5507,11,3.68,3.41,9.35,9.34
230,79.06,89.6,5508,12,3.51,3.05,10.39,11.07
230,265.82,265.6,5509,13,3.45,3.19,12.46,11.67
230,205.46,206.92,5510,14,3.12,3.03,13.42,13.38
230,109.54,108.85,5511,15,3.25,3.5,13.57,15.43
230,101.1,109.43,5512,16,3.18,2.94,10.03,10.98
230,96.22,88.96,5513,17,2.52,2.71,6.4,7.25
230,91.4,79.43,5514,18,3.02,3.26,1.23,1.12
230,106.87,114.97,5515,19,3.32,3.02,0.0,0.0
230,101.31,112.68,5516,20,3.13,3.04,0.0,0.0
230,63.49,63.61,5517,21,2.91,3.25,0.0,0.0
230,32.83,28.9,5518,22,2.98,2.92,0.0,0.0
230,39.61,37.13,5519,23,2.51,2.45,0.0,0.0
230,41.69,47.81,5520,24,1.44,1.51,0.0,0.0
231,56.77,53.8,5521,1,1.32,1.31,0.0,0.0
231,53.19,48.62,5522,2,1.3,1.48,0.0,0.0
231,16.72,16.36,5523,3,1.34,1.34,0.0,0.0
231,18.02,17.83,5524,4,1.34,1.17,0.0,0.0
231,16.8,14.77,5525,5,1.35,1.4,0.0,0.0
231,17.21,15.9,5526,6,2.34,2.31,0.0,0.0
231,17.58,20.05,5527,7,3.23,3.5,0.5,0.54
231,89.72,77.19,5528,8,3.56,3.1,11.55,11.57
231,166.75,149.36,5529,9,3.53,3.96,19.19,17.06
231,88.53,98.86,5530,10,3.77,3.36,22.4,22.77
231,170.57,154.74,5531,11,3.38,3.6,23.29,23.64
231,194.94,172.99,5532,12,2.57,2.43,23.3,26.51
231,89.15,79.84,5533,13,2.36,2.22,22.77,22.77
231,73.01,73.35,5534,14,2.23,2.53,21.97,22.85
231,176.22,153.51,5535,15,2.39,2.3,20.01,18.2
231,86.7,81.23,5536,16,2.73,2.51,16.37,15.27
231,140.6,119.96,5537,17,2.59,2.58,10.44,11.58
231,259.98,268.16,5538,18,2.65,2.32,2.71,2.99
231,244.0,236.65,5539,19,3.17,2.88,0.0,0.0
231,192.0,166.7,5540,20,3.1,3.48,0.0,0.0
231,212.81,213.11,5541,21,2.92,2.87,0.0,0.0
231,148.46,156.1,5542,22,2.66,2.38,0.0,0.0
231,99.95,108.13,5543,23,2.37,2.2,0.0,0.0
231,107.19,91.56,5544,24,1.42,1.34,0.0,0.0
232,67.01,69.27,5545,1,1.35,1.49,0.0,0.0
232,66.18,60.75,5546,2,1.19,1.22,0.0,0.0
232,67.42,63.85,5547,3,1.2,1.12,0.0,0.0
232,74.13,79.93,5548,4,1.38,1.44,0.0,0.0
232,112.15,111.3,5549,5,1.5,1.44,0.0,0.0
232,67.8,76.25,5550,6,1.92,1.65,0.0,0.0
232,56.16,63.51,5551,7,3.76,3.38,0.12,0.11
232,52.36,56.35,5552,8,5.15,5.72,5.22,5.36
232,74.96,66.5,5553,9,5.32,5.5,12.57,11.53
232,76.76,85.89,5554,10,5.1,5.21,17.38,19.11
232,196.86,181.63,5555,11,4.92,4.47,19.96,17.74
232,128.57,127.25,5556,12,4.39,4.97,21.45,20.35
232,273.7,253.33,5557,13,4.53,4.35,21.2,21.37
232,170.39,195.03,5558,14,3.84,4.22,20.74,18.55
232,148.02,149.54,5559,15,3.66,3.69,18.9,20.17
232,146.49,142.74,5560,16,3.61,3.56,18.02,17.27
232,98.1,88.78,5561,17,3.67,3.55,14.08,12.68
232,148.5,150.26,5562,18,3.67,3.48,5.25,4.91
232,157.6,179.43,5563,19,3.94,4.5,0.0,0.0
232,170.05,189.79,5564,20,3.58,3.56,0.0,0.0
232,226.03,213.62,5565,21,3.52,3.99,0.0,0.0
232,141.67,142.46,5566,22,3.77,4.27,0.0,0.0
232,24.88,27.02,5567,23,3.23,3.52,0.0,0.0
232,16.43,18.69,5568,24,1.54,1.71,0.0,0.0
233,17.22,16.64,5569,1,1.32,1.33,0.0,0.0
233,16.02,17.65,5570,2,1.19,1.26,0.0,0.0
233,16.91,18.0,5571,3,1.1,1.04,0.0,0.0
233,16.44,18.23,5572,4,1.16,1.29,0.0,0.0
233,16.45,15.33,5573,5,1.49,1.63,0.0,0.0
233,26.67,29.76,5574,6,1.73,1.54,0.0,0.0
233,78.02,78.3,5575,7,3.89,4.4,0.55,0.58
233,178.93,170.49,5576,8,5.38,5.15,12.33,10.73
233,116.48,117.38,5577,9,5.11,5.13,20.42,19.62
233,80.05,70.02,5578,10,5.04,4.73,23.28,25.21
233,79.72,78.12,5579,11,4.53,4.77,24.3,24.75
233,79.07,87.42,5580,12,4.22,3.89,24.45,25.19
233,82.67,85.1,5581,13,4.5,4.51,23.37,20.98
233,80.11,86.69,5582,14,4.09,3.51,21.37,24.5
233,29.83,26.07,5583,15,4.1,3.73,17.09,14.86
233,19.04,20.81,5584,16,3.52,3.8,13.61,13.98
233,15.57,17.28,5585,17,3.63,3.93,9.53,10.38
233,27.97,29.84,5586,18,3.59,3.18,2.59,2.69
233,149.07,147.63,5587,19,4.08,4.3,0.0,0.0
233,212.41,201.95,5588,20,3.39,3.53,0.0,0.0
233,240.66,240.41,5589,21,3.27,3.67,0.0,0.0
233,145.12,127.11,5590,22,3.61,3.65,0.0,0.0
233,56.96,55.19,5591,23,2.79,2.66,0.0,0.0
233,17.05,17.33,5592,24,1.56,1.65,0.0,0.0
234,39.14,37.16,5593,1,1.22,1.36,0.0,0.0
234,32.07,32.58,5594,2,1.21,1.31,0.0,0.0
234,16.67,16.09,5595,3,1.13,0.98,0.0,0.0
234,16.34,17.81,5596,4,1.01,0.99,0.0,0.0
234,16.26,17.71,5597,5,1.51,1.65,0.0,0.0
234,16.91,14.99,5598,6,1.84,1.94,0.0,0.0
234,44.75,42.37,5599,7,3.83,3.37,0.34,0.37
234,147.61,136.29,5600,8,5.29,5.44,10.12,10.25
234,133.85,149.45,5601,9,5.35,6.05,15.8,17.16
234,117.86,101.71,5602,10,4.63,4.36,19.73,18.74
234,83.87,85.95,5603,11,3.8,3.88,21.25,19.58
234,132.65,139.52,5604,12,4.03,4.1,21.69,21.61
234,270.87,252.53,5605,13,4.27,3.74,20.9,20.73
234,206.56,201.91,5606,14,3.6,3.95,19.51,21.06
234,208.98,207.77,5607,15,3.6,3.83,17.08,17.24
234,139.4,126.77,5608,16,3.58,3.33,13.55,12.76
234,33.27,36.05,5609,17,3.6,3.56,9.48,9.26
234,76.23,80.84,5610,18,3.38,3.16,2.53,2.24
234,165.63,147.27,5611,19,3.53,3.84,0.0,0.0
234,142.66,153.31,5612,20,3.46,3.89,0.0,0.0
234,153.38,158.04,5613,21,2.98,3.21,0.0,0.0
234,235.76,230.01,5614,22,3.01,3.24,0.0,0.0
234,99.5,103.07,5615,23,2.38,2.17,0.0,0.0
234,92.98,101.17,5616,24,1.46,1.44,0.0,0.0
235,68.52,77.62,5617,1,1.79,1.61,0.0,0.0
235,16.24,15.64,5618,2,1.78,1.52,0.0,0.0
235,16.36,16.32,5619,3,1.72,1.73,0.0,0.0
235,16.6,16.37,5620,4,1.71,1.8,0.0,0.0
235,16.87,17.77,5621,5,1.84,1.75,0.0,0.0
235,15.88,16.72,5622,6,1.89,1.93,0.0,0.0
235,62.33,58.57,5623,7,3.6,4.06,0.05,0.05
235,168.15,188.37,5624,8,5.17,5.46,1.77,1.59
235,140.27,159.47,5625,9,4.89,4.27,4.51,3.87
235,86.21,76.12,5626,10,4.55,4.85,9.89,10.93
235,80.34,77.78,5627,11,3.64,3.9,14.53,15.3
235,96.09,108.14,5628,12,3.34,3.69,17.46,15.08
235,112.24,113.27,5629,13,3.64,3.31,19.23,20.98
235,102.25,88.71,5630,14,2.63,2.8,20.31,21.33
235,104.71,119.37,5631,15,2.58,2.75,20.36,23.24
235,95.68,105.22,5632,16,2.76,3.03,15.46,13.25
235,29.87,27.68,5633,17,2.62,2.71,8.64,9.16
235,119.66,112.17,5634,18,2.41,2.69,1.07,0.98
235,146.46,165.45,5635,19,2.61,2.36,0.0,0.0
235,169.92,186.56,5636,20,2.65,2.63,0.0,0.0
235,157.2,155.27,5637,21,3.22,3.7,0.0,0.0
235,218.08,205.66,5638,22,2.81,2.85,0.0,0.0
235,117.41,118.71,5639,23,2.06,2.18,0.0,0.0
235,38.71,43.75,5640,24,1.73,1.62,0.0,0.0
236,54.62,51.99,5641,1,1.41,1.38,0.0,0.0
236,21.12,23.81,5642,2,1.38,1.23,0.0,0.0
236,17.78,16.17,5643,3,1.38,1.32,0.0,0.0
236,16.66,14.77,5644,4,1.34,1.53,0.0,0.0
236,16.56,14.38,5645,5,1.37,1.37,0.0,0.0
236,17.73,19.04,5646,6,1.65,1.49,0.0,0.0
236,64.28,63.14,5647,7,2.19,2.47,0.38,0.33
236,61.06,69.05,5648,8,3.45,3.9,8.89,9.68
236,123.17,120.51,5649,9,3.07,2.97,12.18,13.83
236,83.45,80.56,5650,10,2.84,3.26,15.94,17.74
236,82.09,88.68,5651,11,2.9,3.15,18.57,17.01
236,88.11,86.71,5652,12,2.85,2.94,19.29,16.48
236,117.1,103.59,5653,13,3.42,3.72,21.11,23.94
236,126.02,118.88,5654,14,1.44,1.29,22.17,22.41
236,131.88,118.59,5655,15,1.95,2.22,22.28,25.01
236,103.39,110.95,5656,16,2.78,2.79,16.42,18.56
236,90.83,81.98,5657,17,2.58,2.42,7.29,7.39
236,114.52,107.29,5658,18,2.59,2.71,0.5,0.46
236,121.77,107.01,5659,19,3.02,2.67,0.0,0.0
236,160.57,163.6,5660,20,2.57,2.78,0.0,0.0
236,178.09,201.65,5661,21,2.58,2.25,0.0,0.0
236,99.3,106.66,5662,22,3.28,3.4,0.0,0.0
236,41.73,41.04,5663,23,2.18,2.45,0.0,0.0
236,17.95,16.0,5664,24,1.35,1.22,0.0,0.0
237,17.31,18.46,5665,1,1.78,1.96,0.0,0.0
237,18.26,17.35,5666,2,1.7,1.95,0.0,0.0
237,17.52,18.51,5667,3,1.61,1.56,0.0,0.0
237,26.83,29.83,5668,4,1.37,1.2,0.0,0.0
237,48.05,41.52,5669,5,1.8,1.6,0.0,0.0
237,15.74,14.65,5670,6,2.08,2.17,0.0,0.0
237,69.5,77.95,5671,7,2.27,2.31,0.05,0.05
237,128.94,130.46,5672,8,2.73,2.59,1.76,1.96
237,171.83,149.3,5673,9,3.19,3.35,4.53,4.03
237,87.57,95.42,5674,10,3.42,3.86,7.11,6.72
237,111.82,116.5,5675,11,2.96,2.6,9.41,10.53
237,80.24,87.99,5676,12,2.97,2.72,10.44,11.49
237,80.72,80.38,5677,13,2.83,2.5,10.56,10.78
237,90.05,79.72,5678,14,2.22,2.36,9.85,9.08
237,100.91,108.62,5679,15,2.35,2.17,8.31,8.69
237,84.94,78.09,5680,16,2.31,2.3,5.46,5.58
237,66.21,69.1,5681,17,2.6,2.94,2.74,2.79
237,102.78,93.54,5682,18,2.75,2.55,0.48,0.45
237,146.07,127.4,5683,19,2.82,2.82,0.0,0.0
237,168.81,155.42,5684,20,2.64,2.39,0.0,0.0
237,187.35,179.66,5685,21,2.85,3.18,0.0,0.0
237,112.96,126.2,5686,22,2.65,2.43,0.0,0.0
237,28.73,32.16,5687,23,1.89,1.93,0.0,0.0
237,19.42,18.56,5688,24,1.78,1.52,0.0,0.0
238,16.22,14.71,5689,1,1.75,1.57,0.0,0.0
238,33.95,37.93,5690,2,1.67,1.61,0.0,0.0
238,36.02,36.78,5691,3,1.45,1.55,0.0,0.0
238,16.26,15.35,5692,4,1.39,1.3,0.0,0.0
238,53.77,55.92,5693,5,1.6,1.6,0.0,0.0
238,17.06,17.59,5694,6,2.0,1.78,0.0,0.0
238,44.05,42.49,5695,7,2.72,2.84,0.38,0.39
238,47.67,49.29,5696,8,2.74,2.77,5.95,5.99
238,150.15,147.0,5697,9,2.9,3.24,4.56,4.25
238,101.59,111.8,5698,10,2.84,2.58,7.14,6.23
238,108.54,123.69,5699,11,2.63,3.02,9.47,10.09
238,82.17,75.35,5700,12,2.35,2.14,10.45,11.7
238,115.27,108.69,5701,13,2.05,2.34,11.53,9.95
238,104.3,105.12,5702,14,1.79,1.95,11.68,12.37
238,254.71,265.03,5703,15,1.3,1.48,10.73,12.19
238,122.76,132.43,5704,16,0.8,0.75,7.9,6.99
238,85.79,78.3,5705,17,2.04,2.12,4.68,5.35
238,77.35,68.02,5706,18,2.09,1.83,1.01,1.01
238,106.72,98.5,5707,19,1.92,1.74,0.0,0.0
238,167.16,180.25,5708,20,1.94,1.7,0.0,0.0
238,295.53,327.32,5709,21,1.76,1.85,0.0,0.0
238,221.06,222.61,5710,22,1.51,1.54,0.0,0.0
238,248.48,228.45,5711,23,1.33,1.24,0.0,0.0
238,104.68,118.59,5712,24,1.36,1.19,0.0,0.0
239,50.83,50.7,5713,1,1.32,1.16,0.0,0.0
239,42.54,47.19,5714,2,1.37,1.37,0.0,0.0
239,41.52,39.21,5715,3,1.34,1.31,0.0,0.0
239,42.14,38.24,5716,4,1.36,1.49,0.0,0.0
239,42.49,44.34,5717,5,1.42,1.45,0.0,0.0
239,67.29,72.05,5718,6,1.6,1.8,0.0,0.0
239,20.71,21.44,5719,7,2.76,2.91,0.05,0.06
239,30.53,28.96,5720,8,3.55,3.03,1.76,1.72
239,170.18,192.26,5721,9,3.54,3.36,4.54,4.7
239,88.58,99.27,5722,10,3.67,3.4,7.13,8.07
239,91.65,99.61,5723,11,2.82,2.48,9.35,8.32
239,91.95,104.82,5724,12,2.54,2.81,10.21,10.19
239,50.65,54.56,5725,13,2.52,2.29,14.03,14.32
239,46.56,47.14,5726,14,2.55,2.72,16.37,15.6
239,96.08,108.23,5727,15,2.5,2.39,17.49,15.01
239,108.45,106.41,5728,16,2.21,2.37,15.7,16.39
239,53.54,54.23,5729,17,2.35,2.33,10.66,9.43
239,157.84,158.66,5730,18,2.4,2.11,3.34,3.27
239,187.6,192.28,5731,19,2.67,2.67,0.0,0.0
239,389.28,348.42,5732,20,2.64,2.81,0.0,0.0
239,194.47,222.77,5733,21,2.53,2.44,0.0,0.0
239,137.24,122.24,5734,22,2.39,2.7,0.0,0.0
239,102.86,116.24,5735,23,2.13,2.33,0.0,0.0
239,104.08,110.36,5736,24,1.87,1.83,0.0,0.0
240,86.49,86.88,5737,1,1.84,1.56,0.0,0.0
240,69.4,59.68,5738,2,1.77,1.96,0.0,0.0
240,17.79,18.06,5739,3,1.66,1.45,0.0,0.0
240,18.43,18.42,5740,4,1.65,1.56,0.0,0.0
240,17.82,18.63,5741,5,1.82,1.74,0.0,0.0
240,17.87,16.98,5742,6,1.96,2.01,0.0,0.0
240,16.27,14.6,5743,7,3.33,3.46,0.31,0.32
240,39.39,42.05,5744,8,3.61,3.69,11.51,12.61
240,143.43,125.89,5745,9,3.61,4.08,20.46,21.4
240,222.98,243.56,5746,10,2.73,2.8,23.35,20.62
240,73.63,74.72,5747,11,2.3,2.41,24.07,27.61
240,117.57,110.69,5748,12,2.97,2.94,24.04,24.94
240,190.57,202.41,5749,13,3.03,3.14,23.46,22.95
240,117.85,128.72,5750,14,2.95,2.84,22.5,25.16
240,146.2,128.4,5751,15,3.01,3.18,20.33,19.34
240,141.32,121.22,5752,16,1.17,1.24,16.44,14.43
240,89.74,100.61,5753,17,1.62,1.59,10.17,9.72
240,239.69,245.37,5754,18,2.5,2.26,1.75,1.83
240,110.59,95.39,5755,19,2.8,2.53,0.0,0.0
240,91.44,89.35,5756,20,2.84,2.83,0.0,0.0
240,92.45,93.74,5757,21,2.97,2.93,0.0,0.0
240,90.61,96.02,5758,22,2.6,2.37,0.0,0.0
240,60.89,58.17,5759,23,2.38,2.23,0.0,0.0
240,45.45,50.88,5760,24,1.87,1.88,0.0,0.0
241,59.58,65.09,5761,1,1.95,1.73,0.0,0.0
241,27.14,29.73,5762,2,1.79,1.6,0.0,0.0
241,19.45,19.93,5763,3,1.7,1.79,0.0,0.0
241,20.36,19.69,5764,4,1.7,1.48,0.0,0.0
241,17.87,16.26,5765,5,1.89,1.68,0.0,0.0
241,16.64,16.41,5766,6,2.18,2.21,0.0,0.0
241,48.93,50.23,5767,7,2.59,2.48,0.2,0.18
241,38.04,38.22,5768,8,2.88,2.89,6.03,6.56
241,97.16,101.2,5769,9,3.5,3.2,12.4,12.7
241,53.57,48.3,5770,10,2.94,3.22,15.41,13.49
241,123.1,141.44,5771,11,2.53,2.7,17.77,20.05
241,151.19,129.7,5772,12,2.69,2.29,18.39,18.33
241,160.2,161.43,5773,13,3.16,2.7,17.99,20.55
241,234.95,265.03,5774,14,2.97,2.57,16.46,16.82
241,148.7,131.07,5775,15,3.01,2.74,13.6,13.34
241,129.56,139.78,5776,16,2.0,1.91,12.86,11.2
241,170.27,177.75,5777,17,1.91,1.73,8.87,8.44
241,82.84,80.56,5778,18,2.59,2.49,3.09,2.71
241,108.74,120.01,5779,19,2.81,2.49,0.0,0.0
241,121.12,112.36,5780,20,2.91,2.81,0.0,0.0
241,171.6,176.87,5781,21,2.77,2.67,0.0,0.0
241,180.59,169.49,5782,22,2.59,2.43,0.0,0.0
241,275.85,279.49,5783,23,2.57,2.9,0.0,0.0
241,237.52,255.02,5784,24,2.18,2.4,0.0,0.0
242,86.34,91.8,5785,1,2.19,1.9,0.0,0.0
242,70.27,69.85,5786,2,1.87,2.0,0.0,0.0
242,74.08,68.23,5787,3,1.85,1.64,0.0,0.0
