actual,curr_pred,exp_ma,hour,slope1,slope2,t1,t2,t3,t4,t5,t6,t7
21.39,21.35,197.379735042,14,-4.32,2.82,26.61,21.74,14.26,21.74,26.68,23.25,21.41
21.75,24.17,197.379735042,15,2.82,-5.6,22.83,24.05,9.77,19.29,22.93,21.89,19.01
18.25,18.57,197.379735042,16,-5.6,-13.5,18.22,15.82,7.38,18.42,17.35,14.58,13.76
5.97,5.07,197.379735042,17,-13.5,-5.07,6.32,5.51,0.96,5.39,4.38,4.97,4.42
0,0,197.379735042,18,-5.07,0,0,0,0,0,0,0,0
0,0,197.379735042,19,0,0,0,0,0,0,0,0,0
0,0,197.379735042,20,0,0,0,0,0,0,0,0,0
0,0,197.379735042,21,0,0,0,0,0,0,0,0,0
0,0,197.379735042,22,0,0,0,0,0,0,0,0,0
0,0,197.379735042,23,0,0,0,0,0,0,0,0,0
0,0,198.270509066,0,0,0,0,0,0,0,0,0,0
0,0,198.270509066,1,0,0,0,0,0,0,0,0,0
0,0,198.270509066,2,0,0,0,0,0,0,0,0,0
0,0,198.270509066,3,0,0,0,0,0,0,0,0,0
0,0,198.270509066,4,0,0,0,0,0,0,0,0,0
0,0,198.270509066,5,0,0.06,0,0,0,0,0,0,0
0.06,0.06,198.270509066,6,0.06,7.83,0.06,0.05,0.02,0.03,0.02,0,0
9.15,7.89,198.270509066,7,7.83,8.89,8.54,9.31,8.03,8.99,10.26,10.96,8.73
19.72,16.78,198.270509066,8,8.89,8.53,21.88,21.19,10.44,19.44,15.65,17.71,20.43
23.69,25.31,198.270509066,9,8.53,-0.8,20.3,20.03,21.17,22.52,21.05,20.79,21.37
25.08,24.51,198.270509066,10,-0.8,-1.66,27.6,26.01,22.01,21.71,18.28,21.14,24.66
25.5,22.85,198.270509066,11,-1.66,-0.2,27.47,26.3,28.18,16.29,16.79,23.45,16.66
25.51,22.65,198.270509066,12,-0.2,5.1,21.91,27.46,26.47,15.51,23.14,25.26,18.94
25.06,27.75,198.270509066,13,5.1,-1.82,25.67,27.94,22.88,17.18,26.21,26.2,22.92
24.13,25.93,198.270509066,14,-1.82,-1.08,21.35,26.61,21.74,14.26,21.74,26.68,23.25
22.73,24.85,198.270509066,15,-1.08,-6.68,24.17,22.83,24.05,9.77,19.29,22.93,21.89
17.74,18.17,198.270509066,16,-6.68,-11.39,18.57,18.22,15.82,7.38,18.42,17.35,14.58
5.93,6.78,198.270509066,17,-11.39,-6.78,5.07,6.32,5.51,0.96,5.39,4.38,4.97
0,0,198.270509066,18,-6.78,0,0,0,0,0,0,0,0
0,0,198.270509066,19,0,0,0,0,0,0,0,0,0
0,0,198.270509066,20,0,0,0,0,0,0,0,0,0
0,0,198.270509066,21,0,0,0,0,0,0,0,0,0
0,0,198.270509066,22,0,0,0,0,0,0,0,0,0
0,0,198.270509066,23,0,0,0,0,0,0,0,0,0
0,0,198.722516641,0,0,0,0,0,0,0,0,0,0
0,0,198.722516641,1,0,0,0,0,0,0,0,0,0
0,0,198.722516641,2,0,0,0,0,0,0,0,0,0
0,0,198.722516641,3,0,0,0,0,0,0,0,0,0
0,0,198.722516641,4,0,0,0,0,0,0,0,0,0
0,0,198.722516641,5,0,0.07,0,0,0,0,0,0,0
0.06,0.07,198.722516641,6,0.07,8.19,0.06,0.06,0.05,0.02,0.03,0.02,0
9.32,8.26,198.722516641,7,8.19,10.38,7.89,8.54,9.31,8.03,8.99,10.26,10.96
20.42,18.64,198.722516641,8,10.38,5.98,16.78,21.88,21.19,10.44,19.44,15.65,17.71
23.84,24.62,198.722516641,9,5.98,-3.28,25.31,20.3,20.03,21.17,22.52,21.05,20.79
25,21.34,198.722516641,10,-3.28,1.46,24.51,27.6,26.01,22.01,21.71,18.28,21.14
25.15,22.8,198.722516641,11,1.46,-0.52,22.85,27.47,26.3,28.18,16.29,16.79,23.45
25.15,22.28,198.722516641,12,-0.52,4.27,22.65,21.91,27.46,26.47,15.51,23.14,25.26
24.74,26.55,198.722516641,13,4.27,-5,27.75,25.67,27.94,22.88,17.18,26.21,26.2
24.05,21.55,198.722516641,14,-5,0.27,25.93,21.35,26.61,21.74,14.26,21.74,26.68
22.52,21.82,198.722516641,15,0.27,-4.46,24.85,24.17,22.83,24.05,9.77,19.29,22.93
17.76,17.36,198.722516641,16,-4.46,-11.11,18.17,18.57,18.22,15.82,7.38,18.42,17.35
6.55,6.25,198.722516641,17,-11.11,-6.25,6.78,5.07,6.32,5.51,0.96,5.39,4.38
0,0,198.722516641,18,-6.25,0,0,0,0,0,0,0,0
0,0,198.722516641,19,0,0,0,0,0,0,0,0,0
0,0,198.722516641,20,0,0,0,0,0,0,0,0,0
0,0,198.722516641,21,0,0,0,0,0,0,0,0,0
0,0,198.722516641,22,0,0,0,0,0,0,0,0,0
0,0,198.722516641,23,0,0,0,0,0,0,0,0,0
0,0,199.257230551,0,0,0,0,0,0,0,0,0,0
0,0,199.257230551,1,0,0,0,0,0,0,0,0,0
0,0,199.257230551,2,0,0,0,0,0,0,0,0,0
0,0,199.257230551,3,0,0,0,0,0,0,0,0,0
0,0,199.257230551,4,0,0,0,0,0,0,0,0,0
0,0,199.257230551,5,0,0.09,0,0,0,0,0,0,0
0.08,0.09,199.257230551,6,0.09,9.24,0.07,0.06,0.06,0.05,0.02,0.03,0.02
9.31,9.33,199.257230551,7,9.24,8,8.26,7.89,8.54,9.31,8.03,8.99,10.26
19.62,17.33,199.257230551,8,8,4.9,18.64,16.78,21.88,21.19,10.44,19.44,15.65
23.18,22.23,199.257230551,9,4.9,-1.06,24.62,25.31,20.3,20.03,21.17,22.52,21.05
24.73,21.17,199.257230551,10,-1.06,0.67,21.34,24.51,27.6,26.01,22.01,21.71,18.28
25.28,21.84,199.257230551,11,0.67,0.58,22.8,22.85,27.47,26.3,28.18,16.29,16.79
25.4,22.42,199.257230551,12,0.58,1.4,22.28,22.65,21.91,27.46,26.47,15.51,23.14
25.23,23.82,199.257230551,13,1.4,2.45,26.55,27.75,25.67,27.94,22.88,17.18,26.21
24.57,26.27,199.257230551,14,2.45,-0.91,21.55,25.93,21.35,26.61,21.74,14.26,21.74
22.88,25.36,199.257230551,15,-0.91,-6.94,21.82,24.85,24.17,22.83,24.05,9.77,19.29
17.87,18.42,199.257230551,16,-6.94,-12.28,17.36,18.17,18.57,18.22,15.82,7.38,18.42
6.01,6.14,199.257230551,17,-12.28,-6.14,6.25,6.78,5.07,6.32,5.51,0.96,5.39
0,0,199.257230551,18,-6.14,0,0,0,0,0,0,0,0
0,0,199.257230551,19,0,0,0,0,0,0,0,0,0
0,0,199.257230551,20,0,0,0,0,0,0,0,0,0
0,0,199.257230551,21,0,0,0,0,0,0,0,0,0
0,0,199.257230551,22,0,0,0,0,0,0,0,0,0
0,0,199.257230551,23,0,0,0,0,0,0,0,0,0
0,0,200.165802996,0,0,0,0,0,0,0,0,0,0
0,0,200.165802996,1,0,0,0,0,0,0,0,0,0
0,0,200.165802996,2,0,0,0,0,0,0,0,0,0
0,0,200.165802996,3,0,0,0,0,0,0,0,0,0
0,0,200.165802996,4,0,0,0,0,0,0,0,0,0
0,0,200.165802996,5,0,0.09,0,0,0,0,0,0,0
0.08,0.09,200.165802996,6,0.09,8.46,0.09,0.07,0.06,0.06,0.05,0.02,0.03
9.29,8.55,200.165802996,7,8.46,8.55,9.33,8.26,7.89,8.54,9.31,8.03,8.99
19.07,17.1,200.165802996,8,8.55,6.1,17.33,18.64,16.78,21.88,21.19,10.44,19.44
23.44,23.2,200.165802996,9,6.1,4.67,22.23,24.62,25.31,20.3,20.03,21.17,22.52
25.08,27.87,200.165802996,10,4.67,-1.81,21.17,21.34,24.51,27.6,26.01,22.01,21.71
25.59,26.06,200.165802996,11,-1.81,2.15,21.84,22.8,22.85,27.47,26.3,28.18,16.29
25.84,28.21,200.165802996,12,2.15,-2.29,22.42,22.28,22.65,21.91,27.46,26.47,15.51
25.75,25.92,200.165802996,13,-2.29,-4.09,23.82,26.55,27.75,25.67,27.94,22.88,17.18
25.13,21.83,200.165802996,14,-4.09,0.46,26.27,21.55,25.93,21.35,26.61,21.74,14.26
23.31,22.29,200.165802996,15,0.46,-3.56,25.36,21.82,24.85,24.17,22.83,24.05,9.77
18.31,18.73,200.165802996,16,-3.56,-12.65,18.42,17.36,18.17,18.57,18.22,15.82,7.38
6.04,6.08,200.165802996,17,-12.65,-6.08,6.14,6.25,6.78,5.07,6.32,5.51,0.96
0,0,200.165802996,18,-6.08,0,0,0,0,0,0,0,0
0,0,200.165802996,19,0,0,0,0,0,0,0,0,0
0,0,200.165802996,20,0,0,0,0,0,0,0,0,0
0,0,200.165802996,21,0,0,0,0,0,0,0,0,0
0,0,200.165802996,22,0,0,0,0,0,0,0,0,0
0,0,200.165802996,23,0,0,0,0,0,0,0,0,0
0,0,200.106334537,0,0,0,0,0,0,0,0,0,0
0,0,200.106334537,1,0,0,0,0,0,0,0,0,0
0,0,200.106334537,2,0,0,0,0,0,0,0,0,0
0,0,200.106334537,3,0,0,0,0,0,0,0,0,0
0,0,200.106334537,4,0,0,0,0,0,0,0,0,0
0,0,200.106334537,5,0,0.1,0,0,0,0,0,0,0
0.09,0.1,200.106334537,6,0.1,8.84,0.09,0.09,0.07,0.06,0.06,0.05,0.02
9.51,8.94,200.106334537,7,8.84,13.75,8.55,9.33,8.26,7.89,8.54,9.31,8.03
20.23,22.69,200.106334537,8,13.75,0.7,17.1,17.33,18.64,16.78,21.88,21.19,10.44
22.46,23.39,200.106334537,9,0.7,-4.55,23.2,22.23,24.62,25.31,20.3,20.03,21.17
20.77,18.84,200.106334537,10,-4.55,-1.62,27.87,21.17,21.34,24.51,27.6,26.01,22.01
15.66,17.22,200.106334537,11,-1.62,5.88,26.06,21.84,22.8,22.85,27.47,26.3,28.18
20.71,23.1,200.106334537,12,5.88,1.99,28.21,22.42,22.28,22.65,21.91,27.46,26.47
23.28,25.09,200.106334537,13,1.99,-2.38,25.92,23.82,26.55,27.75,25.67,27.94,22.88
24.01,22.71,200.106334537,14,-2.38,-4.22,21.83,26.27,21.55,25.93,21.35,26.61,21.74
20.79,18.49,200.106334537,15,-4.22,-3.48,22.29,25.36,21.82,24.85,24.17,22.83,24.05
13.05,15.01,200.106334537,16,-3.48,-12.17,18.73,18.42,17.36,18.17,18.57,18.22,15.82
2.65,2.84,200.106334537,17,-12.17,-2.84,6.08,6.14,6.25,6.78,5.07,6.32,5.51
0,0,200.106334537,18,-2.84,0,0,0,0,0,0,0,0
0,0,200.106334537,19,0,0,0,0,0,0,0,0,0
0,0,200.106334537,20,0,0,0,0,0,0,0,0,0
0,0,200.106334537,21,0,0,0,0,0,0,0,0,0
0,0,200.106334537,22,0,0,0,0,0,0,0,0,0
0,0,200.106334537,23,0,0,0,0,0,0,0,0,0
0,0,200.628314837,0,0,0,0,0,0,0,0,0,0
0,0,200.628314837,1,0,0,0,0,0,0,0,0,0
0,0,200.628314837,2,0,0,0,0,0,0,0,0,0
0,0,200.628314837,3,0,0,0,0,0,0,0,0,0
0,0,200.628314837,4,0,0,0,0,0,0,0,0,0
0,0,200.628314837,5,0,0.05,0,0,0,0,0,0,0
0.05,0.05,200.628314837,6,0.05,7.74,0.1,0.09,0.09,0.07,0.06,0.06,0.05
8.75,7.79,200.628314837,7,7.74,8.62,8.94,8.55,9.33,8.26,7.89,8.54,9.31
18.01,16.41,200.628314837,8,8.62,5.51,22.69,17.1,17.33,18.64,16.78,21.88,21.19
22.4,21.92,200.628314837,9,5.51,2.02,23.39,23.2,22.23,24.62,25.31,20.3,20.03
24.28,23.94,200.628314837,10,2.02,-1.27,18.84,27.87,21.17,21.34,24.51,27.6,26.01
25.06,22.67,200.628314837,11,-1.27,2.08,17.22,26.06,21.84,22.8,22.85,27.47,26.3
25.24,24.75,200.628314837,12,2.08,1.9,23.1,28.21,22.42,22.28,22.65,21.91,27.46
25.04,26.65,200.628314837,13,1.9,-0.62,25.09,25.92,23.82,26.55,27.75,25.67,27.94
24.37,26.03,200.628314837,14,-0.62,-6.05,22.71,21.83,26.27,21.55,25.93,21.35,26.61
22.84,19.98,200.628314837,15,-6.05,-0.81,18.49,22.29,25.36,21.82,24.85,24.17,22.83
17.86,19.17,200.628314837,16,-0.81,-13.1,15.01,18.73,18.42,17.36,18.17,18.57,18.22
6.04,6.07,200.628314837,17,-13.1,-6.07,2.84,6.08,6.14,6.25,6.78,5.07,6.32
0,0,200.628314837,18,-6.07,0,0,0,0,0,0,0,0
0,0,200.628314837,19,0,0,0,0,0,0,0,0,0
0,0,200.628314837,20,0,0,0,0,0,0,0,0,0
0,0,200.628314837,21,0,0,0,0,0,0,0,0,0
0,0,200.628314837,22,0,0,0,0,0,0,0,0,0
0,0,200.628314837,23,0,0,0,0,0,0,0,0,0
0,0,200.691049395,0,0,0,0,0,0,0,0,0,0
0,0,200.691049395,1,0,0,0,0,0,0,0,0,0
0,0,200.691049395,2,0,0,0,0,0,0,0,0,0
0,0,200.691049395,3,0,0,0,0,0,0,0,0,0
0,0,200.691049395,4,0,0,0,0,0,0,0,0,0
0,0,200.691049395,5,0,0.09,0,0,0,0,0,0,0
0.11,0.09,200.691049395,6,0.09,9.5,0.05,0.1,0.09,0.09,0.07,0.06,0.06
9.58,9.59,200.691049395,7,9.5,9.48,7.79,8.94,8.55,9.33,8.26,7.89,8.54
20.35,19.07,200.691049395,8,9.48,3.1,16.41,22.69,17.1,17.33,18.64,16.78,21.88
23.47,22.17,200.691049395,9,3.1,0.67,21.92,23.39,23.2,22.23,24.62,25.31,20.3
24.54,22.84,200.691049395,10,0.67,4.11,23.94,18.84,27.87,21.17,21.34,24.51,27.6
24.61,26.95,200.691049395,11,4.11,-4.3,22.67,17.22,26.06,21.84,22.8,22.85,27.47
24.42,22.65,200.691049395,12,-4.3,0.42,24.75,23.1,28.21,22.42,22.28,22.65,21.91
22.64,23.07,200.691049395,13,0.42,-7.26,26.65,25.09,25.92,23.82,26.55,27.75,25.67
17.77,15.81,200.691049395,14,-7.26,1.27,26.03,22.71,21.83,26.27,21.55,25.93,21.35
19.79,17.08,200.691049395,15,1.27,0.22,19.98,18.49,22.29,25.36,21.82,24.85,24.17
16.98,17.3,200.691049395,16,0.22,-11.45,19.17,15.01,18.73,18.42,17.36,18.17,18.57
5.89,5.85,200.691049395,17,-11.45,-5.85,6.07,2.84,6.08,6.14,6.25,6.78,5.07
0,0,200.691049395,18,-5.85,0,0,0,0,0,0,0,0
0,0,200.691049395,19,0,0,0,0,0,0,0,0,0
0,0,200.691049395,20,0,0,0,0,0,0,0,0,0
0,0,200.691049395,21,0,0,0,0,0,0,0,0,0
0,0,200.691049395,22,0,0,0,0,0,0,0,0,0
0,0,200.691049395,23,0,0,0,0,0,0,0,0,0
0,0,200.88551721,0,0,0,0,0,0,0,0,0,0
0,0,200.88551721,1,0,0,0,0,0,0,0,0,0
0,0,200.88551721,2,0,0,0,0,0,0,0,0,0
0,0,200.88551721,3,0,0,0,0,0,0,0,0,0
0,0,200.88551721,4,0,0,0,0,0,0,0,0,0
0,0,200.88551721,5,0,0.1,0,0,0,0,0,0,0
0.09,0.1,200.88551721,6,0.1,9.9,0.09,0.05,0.1,0.09,0.09,0.07,0.06
10.08,10,200.88551721,7,9.9,7.23,9.59,7.79,8.94,8.55,9.33,8.26,7.89
16.09,17.23,200.88551721,8,7.23,1.76,19.07,16.41,22.69,17.1,17.33,18.64,16.78
20.81,18.99,200.88551721,9,1.76,5.83,22.17,21.92,23.39,23.2,22.23,24.62,25.31
22.81,24.82,200.88551721,10,5.83,-2.96,22.84,23.94,18.84,27.87,21.17,21.34,24.51
23.75,21.86,200.88551721,11,-2.96,5.28,26.95,22.67,17.22,26.06,21.84,22.8,22.85
24.46,27.14,200.88551721,12,5.28,-6.02,22.65,24.75,23.1,28.21,22.42,22.28,22.65
24.63,21.12,200.88551721,13,-6.02,-0.31,23.07,26.65,25.09,25.92,23.82,26.55,27.75
24.31,20.81,200.88551721,14,-0.31,0.96,15.81,26.03,22.71,21.83,26.27,21.55,25.93
22.76,21.77,200.88551721,15,0.96,-5.06,17.08,19.98,18.49,22.29,25.36,21.82,24.85
17.66,16.71,200.88551721,16,-5.06,-10.86,17.3,19.17,15.01,18.73,18.42,17.36,18.17
5.96,5.85,200.88551721,17,-10.86,-5.85,5.85,6.07,2.84,6.08,6.14,6.25,6.78
0,0,200.88551721,18,-5.85,0,0,0,0,0,0,0,0
0,0,200.88551721,19,0,0,0,0,0,0,0,0,0
0,0,200.88551721,20,0,0,0,0,0,0,0,0,0
0,0,200.88551721,21,0,0,0,0,0,0,0,0,0
0,0,200.88551721,22,0,0,0,0,0,0,0,0,0
0,0,200.88551721,23,0,0,0,0,0,0,0,0,0
0,0,200.8039171,0,0,0,0,0,0,0,0,0,0
0,0,200.8039171,1,0,0,0,0,0,0,0,0,0
0,0,200.8039171,2,0,0,0,0,0,0,0,0,0
0,0,200.8039171,3,0,0,0,0,0,0,0,0,0
0,0,200.8039171,4,0,0,0,0,0,0,0,0,0
0,0,200.8039171,5,0,0.08,0,0,0,0,0,0,0
0.08,0.08,200.8039171,6,0.08,6.09,0.1,0.09,0.05,0.1,0.09,0.09,0.07
6.63,6.17,200.8039171,7,6.09,1.13,10,9.59,7.79,8.94,8.55,9.33,8.26
8.36,7.3,200.8039171,8,1.13,9.99,17.23,19.07,16.41,22.69,17.1,17.33,18.64
18.57,17.29,200.8039171,9,9.99,5.08,18.99,22.17,21.92,23.39,23.2,22.23,24.62
23.9,22.37,200.8039171,10,5.08,6.89,24.82,22.84,23.94,18.84,27.87,21.17,21.34
25.59,29.26,200.8039171,11,6.89,-5.5,21.86,26.95,22.67,17.22,26.06,21.84,22.8
25.62,23.76,200.8039171,12,-5.5,-0.14,27.14,22.65,24.75,23.1,28.21,22.42,22.28
25.38,23.62,200.8039171,13,-0.14,-2.51,21.12,23.07,26.65,25.09,25.92,23.82,26.55
24.61,21.11,200.8039171,14,-2.51,1.04,20.81,15.81,26.03,22.71,21.83,26.27,21.55
23.01,22.15,200.8039171,15,1.04,-2.21,21.77,17.08,19.98,18.49,22.29,25.36,21.82
17.95,19.94,200.8039171,16,-2.21,-14.5,16.71,17.3,19.17,15.01,18.73,18.42,17.36
6.05,5.44,200.8039171,17,-14.5,-5.44,5.85,5.85,6.07,2.84,6.08,6.14,6.25
0,0,200.8039171,18,-5.44,0,0,0,0,0,0,0,0
0,0,200.8039171,19,0,0,0,0,0,0,0,0,0
0,0,200.8039171,20,0,0,0,0,0,0,0,0,0
0,0,200.8039171,21,0,0,0,0,0,0,0,0,0
0,0,200.8039171,22,0,0,0,0,0,0,0,0,0
0,0,200.8039171,23,0,0,0,0,0,0,0,0,0
0,0,200.302707068,0,0,0,0,0,0,0,0,0,0
0,0,200.302707068,1,0,0,0,0,0,0,0,0,0
0,0,200.302707068,2,0,0,0,0,0,0,0,0,0
0,0,200.302707068,3,0,0,0,0,0,0,0,0,0
0,0,200.302707068,4,0,0,0,0,0,0,0,0,0
0,0,200.302707068,5,0,0.11,0,0,0,0,0,0,0
0.11,0.11,200.302707068,6,0.11,9.27,0.08,0.1,0.09,0.05,0.1,0.09,0.09
9.5,9.38,200.302707068,7,9.27,7.91,6.17,10,9.59,7.79,8.94,8.55,9.33
20.11,17.29,200.302707068,8,7.91,4.39,7.3,17.23,19.07,16.41,22.69,17.1,17.33
22.35,21.68,200.302707068,9,4.39,-1.04,17.29,18.99,22.17,21.92,23.39,23.2,22.23
20.8,20.64,200.302707068,10,-1.04,-4.81,22.37,24.82,22.84,23.94,18.84,27.87,21.17
15.77,15.83,200.302707068,11,-4.81,4.82,29.26,21.86,26.95,22.67,17.22,26.06,21.84
20.87,20.65,200.302707068,12,4.82,3.48,23.76,27.14,22.65,24.75,23.1,28.21,22.42
23.56,24.13,200.302707068,13,3.48,0.04,23.62,21.12,23.07,26.65,25.09,25.92,23.82
24.4,24.17,200.302707068,14,0.04,-3.9,21.11,20.81,15.81,26.03,22.71,21.83,26.27
19.99,20.27,200.302707068,15,-3.9,-9.28,22.15,21.77,17.08,19.98,18.49,22.29,25.36
10.83,10.99,200.302707068,16,-9.28,-10.04,19.94,16.71,17.3,19.17,15.01,18.73,18.42
1.01,0.95,200.302707068,17,-10.04,-0.95,5.44,5.85,5.85,6.07,2.84,6.08,6.14
0,0,200.302707068,18,-0.95,0,0,0,0,0,0,0,0
0,0,200.302707068,19,0,0,0,0,0,0,0,0,0
0,0,200.302707068,20,0,0,0,0,0,0,0,0,0
0,0,200.302707068,21,0,0,0,0,0,0,0,0,0
0,0,200.302707068,22,0,0,0,0,0,0,0,0,0
0,0,200.302707068,23,0,0,0,0,0,0,0,0,0
0,0,200.75361786,0,0,0,0,0,0,0,0,0,0
0,0,200.75361786,1,0,0,0,0,0,0,0,0,0
0,0,200.75361786,2,0,0,0,0,0,0,0,0,0
0,0,200.75361786,3,0,0,0,0,0,0,0,0,0
0,0,200.75361786,4,0,0,0,0,0,0,0,0,0
0,0,200.75361786,5,0,0.1,0,0,0,0,0,0,0
0.11,0.1,200.75361786,6,0.1,10.33,0.11,0.08,0.1,0.09,0.05,0.1,0.09
9.5,10.43,200.75361786,7,10.33,11.76,9.38,6.17,10,9.59,7.79,8.94,8.55
20.42,22.19,200.75361786,8,11.76,1.1,17.29,7.3,17.23,19.07,16.41,22.69,17.1
23.41,23.29,200.75361786,9,1.1,-2.11,21.68,17.29,18.99,22.17,21.92,23.39,23.2
24.59,21.18,200.75361786,10,-2.11,1.84,20.64,22.37,24.82,22.84,23.94,18.84,27.87
24.85,23.02,200.75361786,11,1.84,3.9,15.83,29.26,21.86,26.95,22.67,17.22,26.06
24.72,26.92,200.75361786,12,3.9,-1.62,20.65,23.76,27.14,22.65,24.75,23.1,28.21
24.22,25.3,200.75361786,13,-1.62,-3.58,24.13,23.62,21.12,23.07,26.65,25.09,25.92
22.92,21.72,200.75361786,14,-3.58,-1.2,24.17,21.11,20.81,15.81,26.03,22.71,21.83
19.97,20.52,200.75361786,15,-1.2,-5.71,20.27,22.15,21.77,17.08,19.98,18.49,22.29
13.68,14.81,200.75361786,16,-5.71,-10.75,10.99,19.94,16.71,17.3,19.17,15.01,18.73
3.57,4.06,200.75361786,17,-10.75,-4.06,0.95,5.44,5.85,5.85,6.07,2.84,6.08
0,0,200.75361786,18,-4.06,0,0,0,0,0,0,0,0
0,0,200.75361786,19,0,0,0,0,0,0,0,0,0
0,0,200.75361786,20,0,0,0,0,0,0,0,0,0
0,0,200.75361786,21,0,0,0,0,0,0,0,0,0
0,0,200.75361786,22,0,0,0,0,0,0,0,0,0
0,0,200.75361786,23,0,0,0,0,0,0,0,0,0
0,0,199.651194226,0,0,0,0,0,0,0,0,0,0
0,0,199.651194226,1,0,0,0,0,0,0,0,0,0
0,0,199.651194226,2,0,0,0,0,0,0,0,0,0
0,0,199.651194226,3,0,0,0,0,0,0,0,0,0
0,0,199.651194226,4,0,0,0,0,0,0,0,0,0
0,0,199.651194226,5,0,0.09,0,0,0,0,0,0,0
0.09,0.09,199.651194226,6,0.09,9,0.1,0.11,0.08,0.1,0.09,0.05,0.1
9.83,9.09,199.651194226,7,9,7.82,10.43,9.38,6.17,10,9.59,7.79,8.94
18.23,16.91,199.651194226,8,7.82,1.42,22.19,17.29,7.3,17.23,19.07,16.41,22.69
20.67,18.33,199.651194226,9,1.42,0.07,23.29,21.68,17.29,18.99,22.17,21.92,23.39
20.8,18.4,199.651194226,10,0.07,1.9,21.18,20.64,22.37,24.82,22.84,23.94,18.84
19.5,20.3,199.651194226,11,1.9,-1.34,23.02,15.83,29.26,21.86,26.95,22.67,17.22
19.77,18.96,199.651194226,12,-1.34,-0.69,26.92,20.65,23.76,27.14,22.65,24.75,23.1
19.36,18.27,199.651194226,13,-0.69,0.91,25.3,24.13,23.62,21.12,23.07,26.65,25.09
17.99,19.18,199.651194226,14,0.91,-3.33,21.72,24.17,21.11,20.81,15.81,26.03,22.71
16.32,15.85,199.651194226,15,-3.33,-5.89,20.52,20.27,22.15,21.77,17.08,19.98,18.49
11.24,9.96,199.651194226,16,-5.89,-6.91,14.81,10.99,19.94,16.71,17.3,19.17,15.01
3.58,3.05,199.651194226,17,-6.91,-3.05,4.06,0.95,5.44,5.85,5.85,6.07,2.84
0,0,199.651194226,18,-3.05,0,0,0,0,0,0,0,0
0,0,199.651194226,19,0,0,0,0,0,0,0,0,0
0,0,199.651194226,20,0,0,0,0,0,0,0,0,0
0,0,199.651194226,21,0,0,0,0,0,0,0,0,0
0,0,199.651194226,22,0,0,0,0,0,0,0,0,0
0,0,199.651194226,23,0,0,0,0,0,0,0,0,0
0,0,200.253058615,0,0,0,0,0,0,0,0,0,0
0,0,200.253058615,1,0,0,0,0,0,0,0,0,0
0,0,200.253058615,2,0,0,0,0,0,0,0,0,0
0,0,200.253058615,3,0,0,0,0,0,0,0,0,0
0,0,200.253058615,4,0,0,0,0,0,0,0,0,0
0,0,200.253058615,5,0,0.16,0,0,0,0,0,0,0
0.14,0.16,200.253058615,6,0.16,9.24,0.09,0.1,0.11,0.08,0.1,0.09,0.05
9.45,9.4,200.253058615,7,9.24,11.49,9.09,10.43,9.38,6.17,10,9.59,7.79
19.08,20.89,200.253058615,8,11.49,-0.54,16.91,22.19,17.29,7.3,17.23,19.07,16.41
22.41,20.35,200.253058615,9,-0.54,5.6,18.33,23.29,21.68,17.29,18.99,22.17,21.92
23.21,25.95,200.253058615,10,5.6,-3.67,18.4,21.18,20.64,22.37,24.82,22.84,23.94
23.24,22.28,200.253058615,11,-3.67,1.68,20.3,23.02,15.83,29.26,21.86,26.95,22.67
23.9,23.96,200.253058615,12,1.68,3,18.96,26.92,20.65,23.76,27.14,22.65,24.75
24.21,26.96,200.253058615,13,3,-1.34,18.27,25.3,24.13,23.62,21.12,23.07,26.65
23.88,25.62,200.253058615,14,-1.34,-5.51,19.18,21.72,24.17,21.11,20.81,15.81,26.03
22.24,20.11,200.253058615,15,-5.51,-3.66,15.85,20.52,20.27,22.15,21.77,17.08,19.98
17.3,16.45,200.253058615,16,-3.66,-11.26,9.96,14.81,10.99,19.94,16.71,17.3,19.17
5.73,5.19,200.253058615,17,-11.26,-5.19,3.05,4.06,0.95,5.44,5.85,5.85,6.07
0,0,200.253058615,18,-5.19,0,0,0,0,0,0,0,0
0,0,200.253058615,19,0,0,0,0,0,0,0,0,0
0,0,200.253058615,20,0,0,0,0,0,0,0,0,0
0,0,200.253058615,21,0,0,0,0,0,0,0,0,0
0,0,200.253058615,22,0,0,0,0,0,0,0,0,0
0,0,200.253058615,23,0,0,0,0,0,0,0,0,0
0,0,200.730186459,0,0,0,0,0,0,0,0,0,0
0,0,200.730186459,1,0,0,0,0,0,0,0,0,0
0,0,200.730186459,2,0,0,0,0,0,0,0,0,0
0,0,200.730186459,3,0,0,0,0,0,0,0,0,0
0,0,200.730186459,4,0,0,0,0,0,0,0,0,0
0,0,200.730186459,5,0,0.16,0,0,0,0,0,0,0
0.15,0.16,200.730186459,6,0.16,8.46,0.16,0.09,0.1,0.11,0.08,0.1,0.09
9.47,8.62,200.730186459,7,8.46,10.23,9.4,9.09,10.43,9.38,6.17,10,9.59
18.08,18.85,200.730186459,8,10.23,1.41,20.89,16.91,22.19,17.29,7.3,17.23,19.07
21.79,20.26,200.730186459,9,1.41,-0.42,20.35,18.33,23.29,21.68,17.29,18.99,22.17
23.24,19.84,200.730186459,10,-0.42,6.65,25.95,18.4,21.18,20.64,22.37,24.82,22.84
23.84,26.49,200.730186459,11,6.65,-3.59,22.28,20.3,23.02,15.83,29.26,21.86,26.95
24.65,22.9,200.730186459,12,-3.59,-0.17,23.96,18.96,26.92,20.65,23.76,27.14,22.65
