day,demand_act,demand_d+1,demand_d+2,demand_d-1,demand_d-2,demand_t+1,demand_t+2,demand_t-1,demand_t-2,demand_td0,hour_of_day
84,81.02,33.73,38.16,43.58,34.28,104.05,117.32,15.6,20.14,75.23,7
84,114.12,182.11,109.47,179.45,128.45,117.32,96.54,75.23,15.6,104.05,8
84,118.16,128.02,103.79,75.0,98.49,96.54,84.73,104.05,75.23,117.32,9
84,88.22,90.96,84.96,72.22,98.02,84.73,89.37,117.32,104.05,96.54,10
84,78.68,116.51,77.14,87.19,88.11,89.37,85.92,96.54,117.32,84.73,11
84,87.47,98.47,87.14,76.14,91.6,85.92,93.45,84.73,96.54,89.37,12
84,98.0,31.7,20.06,19.1,67.67,93.45,113.47,89.37,84.73,85.92,13
84,86.07,22.11,15.64,14.99,76.01,113.47,156.16,85.92,89.37,93.45,14
84,125.27,23.77,17.73,15.12,85.23,156.16,150.57,93.45,85.92,113.47,15
84,164.67,33.75,17.49,23.42,30.12,150.57,19.74,113.47,93.45,156.16,16
84,131.38,27.9,27.93,16.91,16.71,19.74,84.13,156.16,113.47,150.57,17
84,21.18,28.37,79.5,15.57,21.48,84.13,110.31,150.57,156.16,19.74,18
84,87.57,25.67,166.45,98.9,37.76,110.31,88.03,19.74,150.57,84.13,19
84,117.78,140.65,130.84,288.45,152.52,88.03,214.97,84.13,19.74,110.31,20
84,89.82,246.87,33.54,126.46,160.96,214.97,154.12,110.31,84.13,88.03,21
84,227.75,279.18,124.03,157.74,210.97,154.12,90.68,88.03,110.31,214.97,22
84,145.76,173.98,147.33,191.86,176.07,90.68,19.79,214.97,88.03,154.12,23
84,81.4,95.19,77.52,62.03,137.28,19.79,16.63,154.12,214.97,90.68,24
85,19.18,79.7,62.17,19.92,18.03,16.63,18.46,90.68,154.12,19.79,1
85,18.29,24.24,30.04,18.59,18.27,18.46,15.6,19.79,90.68,16.63,2
85,16.58,17.25,17.85,15.75,18.04,15.6,17.37,16.63,19.79,18.46,3
85,16.01,21.26,20.3,16.43,15.87,17.37,15.38,18.46,16.63,15.6,4
85,19.53,20.32,22.82,20.14,18.5,15.38,33.73,15.6,18.46,17.37,5
85,16.52,18.37,52.77,15.6,18.53,33.73,182.11,17.37,15.6,15.38,6
85,35.52,38.16,16.32,75.23,43.58,182.11,128.02,15.38,17.37,33.73,7
85,170.24,109.47,37.16,104.05,179.45,128.02,90.96,33.73,15.38,182.11,8
85,114.6,103.79,40.75,117.32,75.0,90.96,116.51,182.11,33.73,128.02,9
85,92.89,84.96,98.98,96.54,72.22,116.51,98.47,128.02,182.11,90.96,10
85,102.98,77.14,140.96,84.73,87.19,98.47,31.7,90.96,128.02,116.51,11
85,89.12,87.14,147.45,89.37,76.14,31.7,22.11,116.51,90.96,98.47,12
85,28.6,20.06,26.71,85.92,19.1,22.11,23.77,98.47,116.51,31.7,13
85,22.4,15.64,17.2,93.45,14.99,23.77,33.75,31.7,98.47,22.11,14
85,27.23,17.73,20.5,113.47,15.12,33.75,27.9,22.11,31.7,23.77,15
85,30.91,17.49,27.93,156.16,23.42,27.9,28.37,23.77,22.11,33.75,16
85,27.56,27.93,37.79,150.57,16.91,28.37,25.67,33.75,23.77,27.9,17
85,30.75,79.5,20.25,19.74,15.57,25.67,140.65,27.9,33.75,28.37,18
85,27.97,166.45,66.86,84.13,98.9,140.65,246.87,28.37,27.9,25.67,19
85,161.33,130.84,23.69,110.31,288.45,246.87,279.18,25.67,28.37,140.65,20
85,243.33,33.54,19.43,88.03,126.46,279.18,173.98,140.65,25.67,246.87,21
85,285.16,124.03,169.87,214.97,157.74,173.98,95.19,246.87,140.65,279.18,22
85,161.13,147.33,173.88,154.12,191.86,95.19,79.7,279.18,246.87,173.98,23
85,86.25,77.52,184.33,90.68,62.03,79.7,24.24,173.98,279.18,95.19,24
86,78.65,62.17,159.69,19.79,19.92,24.24,17.25,95.19,173.98,79.7,1
86,21.71,30.04,146.31,16.63,18.59,17.25,21.26,79.7,95.19,24.24,2
86,19.01,17.85,135.12,18.46,15.75,21.26,20.32,24.24,79.7,17.25,3
86,20.61,20.3,165.11,15.6,16.43,20.32,18.37,17.25,24.24,21.26,4
86,21.7,22.82,152.45,17.37,20.14,18.37,38.16,21.26,17.25,20.32,5
86,18.88,52.77,154.76,15.38,15.6,38.16,109.47,20.32,21.26,18.37,6
86,35.06,16.32,99.29,33.73,75.23,109.47,103.79,18.37,20.32,38.16,7
86,114.83,37.16,52.46,182.11,104.05,103.79,84.96,38.16,18.37,109.47,8
86,114.29,40.75,39.28,128.02,117.32,84.96,77.14,109.47,38.16,103.79,9
86,82.44,98.98,73.19,90.96,96.54,77.14,87.14,103.79,109.47,84.96,10
86,81.4,140.96,39.87,116.51,84.73,87.14,20.06,84.96,103.79,77.14,11
86,80.41,147.45,42.26,98.47,89.37,20.06,15.64,77.14,84.96,87.14,12
86,18.85,26.71,38.91,31.7,85.92,15.64,17.73,87.14,77.14,20.06,13
86,18.37,17.2,44.44,22.11,93.45,17.73,17.49,20.06,87.14,15.64,14
86,18.22,20.5,77.83,23.77,113.47,17.49,27.93,15.64,20.06,17.73,15
86,18.22,27.93,46.78,33.75,156.16,27.93,79.5,17.73,15.64,17.49,16
86,28.51,37.79,15.33,27.9,150.57,79.5,166.45,17.49,17.73,27.93,17
86,85.52,20.25,19.28,28.37,19.74,166.45,130.84,27.93,17.49,79.5,18
86,191.67,66.86,17.55,25.67,84.13,130.84,33.54,79.5,27.93,166.45,19
86,133.25,23.69,16.86,140.65,110.31,33.54,124.03,166.45,79.5,130.84,20
86,38.2,19.43,18.83,246.87,88.03,124.03,147.33,130.84,166.45,33.54,21
86,140.09,169.87,20.32,279.18,214.97,147.33,77.52,33.54,130.84,124.03,22
86,144.44,173.88,16.96,173.98,154.12,77.52,62.17,124.03,33.54,147.33,23
86,76.8,184.33,52.91,95.19,90.68,62.17,30.04,147.33,124.03,77.52,24
87,59.48,159.69,15.42,79.7,19.79,30.04,17.85,77.52,147.33,62.17,1
87,27.21,146.31,15.18,24.24,16.63,17.85,20.3,62.17,77.52,30.04,2
87,17.63,135.12,15.58,17.25,18.46,20.3,22.82,30.04,62.17,17.85,3
87,18.02,165.11,14.86,21.26,15.6,22.82,52.77,17.85,30.04,20.3,4
87,21.35,152.45,15.15,20.32,17.37,52.77,16.32,20.3,17.85,22.82,5
87,53.89,154.76,16.83,18.37,15.38,16.32,37.16,22.82,20.3,52.77,6
87,17.57,99.29,39.97,38.16,33.73,37.16,40.75,52.77,22.82,16.32,7
87,42.97,52.46,107.35,109.47,182.11,40.75,98.98,16.32,52.77,37.16,8
87,41.46,39.28,68.1,103.79,128.02,98.98,140.96,37.16,16.32,40.75,9
87,106.16,73.19,75.39,84.96,90.96,140.96,147.45,40.75,37.16,98.98,10
87,125.93,39.87,75.32,77.14,116.51,147.45,26.71,98.98,40.75,140.96,11
87,163.75,42.26,56.61,87.14,98.47,26.71,17.2,140.96,98.98,147.45,12
87,30.15,38.91,17.56,20.06,31.7,17.2,20.5,147.45,140.96,26.71,13
87,19.68,44.44,24.45,15.64,22.11,20.5,27.93,26.71,147.45,17.2,14
87,17.83,77.83,15.19,17.73,23.77,27.93,37.79,17.2,26.71,20.5,15
87,29.38,46.78,15.96,17.49,33.75,37.79,20.25,20.5,17.2,27.93,16
87,34.53,15.33,18.15,27.93,27.9,20.25,66.86,27.93,20.5,37.79,17
87,22.14,19.28,38.66,79.5,28.37,66.86,23.69,37.79,27.93,20.25,18
87,58.15,17.55,20.48,166.45,25.67,23.69,19.43,20.25,37.79,66.86,19
87,25.22,16.86,57.04,130.84,140.65,19.43,169.87,66.86,20.25,23.69,20
87,20.65,18.83,168.43,33.54,246.87,169.87,173.88,23.69,66.86,19.43,21
87,197.82,20.32,111.46,124.03,279.18,173.88,184.33,19.43,23.69,169.87,22
87,200.28,16.96,110.7,147.33,173.98,184.33,159.69,169.87,19.43,173.88,23
87,202.67,52.91,65.42,77.52,95.19,159.69,146.31,173.88,169.87,184.33,24
88,167.45,15.42,13.06,62.17,79.7,146.31,135.12,184.33,173.88,159.69,1
88,137.94,15.18,12.6,30.04,24.24,135.12,165.11,159.69,184.33,146.31,2
88,140.69,15.58,11.08,17.85,17.25,165.11,152.45,146.31,159.69,135.12,3
88,143.75,14.86,9.24,20.3,21.26,152.45,154.76,135.12,146.31,165.11,4
88,139.75,15.15,13.09,22.82,20.32,154.76,99.29,165.11,135.12,152.45,5
88,136.72,16.83,38.55,52.77,18.37,99.29,52.46,152.45,165.11,154.76,6
88,109.82,39.97,26.92,16.32,38.16,52.46,39.28,154.76,152.45,99.29,7
88,54.29,107.35,52.36,37.16,109.47,39.28,73.19,99.29,154.76,52.46,8
88,35.07,68.1,13.67,40.75,103.79,73.19,39.87,52.46,99.29,39.28,9
88,77.32,75.39,69.61,98.98,84.96,39.87,42.26,39.28,52.46,73.19,10
88,42.16,75.32,49.83,140.96,77.14,42.26,38.91,73.19,39.28,39.87,11
88,37.4,56.61,54.47,147.45,87.14,38.91,44.44,39.87,73.19,42.26,12
88,34.11,17.56,90.8,26.71,20.06,44.44,77.83,42.26,39.87,38.91,13
88,49.74,24.45,104.07,17.2,15.64,77.83,46.78,38.91,42.26,44.44,14
88,80.92,15.19,94.64,20.5,17.73,46.78,15.33,44.44,38.91,77.83,15
88,43.2,15.96,83.28,27.93,17.49,15.33,19.28,77.83,44.44,46.78,16
88,15.77,18.15,69.49,37.79,27.93,19.28,17.55,46.78,77.83,15.33,17
88,17.78,38.66,34.12,20.25,79.5,17.55,16.86,15.33,46.78,19.28,18
88,19.64,20.48,128.7,66.86,166.45,16.86,18.83,19.28,15.33,17.55,19
88,15.57,57.04,169.99,23.69,130.84,18.83,20.32,17.55,19.28,16.86,20
88,18.01,168.43,117.74,19.43,33.54,20.32,16.96,16.86,17.55,18.83,21
88,19.14,111.46,194.75,169.87,124.03,16.96,52.91,18.83,16.86,20.32,22
88,15.74,110.7,126.23,173.88,147.33,52.91,15.42,20.32,18.83,16.96,23
88,56.86,65.42,39.41,184.33,77.52,15.42,15.18,16.96,20.32,52.91,24
89,16.97,13.06,19.93,159.69,62.17,15.18,15.58,52.91,16.96,15.42,1
89,14.83,12.6,15.12,146.31,30.04,15.58,14.86,15.42,52.91,15.18,2
89,15.97,11.08,14.56,135.12,17.85,14.86,15.15,15.18,15.42,15.58,3
89,16.56,9.24,11.85,165.11,20.3,15.15,16.83,15.58,15.18,14.86,4
89,15.57,13.09,16.88,152.45,22.82,16.83,39.97,14.86,15.58,15.15,5
89,15.71,38.55,18.06,154.76,52.77,39.97,107.35,15.15,14.86,16.83,6
89,42.07,26.92,93.11,99.29,16.32,107.35,68.1,16.83,15.15,39.97,7
89,109.29,52.36,179.04,52.46,37.16,68.1,75.39,39.97,16.83,107.35,8
89,79.95,13.67,152.58,39.28,40.75,75.39,75.32,107.35,39.97,68.1,9
89,77.86,69.61,172.81,73.19,98.98,75.32,56.61,68.1,107.35,75.39,10
89,77.45,49.83,170.77,39.87,140.96,56.61,17.56,75.39,68.1,75.32,11
89,53.57,54.47,203.0,42.26,147.45,17.56,24.45,75.32,75.39,56.61,12
89,16.19,90.8,124.68,38.91,26.71,24.45,15.19,56.61,75.32,17.56,13
89,23.83,104.07,47.89,44.44,17.2,15.19,15.96,17.56,56.61,24.45,14
89,15.49,94.64,132.23,77.83,20.5,15.96,18.15,24.45,17.56,15.19,15
89,15.48,83.28,38.01,46.78,27.93,18.15,38.66,15.19,24.45,15.96,16
89,19.86,69.49,93.79,15.33,37.79,38.66,20.48,15.96,15.19,18.15,17
89,40.11,34.12,63.27,19.28,20.25,20.48,57.04,18.15,15.96,38.66,18
89,20.41,128.7,64.48,17.55,66.86,57.04,168.43,38.66,18.15,20.48,19
89,56.03,169.99,115.06,16.86,23.69,168.43,111.46,20.48,38.66,57.04,20
89,163.24,117.74,120.86,18.83,19.43,111.46,110.7,57.04,20.48,168.43,21
89,119.69,194.75,158.08,20.32,169.87,110.7,65.42,168.43,57.04,111.46,22
89,122.36,126.23,105.32,16.96,173.88,65.42,13.06,111.46,168.43,110.7,23
89,75.24,39.41,66.76,52.91,184.33,13.06,12.6,110.7,111.46,65.42,24
90,11.41,19.93,15.64,15.42,159.69,12.6,11.08,65.42,110.7,13.06,1
90,11.38,15.12,11.35,15.18,146.31,11.08,9.24,13.06,65.42,12.6,2
90,11.7,14.56,11.44,15.58,135.12,9.24,13.09,12.6,13.06,11.08,3
90,10.75,11.85,40.94,14.86,165.11,13.09,38.55,11.08,12.6,9.24,4
90,12.12,16.88,14.83,15.15,152.45,38.55,26.92,9.24,11.08,13.09,5
90,34.54,18.06,10.02,16.83,154.76,26.92,52.36,13.09,9.24,38.55,6
90,26.78,93.11,47.0,39.97,99.29,52.36,13.67,38.55,13.09,26.92,7
90,46.38,179.04,73.71,107.35,52.46,13.67,69.61,26.92,38.55,52.36,8
90,12.18,152.58,72.93,68.1,39.28,69.61,49.83,52.36,26.92,13.67,9
90,70.89,172.81,74.97,75.39,73.19,49.83,54.47,13.67,52.36,69.61,10
90,53.14,170.77,88.99,75.32,39.87,54.47,90.8,69.61,13.67,49.83,11
90,59.66,203.0,122.35,56.61,42.26,90.8,104.07,49.83,69.61,54.47,12
90,84.91,124.68,101.65,17.56,38.91,104.07,94.64,54.47,49.83,90.8,13
90,119.4,47.89,20.75,24.45,44.44,94.64,83.28,90.8,54.47,104.07,14
90,106.99,132.23,14.66,15.19,77.83,83.28,69.49,104.07,90.8,94.64,15
90,76.01,38.01,10.62,15.96,46.78,69.49,34.12,94.64,104.07,83.28,16
90,77.23,93.79,13.78,18.15,15.33,34.12,128.7,83.28,94.64,69.49,17
90,36.11,63.27,14.21,38.66,19.28,128.7,169.99,69.49,83.28,34.12,18
90,147.02,64.48,11.89,20.48,17.55,169.99,117.74,34.12,69.49,128.7,19
90,177.55,115.06,43.87,57.04,16.86,117.74,194.75,128.7,34.12,169.99,20
90,108.71,120.86,89.05,168.43,18.83,194.75,126.23,169.99,128.7,117.74,21
90,212.41,158.08,126.24,111.46,20.32,126.23,39.41,117.74,169.99,194.75,22
90,125.53,105.32,181.42,110.7,16.96,39.41,19.93,194.75,117.74,126.23,23
90,40.83,66.76,41.73,65.42,52.91,19.93,15.12,126.23,194.75,39.41,24
91,21.76,15.64,14.12,13.06,15.42,15.12,14.56,39.41,126.23,19.93,1
91,14.6,11.35,10.06,12.6,15.18,14.56,11.85,19.93,39.41,15.12,2
91,16.91,11.44,14.48,11.08,15.58,11.85,16.88,15.12,19.93,14.56,3
91,13.46,40.94,12.48,9.24,14.86,16.88,18.06,14.56,15.12,11.85,4
91,15.59,14.83,9.94,13.09,15.15,18.06,93.11,11.85,14.56,16.88,5
91,19.69,10.02,13.71,38.55,16.83,93.11,179.04,16.88,11.85,18.06,6
91,92.54,47.0,27.65,26.92,39.97,179.04,152.58,18.06,16.88,93.11,7
91,160.08,73.71,95.98,52.36,107.35,152.58,172.81,93.11,18.06,179.04,8
91,135.13,72.93,189.98,13.67,68.1,172.81,170.77,179.04,93.11,152.58,9
91,200.81,74.97,108.52,69.61,75.39,170.77,203.0,152.58,179.04,172.81,10
91,175.32,88.99,88.22,49.83,75.32,203.0,124.68,172.81,152.58,170.77,11
91,182.46,122.35,48.02,54.47,56.61,124.68,47.89,170.77,172.81,203.0,12
91,134.13,101.65,24.44,90.8,17.56,47.89,132.23,203.0,170.77,124.68,13
91,51.64,20.75,33.14,104.07,24.45,132.23,38.01,124.68,203.0,47.89,14
91,126.03,14.66,19.64,94.64,15.19,38.01,93.79,47.89,124.68,132.23,15
91,35.4,10.62,16.6,83.28,15.96,93.79,63.27,132.23,47.89,38.01,16
91,94.83,13.78,9.76,69.49,18.15,63.27,64.48,38.01,132.23,93.79,17
91,70.85,14.21,51.85,34.12,38.66,64.48,115.06,93.79,38.01,63.27,18
91,63.32,11.89,81.76,128.7,20.48,115.06,120.86,63.27,93.79,64.48,19
91,134.63,43.87,77.62,169.99,57.04,120.86,158.08,64.48,63.27,115.06,20
91,114.92,89.05,146.86,117.74,168.43,158.08,105.32,115.06,64.48,120.86,21
91,182.86,126.24,72.25,194.75,111.46,105.32,66.76,120.86,115.06,158.08,22
91,106.33,181.42,105.02,126.23,110.7,66.76,15.64,158.08,120.86,105.32,23
91,70.43,41.73,53.8,39.41,65.42,15.64,11.35,105.32,158.08,66.76,24
92,14.3,14.12,20.5,19.93,13.06,11.35,11.44,66.76,105.32,15.64,1
92,11.66,10.06,16.54,15.12,12.6,11.44,40.94,15.64,66.76,11.35,2
92,11.83,14.48,10.88,14.56,11.08,40.94,14.83,11.35,15.64,11.44,3
92,47.16,12.48,15.45,11.85,9.24,14.83,10.02,11.44,11.35,40.94,4
92,13.06,9.94,10.22,16.88,13.09,10.02,47.0,40.94,11.44,14.83,5
92,10.74,13.71,20.77,18.06,38.55,47.0,73.71,14.83,40.94,10.02,6
92,45.36,27.65,45.32,93.11,26.92,73.71,72.93,10.02,14.83,47.0,7
92,71.21,95.98,35.85,179.04,52.36,72.93,74.97,47.0,10.02,73.71,8
92,82.07,189.98,34.55,152.58,13.67,74.97,88.99,73.71,47.0,72.93,9
92,84.35,108.52,92.62,172.81,69.61,88.99,122.35,72.93,73.71,74.97,10
92,84.05,88.22,100.29,170.77,49.83,122.35,101.65,74.97,72.93,88.99,11
92,116.48,48.02,137.08,203.0,54.47,101.65,20.75,88.99,74.97,122.35,12
92,99.08,24.44,64.35,124.68,90.8,20.75,14.66,122.35,88.99,101.65,13
92,19.26,33.14,114.33,47.89,104.07,14.66,10.62,101.65,122.35,20.75,14
92,13.7,19.64,50.12,132.23,94.64,10.62,13.78,20.75,101.65,14.66,15
92,11.92,16.6,90.69,38.01,83.28,13.78,14.21,14.66,20.75,10.62,16
92,12.44,9.76,19.8,93.79,69.49,14.21,11.89,10.62,14.66,13.78,17
92,14.03,51.85,15.31,63.27,34.12,11.89,43.87,13.78,10.62,14.21,18
92,12.65,81.76,105.12,64.48,128.7,43.87,89.05,14.21,13.78,11.89,19
92,51.44,77.62,108.88,115.06,169.99,89.05,126.24,11.89,14.21,43.87,20
92,93.43,146.86,162.83,120.86,117.74,126.24,181.42,43.87,11.89,89.05,21
92,134.58,72.25,223.85,158.08,194.75,181.42,41.73,89.05,43.87,126.24,22
92,168.03,105.02,141.51,105.32,126.23,41.73,14.12,126.24,89.05,181.42,23
92,41.33,53.8,62.21,66.76,39.41,14.12,10.06,181.42,126.24,41.73,24
93,14.14,20.5,44.84,15.64,19.93,10.06,14.48,41.73,181.42,14.12,1
93,10.46,16.54,12.73,11.35,15.12,14.48,12.48,14.12,41.73,10.06,2
93,13.51,10.88,12.31,11.44,14.56,12.48,9.94,10.06,14.12,14.48,3
93,11.4,15.45,10.19,40.94,11.85,9.94,13.71,14.48,10.06,12.48,4
93,10.36,10.22,10.91,14.83,16.88,13.71,27.65,12.48,14.48,9.94,5
93,14.16,20.77,10.74,10.02,18.06,27.65,95.98,9.94,12.48,13.71,6
93,29.12,45.32,11.49,47.0,93.11,95.98,189.98,13.71,9.94,27.65,7
93,84.49,35.85,58.27,73.71,179.04,189.98,108.52,27.65,13.71,95.98,8
93,177.62,34.55,98.28,72.93,152.58,108.52,88.22,95.98,27.65,189.98,9
93,112.76,92.62,102.59,74.97,172.81,88.22,48.02,189.98,95.98,108.52,10
93,90.07,100.29,31.57,88.99,170.77,48.02,24.44,108.52,189.98,88.22,11
93,43.76,137.08,20.78,122.35,203.0,24.44,33.14,88.22,108.52,48.02,12
93,27.29,64.35,24.21,101.65,124.68,33.14,19.64,48.02,88.22,24.44,13
93,30.35,114.33,30.45,20.75,47.89,19.64,16.6,24.44,48.02,33.14,14
93,22.32,50.12,192.57,14.66,132.23,16.6,9.76,33.14,24.44,19.64,15
93,15.21,90.69,60.76,10.62,38.01,9.76,51.85,19.64,33.14,16.6,16
93,10.26,19.8,129.0,13.78,93.79,51.85,81.76,16.6,19.64,9.76,17
93,54.03,15.31,102.55,14.21,63.27,81.76,77.62,9.76,16.6,51.85,18
93,75.31,105.12,92.12,11.89,64.48,77.62,146.86,51.85,9.76,81.76,19
93,77.66,108.88,82.45,43.87,115.06,146.86,72.25,81.76,51.85,77.62,20
93,127.95,162.83,75.65,89.05,120.86,72.25,105.02,77.62,81.76,146.86,21
93,63.47,223.85,122.92,126.24,158.08,105.02,53.8,146.86,77.62,72.25,22
93,112.46,141.51,112.34,181.42,105.32,53.8,20.5,72.25,146.86,105.02,23
93,47.31,62.21,94.7,41.73,66.76,20.5,16.54,105.02,72.25,53.8,24
94,18.23,44.84,72.66,14.12,15.64,16.54,10.88,53.8,105.02,20.5,1
94,15.4,12.73,47.43,10.06,11.35,10.88,15.45,20.5,53.8,16.54,2
94,11.92,12.31,42.8,14.48,11.44,15.45,10.22,16.54,20.5,10.88,3
94,15.41,10.19,72.62,12.48,40.94,10.22,20.77,10.88,16.54,15.45,4
94,11.37,10.91,49.92,9.94,14.83,20.77,45.32,15.45,10.88,10.22,5
94,20.1,10.74,48.63,13.71,10.02,45.32,35.85,10.22,15.45,20.77,6
94,41.88,11.49,101.47,27.65,47.0,35.85,34.55,20.77,10.22,45.32,7
94,39.19,58.27,46.3,95.98,73.71,34.55,92.62,45.32,20.77,35.85,8
94,34.48,98.28,196.98,189.98,72.93,92.62,100.29,35.85,45.32,34.55,9
94,83.24,102.59,145.29,108.52,74.97,100.29,137.08,34.55,35.85,92.62,10
94,94.66,31.57,25.66,88.22,88.99,137.08,64.35,92.62,34.55,100.29,11
94,133.66,20.78,29.88,48.02,122.35,64.35,114.33,100.29,92.62,137.08,12
94,69.26,24.21,76.05,24.44,101.65,114.33,50.12,137.08,100.29,64.35,13
94,111.04,30.45,92.19,33.14,20.75,50.12,90.69,64.35,137.08,114.33,14
94,55.18,192.57,73.61,19.64,14.66,90.69,19.8,114.33,64.35,50.12,15
94,94.53,60.76,101.81,16.6,10.62,19.8,15.31,50.12,114.33,90.69,16
94,19.0,129.0,53.27,9.76,13.78,15.31,105.12,90.69,50.12,19.8,17
94,17.08,102.55,27.83,51.85,14.21,105.12,108.88,19.8,90.69,15.31,18
94,111.31,92.12,77.36,81.76,11.89,108.88,162.83,15.31,19.8,105.12,19
94,119.75,82.45,139.93,77.62,43.87,162.83,223.85,105.12,15.31,108.88,20
94,148.04,75.65,157.25,146.86,89.05,223.85,141.51,108.88,105.12,162.83,21
94,207.13,122.92,164.02,72.25,126.24,141.51,62.21,162.83,108.88,223.85,22
94,129.89,112.34,164.42,105.02,181.42,62.21,44.84,223.85,162.83,141.51,23
94,62.11,94.7,90.5,53.8,41.73,44.84,12.73,141.51,223.85,62.21,24
95,39.7,72.66,55.29,20.5,14.12,12.73,12.31,62.21,141.51,44.84,1
95,11.69,47.43,13.45,16.54,10.06,12.31,10.19,44.84,62.21,12.73,2
95,13.56,42.8,13.02,10.88,14.48,10.19,10.91,12.73,44.84,12.31,3
95,10.06,72.62,12.82,15.45,12.48,10.91,10.74,12.31,12.73,10.19,4
95,12.72,49.92,14.08,10.22,9.94,10.74,11.49,10.19,12.31,10.91,5
95,11.8,48.63,9.06,20.77,13.71,11.49,58.27,10.91,10.19,10.74,6
95,10.89,101.47,12.25,45.32,27.65,58.27,98.28,10.74,10.91,11.49,7
95,64.45,46.3,68.64,35.85,95.98,98.28,102.59,11.49,10.74,58.27,8
95,95.0,196.98,231.73,34.55,189.98,102.59,31.57,58.27,11.49,98.28,9
95,106.66,145.29,203.63,92.62,108.52,31.57,20.78,98.28,58.27,102.59,10
95,34.79,25.66,147.75,100.29,88.22,20.78,24.21,102.59,98.28,31.57,11
95,22.08,29.88,56.66,137.08,48.02,24.21,30.45,31.57,102.59,20.78,12
95,25.4,76.05,93.31,64.35,24.44,30.45,192.57,20.78,31.57,24.21,13
95,27.82,92.19,111.17,114.33,33.14,192.57,60.76,24.21,20.78,30.45,14
95,194.1,73.61,54.34,50.12,19.64,60.76,129.0,30.45,24.21,192.57,15
95,66.0,101.81,12.01,90.69,16.6,129.0,102.55,192.57,30.45,60.76,16
95,115.77,53.27,30.8,19.8,9.76,102.55,92.12,60.76,192.57,129.0,17
95,89.22,27.83,36.0,15.31,51.85,92.12,82.45,129.0,60.76,102.55,18
95,104.08,77.36,92.12,105.12,81.76,82.45,75.65,102.55,129.0,92.12,19
95,86.31,139.93,67.46,108.88,77.62,75.65,122.92,92.12,102.55,82.45,20
95,83.47,157.25,12.74,162.83,146.86,122.92,112.34,82.45,92.12,75.65,21
95,113.47,164.02,151.69,223.85,72.25,112.34,94.7,75.65,82.45,122.92,22
95,124.03,164.42,118.08,141.51,105.02,94.7,72.66,122.92,75.65,112.34,23
95,99.98,90.5,48.16,62.21,53.8,72.66,47.43,112.34,122.92,94.7,24
96,65.15,55.29,47.68,44.84,20.5,47.43,42.8,94.7,112.34,72.66,1
96,41.61,13.45,34.8,12.73,16.54,42.8,72.62,72.66,94.7,47.43,2
96,39.57,13.02,21.22,12.31,10.88,72.62,49.92,47.43,72.66,42.8,3
96,75.89,12.82,25.15,10.19,15.45,49.92,48.63,42.8,47.43,72.62,4
96,43.79,14.08,28.86,10.91,10.22,48.63,101.47,72.62,42.8,49.92,5
96,45.66,9.06,28.93,10.74,20.77,101.47,46.3,49.92,72.62,48.63,6
96,91.26,12.25,25.67,11.49,45.32,46.3,196.98,48.63,49.92,101.47,7
96,52.86,68.64,15.7,58.27,35.85,196.98,145.29,101.47,48.63,46.3,8
96,174.81,231.73,34.7,98.28,34.55,145.29,25.66,46.3,101.47,196.98,9
96,169.35,203.63,62.03,102.59,92.62,25.66,29.88,196.98,46.3,145.29,10
96,22.66,147.75,47.84,31.57,100.29,29.88,76.05,145.29,196.98,25.66,11
96,26.37,56.66,114.37,20.78,137.08,76.05,92.19,25.66,145.29,29.88,12
96,66.52,93.31,264.05,24.21,64.35,92.19,73.61,29.88,25.66,76.05,13
96,94.17,111.17,137.64,30.45,114.33,73.61,101.81,76.05,29.88,92.19,14
96,84.17,54.34,134.47,192.57,50.12,101.81,53.27,92.19,76.05,73.61,15
96,89.45,12.01,129.79,60.76,90.69,53.27,27.83,73.61,92.19,101.81,16
96,58.32,30.8,39.54,129.0,19.8,27.83,77.36,101.81,73.61,53.27,17
96,31.74,36.0,45.38,102.55,15.31,77.36,139.93,53.27,101.81,27.83,18
96,75.04,92.12,54.63,92.12,105.12,139.93,157.25,27.83,53.27,77.36,19
96,147.28,67.46,59.2,82.45,108.88,157.25,164.02,77.36,27.83,139.93,20
96,148.78,12.74,105.8,75.65,162.83,164.02,164.42,139.93,77.36,157.25,21
96,172.95,151.69,120.51,122.92,223.85,164.42,90.5,157.25,139.93,164.02,22
96,181.35,118.08,112.2,112.34,141.51,90.5,55.29,164.02,157.25,164.42,23
96,103.39,48.16,89.21,94.7,62.21,55.29,13.45,164.42,164.02,90.5,24
97,62.46,47.68,11.14,72.66,44.84,13.45,13.02,90.5,164.42,55.29,1
97,13.67,34.8,11.76,47.43,12.73,13.02,12.82,55.29,90.5,13.45,2
97,11.38,21.22,10.48,42.8,12.31,12.82,14.08,13.45,55.29,13.02,3
97,12.24,25.15,13.88,72.62,10.19,14.08,9.06,13.02,13.45,12.82,4
97,13.38,28.86,12.81,49.92,10.91,9.06,12.25,12.82,13.02,14.08,5
97,10.6,28.93,10.98,48.63,10.74,12.25,68.64,14.08,12.82,9.06,6
97,13.95,25.67,91.97,101.47,11.49,68.64,231.73,9.06,14.08,12.25,7
97,75.1,15.7,81.73,46.3,58.27,231.73,203.63,12.25,9.06,68.64,8
97,204.07,34.7,71.19,196.98,98.28,203.63,147.75,68.64,12.25,231.73,9
97,193.19,62.03,79.46,145.29,102.59,147.75,56.66,231.73,68.64,203.63,10
